年度,月份,郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月),售電度數(當年累計)
105,12,103,大同區,8低壓綜合需量營業用,459,"19,240","3,991,772",51075255
105,12,103,大同區,9低壓綜合營業用電小計,**,"19,985","4,069,054",52122241
105,12,103,大同區,10低壓綜合用電小計,**,"35,790","6,334,351",80580196
105,12,103,大同區,11低壓裝置電力,263,"2,376","135,442",2123563
105,12,103,大同區,12低壓需量電力,25,820,"105,944",1464636
105,12,103,大同區,13低壓電力小計,**,"3,196","241,386",3588199
105,12,103,大同區,14高壓電力,88,"45,355","12,641,765",165782853
105,12,103,大同區,15特高壓電力,*,"25,608","11,998,400",150502400
105,12,103,大同區,16高＆特高壓電力小計,**,"70,963","24,640,165",316285253
105,12,103,大同區,17電力小計,**,"74,159","24,881,551",319873452
105,12,103,大同區,18綜合＆電力小計,**,"109,949","31,215,902",400453648
105,12,103,大同區,19電燈＆綜合＆電力小計,**,"118,622","59,836,719",771931402
105,12,103,大同區,20臨時電燈,19,0,"21,972",218637
105,12,103,大同區,21臨時電力,16,1288,"152,379",1701712
105,12,103,大同區,22臨時用電小計,**,1288,"174,351",1920349
105,12,103,大同區,23總計（含臨時用電）,**,"118,622","60,011,070",773851751
105,12,103,大同區,24表燈合計,**,"8,673","28,642,789",371696391
105,12,103,大同區,25綜合＆電力合計,**,"109,949","31,368,281",402155360
105,12,104,中山區,1表燈非營業用,"111,131","1,392","38,687,289",548834678
105,12,104,中山區,2表燈營業用,"21,101","41,350","39,997,606",446953125
105,12,104,中山區,3表燈小計,**,"42,742","78,684,895",995787803
105,12,104,中山區,4低壓綜合裝置非營業用,*,130,"10,531",117469
105,12,104,中山區,5低壓綜合需量非營業用,"1,228","47,138","7,383,379",92106022
105,12,104,中山區,6低壓綜合非營業用電小計,**,"47,268","7,393,910",92223491
105,12,104,中山區,7低壓綜合裝置營業用,40,"1,622","182,860",2358950
105,12,104,中山區,8低壓綜合需量營業用,"1,570","71,724","15,688,380",194706001
105,12,104,中山區,9低壓綜合營業用電小計,**,"73,346","15,871,240",197064951
105,12,104,中山區,10低壓綜合用電小計,**,"120,614","23,265,150",289288442
105,12,104,中山區,11低壓裝置電力,225,"2,581","186,388",2596999
105,12,104,中山區,12低壓需量電力,8,642,"101,532",1283344
105,12,104,中山區,13低壓電力小計,**,"3,223","287,920",3880343
105,12,104,中山區,14高壓電力,319,"210,225","57,217,296",746608060
105,12,104,中山區,15特高壓電力,*,"24,200","7,368,000",95720000
105,12,104,中山區,16高＆特高壓電力小計,**,"234,425","64,585,296",842328060
105,12,104,中山區,17電力小計,**,"237,648","64,873,216",846208403
105,12,104,中山區,18綜合＆電力小計,**,"358,262","88,138,366",1135496845
105,12,104,中山區,19電燈＆綜合＆電力小計,**,"401,004","166,823,261",2131284648
105,12,104,中山區,20臨時電燈,33,0,"41,051",546616
105,12,104,中山區,21臨時電力,31,"1,925","198,852",2330346
105,12,104,中山區,22臨時用電小計,**,"1,925","239,903",2876962
105,12,104,中山區,23總計（含臨時用電）,**,"401,004","167,063,164",2134161610
105,12,104,中山區,24表燈合計,**,"42,742","78,725,946",996334419
105,12,104,中山區,25綜合＆電力合計,**,"358,262","88,337,218",1137827191
105,12,105,松山區,1表燈非營業用,"72,461",1152,"33,146,345",374072945
105,12,105,松山區,2表燈營業用,"11,672","20,235","25,153,069",254533455
105,12,105,松山區,3表燈小計,**,"21,387","58,299,414",628606400
105,12,105,松山區,4低壓綜合裝置非營業用,*,137,"5,846",77332
105,12,105,松山區,5低壓綜合需量非營業用,546,"21,730","3,876,169",46375963
105,12,105,松山區,6低壓綜合非營業用電小計,**,"21,867","3,882,015",46453295
105,12,105,松山區,7低壓綜合裝置營業用,*,154,"9,960",230604
105,12,105,松山區,8低壓綜合需量營業用,821,"40,089","8,917,027",109883867
105,12,105,松山區,9低壓綜合營業用電小計,**,"40,243","8,926,987",110114471
105,12,105,松山區,10低壓綜合用電小計,**,"62,110","12,809,002",156567766
105,12,105,松山區,11低壓裝置電力,62,561,"38,316",544240
105,12,105,松山區,12低壓需量電力,12,652,"130,117",1645498
105,12,105,松山區,13低壓電力小計,**,"1,213","168,433",2189738
105,12,105,松山區,14高壓電力,159,"131,296","35,485,483",468870475
105,12,105,松山區,15特高壓電力,*,"8,600","3,940,800",51220800
105,12,105,松山區,16高＆特高壓電力小計,**,"139,896","39,426,283",520091275
105,12,105,松山區,17電力小計,**,"141,109","39,594,716",522281013
105,12,105,松山區,18綜合＆電力小計,**,"203,219","52,403,718",678848779
105,12,105,松山區,19電燈＆綜合＆電力小計,**,"224,606","110,703,132",1307455179
105,12,105,松山區,20臨時電燈,11,0,13111,119297
105,12,105,松山區,21臨時電力,15,975,"153,480",1491793
105,12,105,松山區,22臨時用電小計,**,975,"166,591",1611090
105,12,105,松山區,23總計（含臨時用電）,**,"224,606","110,869,723",1309066269
105,12,105,松山區,24表燈合計,**,"21,387","58,312,525",628725697
105,12,105,松山區,25綜合＆電力合計,**,"203,219","52,557,198",680340572
105,12,106,大安區,1表燈非營業用,"110,908","1,734","34,416,246",611144095
105,12,106,大安區,2表燈營業用,"17,393","41,892","25,276,282",384786334
105,12,106,大安區,3表燈小計,**,"43,626","59,692,528",995930429
105,12,106,大安區,4低壓綜合裝置非營業用,6,235,"13,268",193986
105,12,106,大安區,5低壓綜合需量非營業用,"1,070","40,731","6,267,525",82646376
105,12,106,大安區,6低壓綜合非營業用電小計,**,"40,966","6,280,793",82840362
105,12,106,大安區,7低壓綜合裝置營業用,11,398,"72,795",1007480
105,12,106,大安區,8低壓綜合需量營業用,"1,456","64,633","12,715,938",170799033
105,12,106,大安區,9低壓綜合營業用電小計,**,"65,031","12,788,733",171806513
105,12,106,大安區,10低壓綜合用電小計,**,"105,997","19,069,526",254646875
105,12,106,大安區,11低壓裝置電力,129,"1,496","133,608",2011532
105,12,106,大安區,12低壓需量電力,*,296,"52,638",633370
105,12,106,大安區,13低壓電力小計,**,"1,792","186,246",2644902
105,12,106,大安區,14高壓電力,281,"206,572","57,333,105",760857272
105,12,106,大安區,15特高壓電力,*,"23,095","8,922,563",105993033
105,12,106,大安區,16高＆特高壓電力小計,**,"229,667","66,255,668",866850305
105,12,106,大安區,17電力小計,**,"231,459","66,441,914",869495207
105,12,106,大安區,18綜合＆電力小計,**,"337,456","85,511,440",1124142082
105,12,106,大安區,19電燈＆綜合＆電力小計,**,"381,082","145,203,968",2120072511
105,12,106,大安區,20臨時電燈,17,0,"30,157",892898
105,12,106,大安區,21臨時電力,30,"2,513","363,065",4633383
105,12,106,大安區,22臨時用電小計,**,"2,513","393,222",5526281
105,12,106,大安區,23總計（含臨時用電）,**,"381,082","145,597,190",2125598792
105,12,106,大安區,24表燈合計,**,"43,626","59,722,685",996823327
105,12,106,大安區,25綜合＆電力合計,**,"337,456","85,874,505",1128775465
105,12,108,萬華區,1表燈非營業用,"77,587","1,036","24,434,236",324801556
105,12,108,萬華區,2表燈營業用,"9,169","15,775","11,177,534",143243130
105,12,108,萬華區,3表燈小計,**,"16,811","35,611,770",468044686
105,12,108,萬華區,4低壓綜合裝置非營業用,*,0,0,0
105,12,108,萬華區,5低壓綜合需量非營業用,337,"11,489","1,768,530",21599845
105,12,108,萬華區,6低壓綜合非營業用電小計,**,"11,489","1,768,530",21599845
105,12,108,萬華區,7低壓綜合裝置營業用,36,"1,646","230,181",3124178
105,12,108,萬華區,8低壓綜合需量營業用,710,"23,711","5,542,422",71025490
105,12,108,萬華區,9低壓綜合營業用電小計,**,"25,357","5,772,603",74149668
105,12,108,萬華區,10低壓綜合用電小計,**,"36,846","7,541,133",95749513
105,12,108,萬華區,11低壓裝置電力,298,"3,141","270,483",4015856
105,12,108,萬華區,12低壓需量電力,39,1326,"198,215",2433723
105,12,108,萬華區,13低壓電力小計,**,"4,467","468,698",6449579
105,12,108,萬華區,14高壓電力,108,"45,395","12,574,754",163273349
105,12,108,萬華區,15特高壓電力,*,0,0,0
105,12,108,萬華區,16高＆特高壓電力小計,**,"45,395","12,574,754",163273349
105,12,108,萬華區,17電力小計,**,"49,862","13,043,452",169722928
105,12,108,萬華區,18綜合＆電力小計,**,"86,708","20,584,585",265472441
105,12,108,萬華區,19電燈＆綜合＆電力小計,**,"103,519","56,196,355",733517127
105,12,108,萬華區,20臨時電燈,14,0,"26,955",285981
105,12,108,萬華區,21臨時電力,16,"1,021","157,400",1942080
105,12,108,萬華區,22臨時用電小計,**,"1,021","184,355",2228061
105,12,108,萬華區,23總計（含臨時用電）,**,"103,519","56,380,710",735745188
105,12,108,萬華區,24表燈合計,**,"16,811","35,638,725",468330667
105,12,108,萬華區,25綜合＆電力合計,**,"86,708","20,741,985",267414521
105,12,110,信義區,1表燈非營業用,"84,374",833,"20,865,927",417712520
105,12,110,信義區,2表燈營業用,"10,283","13,843","11,193,771",183353685
105,12,110,信義區,3表燈小計,**,"14,676","32,059,698",601066205
105,12,110,信義區,4低壓綜合裝置非營業用,*,138,4280,52280
105,12,110,信義區,5低壓綜合需量非營業用,558,"25,876","4,058,350",54742460
105,12,110,信義區,6低壓綜合非營業用電小計,**,"26,014","4,062,630",54794740
105,12,110,信義區,7低壓綜合裝置營業用,*,28,"7,928",108945
105,12,110,信義區,8低壓綜合需量營業用,554,"24,921","5,433,178",69258967
105,12,110,信義區,9低壓綜合營業用電小計,**,"24,949","5,441,106",69367912
105,12,110,信義區,10低壓綜合用電小計,**,"50,963","9,503,736",124162652
105,12,110,信義區,11低壓裝置電力,22,234,"32,447",419756
105,12,110,信義區,12低壓需量電力,6,705,"141,291",1893803
105,12,110,信義區,13低壓電力小計,**,939,"173,738",2313559
105,12,110,信義區,14高壓電力,143,"199,171","59,943,176",774248693
105,12,110,信義區,15特高壓電力,*,"7,825","3,254,400",36643200
105,12,110,信義區,16高＆特高壓電力小計,**,"206,996","63,197,576",810891893
105,12,110,信義區,17電力小計,**,"207,935","63,371,314",813205452
105,12,110,信義區,18綜合＆電力小計,**,"258,898","72,875,050",937368104
105,12,110,信義區,19電燈＆綜合＆電力小計,**,"273,574","104,934,748",1538434309
105,12,110,信義區,20臨時電燈,9,0,21718,112630
105,12,110,信義區,21臨時電力,26,"3,385","554,090",5702407
105,12,110,信義區,22臨時用電小計,**,"3,385","575,808",5815037
105,12,110,信義區,23總計（含臨時用電）,**,"273,574","105,510,556",1544249346
105,12,110,信義區,24表燈合計,**,"14,676","32,081,416",601178835
105,12,110,信義區,25綜合＆電力合計,**,"258,898","73,429,140",943070511
105,12,111,士林區,1表燈非營業用,"107,198","2,068","38,845,657",553191622
105,12,111,士林區,2表燈營業用,"9,683","18,335","12,353,558",188270499
105,12,111,士林區,3表燈小計,**,"20,403","51,199,215",741462121
105,12,111,士林區,4低壓綜合裝置非營業用,*,0,0,0
105,12,111,士林區,5低壓綜合需量非營業用,653,"24,503","3,629,656",44720229
105,12,111,士林區,6低壓綜合非營業用電小計,**,"24,503","3,629,656",44720229
105,12,111,士林區,7低壓綜合裝置營業用,*,47,"5,941",75604
105,12,111,士林區,8低壓綜合需量營業用,816,"30,315","6,261,849",80857008
105,12,111,士林區,9低壓綜合營業用電小計,**,"30,362","6,267,790",80932612
105,12,111,士林區,10低壓綜合用電小計,**,"54,865","9,897,446",125652841
105,12,111,士林區,11低壓裝置電力,114,"1,489","140,692",2072857
105,12,111,士林區,12低壓需量電力,120,"5,959","904,600",10814895
105,12,111,士林區,13低壓電力小計,**,"7,448","1,045,292",12887752
105,12,111,士林區,14高壓電力,140,"98,047","26,194,477",336398125
105,12,111,士林區,15特高壓電力,*,0,0,0
105,12,111,士林區,16高＆特高壓電力小計,**,"98,047","26,194,477",336398125
105,12,111,士林區,17電力小計,**,"105,495","27,239,769",349285877
105,12,111,士林區,18綜合＆電力小計,**,"160,360","37,137,215",474938718
105,12,111,士林區,19電燈＆綜合＆電力小計,**,"180,763","88,336,430",1216400839
105,12,111,士林區,20臨時電燈,60,0,"58,724",1010100
105,12,111,士林區,21臨時電力,21,"1,506","152,440",3331354
105,12,111,士林區,22臨時用電小計,**,"1,506","211,164",4341454
105,12,111,士林區,23總計（含臨時用電）,**,"180,763","88,547,594",1220742293
105,12,111,士林區,24表燈合計,**,"20,403","51,257,939",742472221
105,12,111,士林區,25綜合＆電力合計,**,"160,360","37,289,655",478270072
105,12,112,北投區,1表燈非營業用,"93,881","1,058","42,495,496",412136524
105,12,112,北投區,2表燈營業用,"5,961","9,339","14,093,164",118995583
105,12,112,北投區,3表燈小計,**,"10,397","56,588,660",531132107
105,12,112,北投區,4低壓綜合裝置非營業用,*,0,0,0
105,12,112,北投區,5低壓綜合需量非營業用,631,"20,533","2,929,563",36841805
105,12,112,北投區,6低壓綜合非營業用電小計,**,"20,533","2,929,563",36841805
105,12,112,北投區,7低壓綜合裝置營業用,*,70,"7,320",52620
105,12,112,北投區,8低壓綜合需量營業用,427,"20,959","4,864,505",60924582
105,12,112,北投區,9低壓綜合營業用電小計,**,"21,029","4,871,825",60977202
105,12,112,北投區,10低壓綜合用電小計,**,"41,562","7,801,388",97819007
105,12,112,北投區,11低壓裝置電力,66,801,"100,299",1242648
105,12,112,北投區,12低壓需量電力,96,"5,358","747,013",9277494
105,12,112,北投區,13低壓電力小計,**,"6,159","847,312",10520142
105,12,112,北投區,14高壓電力,124,"98,898","32,199,251",417645520
105,12,112,北投區,15特高壓電力,*,"10,537","4,512,988",58837534
105,12,112,北投區,16高＆特高壓電力小計,**,"109,435","36,712,239",476483054
105,12,112,北投區,17電力小計,**,"115,594","37,559,551",487003196
105,12,112,北投區,18綜合＆電力小計,**,"157,156","45,360,939",584822203
105,12,112,北投區,19電燈＆綜合＆電力小計,**,"167,553","101,949,599",1115954310
105,12,112,北投區,20臨時電燈,39,0,"38,584",541329
105,12,112,北投區,21臨時電力,37,"1,856","282,721",4066433
105,12,112,北投區,22臨時用電小計,**,"1,856","321,305",4607762
105,12,112,北投區,23總計（含臨時用電）,**,"167,553","102,270,904",1120562072
105,12,112,北投區,24表燈合計,**,"10,397","56,627,244",531673436
105,12,112,北投區,25綜合＆電力合計,**,"157,156","45,643,660",588888636
105,12,114,內湖區,1表燈非營業用,"103,198",527,"34,156,909",486945098
105,12,114,內湖區,2表燈營業用,"13,208","21,388","11,795,596",345837096
105,12,114,內湖區,3表燈小計,**,"21,915","45,952,505",832782194
105,12,114,內湖區,4低壓綜合裝置非營業用,*,0,0,0
105,12,114,內湖區,5低壓綜合需量非營業用,"1,149","50,261","8,229,515",104058612
105,12,114,內湖區,6低壓綜合非營業用電小計,**,"50,261","8,229,515",104058612
105,12,114,內湖區,7低壓綜合裝置營業用,*,0,0,0
105,12,114,內湖區,8低壓綜合需量營業用,"1,763","111,004","24,915,465",307180779
105,12,114,內湖區,9低壓綜合營業用電小計,**,"111,004","24,915,465",307180779
105,12,114,內湖區,10低壓綜合用電小計,**,"161,265","33,144,980",411239391
105,12,114,內湖區,11低壓裝置電力,21,175,"6,697",104118
105,12,114,內湖區,12低壓需量電力,343,"12,976","2,642,674",31777964
105,12,114,內湖區,13低壓電力小計,**,"13,151","2,649,371",31882082
105,12,114,內湖區,14高壓電力,163,"135,649","49,809,814",630535030
105,12,114,內湖區,15特高壓電力,*,"11,700","4,819,200",54714800
105,12,114,內湖區,16高＆特高壓電力小計,**,"147,349","54,629,014",685249830
105,12,114,內湖區,17電力小計,**,"160,500","57,278,385",717131912
105,12,114,內湖區,18綜合＆電力小計,**,"321,765","90,423,365",1128371303
105,12,114,內湖區,19電燈＆綜合＆電力小計,**,"343,680","136,375,870",1961153497
105,12,114,內湖區,20臨時電燈,24,0,"8,922",262005
105,12,114,內湖區,21臨時電力,50,"4,599","750,087",8652177
105,12,114,內湖區,22臨時用電小計,**,"4,599","759,009",8914182
105,12,114,內湖區,23總計（含臨時用電）,**,"343,680","137,134,879",1970067679
105,12,114,內湖區,24表燈合計,**,"21,915","45,961,427",833044199
105,12,114,內湖區,25綜合＆電力合計,**,"321,765","91,173,452",1137023480
105,12,115,南港區,1表燈非營業用,"44,115",63,"8,218,518",191412899
105,12,115,南港區,2表燈營業用,"4,333","6,206","3,445,042",85484905
105,12,115,南港區,3表燈小計,**,"6,269","11,663,560",276897804
105,12,115,南港區,4低壓綜合裝置非營業用,*,0,0,0
105,12,115,南港區,5低壓綜合需量非營業用,360,"13,541","2,040,935",25423076
105,12,115,南港區,6低壓綜合非營業用電小計,**,"13,541","2,040,935",25423076
105,12,115,南港區,7低壓綜合裝置營業用,*,0,0,0
105,12,115,南港區,8低壓綜合需量營業用,246,"12,978","2,811,358",34634458
105,12,115,南港區,9低壓綜合營業用電小計,**,"12,978","2,811,358",34634458
105,12,115,南港區,10低壓綜合用電小計,**,"26,519","4,852,293",60057534
105,12,115,南港區,11低壓裝置電力,30,541,"54,379",642852
105,12,115,南港區,12低壓需量電力,150,"4,759","617,113",7278088
105,12,115,南港區,13低壓電力小計,**,"5,300","671,492",7920940
105,12,115,南港區,14高壓電力,86,"102,203","30,079,956",386836160
105,12,115,南港區,15特高壓電力,*,"39,685","14,987,036",196552889
105,12,115,南港區,16高＆特高壓電力小計,**,"141,888","45,066,992",583389049
105,12,115,南港區,17電力小計,**,"147,188","45,738,484",591309989
105,12,115,南港區,18綜合＆電力小計,**,"173,707","50,590,777",651367523
105,12,115,南港區,19電燈＆綜合＆電力小計,**,"179,976","62,254,337",928265327
105,12,115,南港區,20臨時電燈,9,0,3811,199722
105,12,115,南港區,21臨時電力,16,"1,719","406,104",4414640
105,12,115,南港區,22臨時用電小計,**,"1,719","409,915",4614362
105,12,115,南港區,23總計（含臨時用電）,**,"179,976","62,664,252",932879689
105,12,115,南港區,24表燈合計,**,"6,269","11,667,371",277097526
105,12,115,南港區,25綜合＆電力合計,**,"173,707","50,996,881",655782163
105,12,116,文山區,1表燈非營業用,"99,872",357,"28,815,506",435407473
105,12,116,文山區,2表燈營業用,"5,044","9,599","7,701,032",90725789
105,12,116,文山區,3表燈小計,**,"9,956","36,516,538",526133262
105,12,116,文山區,4低壓綜合裝置非營業用,*,0,0,0
105,12,116,文山區,5低壓綜合需量非營業用,796,"24,693","3,346,695",42653100
105,12,116,文山區,6低壓綜合非營業用電小計,**,"24,693","3,346,695",42653100
105,12,116,文山區,7低壓綜合裝置營業用,*,74,"7,736",100220
105,12,116,文山區,8低壓綜合需量營業用,314,"10,628","2,514,789",33000694
105,12,116,文山區,9低壓綜合營業用電小計,**,"10,702","2,522,525",33100914
105,12,116,文山區,10低壓綜合用電小計,**,"35,395","5,869,220",75754014
105,12,116,文山區,11低壓裝置電力,28,297,"65,069",864829
105,12,116,文山區,12低壓需量電力,25,992,"146,669",1918711
105,12,116,文山區,13低壓電力小計,**,"1,289","211,738",2783540
105,12,116,文山區,14高壓電力,98,"45,356","10,460,256",140039444
105,12,116,文山區,15特高壓電力,*,"24,796","9,019,149",115062078
105,12,116,文山區,16高＆特高壓電力小計,**,"70,152","19,479,405",255101522
105,12,116,文山區,17電力小計,**,"71,441","19,691,143",257885062
105,12,116,文山區,18綜合＆電力小計,**,"106,836","25,560,363",333639076
105,12,116,文山區,19電燈＆綜合＆電力小計,**,"116,792","62,076,901",859772338
105,12,116,文山區,20臨時電燈,15,0,"8,757",183091
105,12,116,文山區,21臨時電力,29,"5,188","616,554",4333160
105,12,116,文山區,22臨時用電小計,**,"5,188","625,311",4516251
105,12,116,文山區,23總計（含臨時用電）,**,"116,792","62,702,212",864288589
105,12,116,文山區,24表燈合計,**,"9,956","36,525,295",526316353
105,12,116,文山區,25綜合＆電力合計,**,"106,836","26,176,917",337972236
105,12,200,仁愛區,1表燈非營業用,"22,727",427,"7,275,301",82678729
105,12,200,仁愛區,2表燈營業用,"3,214","5,398","4,074,698",49475134
105,12,200,仁愛區,3表燈小計,**,"5,825","11,349,999",132153863
105,12,200,仁愛區,4低壓綜合裝置非營業用,*,0,0,0
105,12,200,仁愛區,5低壓綜合需量非營業用,136,"3,765","465,376",5690243
105,12,200,仁愛區,6低壓綜合非營業用電小計,**,"3,765","465,376",5690243
105,12,200,仁愛區,7低壓綜合裝置營業用,*,106,"8,980",126074
105,12,200,仁愛區,8低壓綜合需量營業用,322,"9,796","2,093,387",27771508
105,12,200,仁愛區,9低壓綜合營業用電小計,**,"9,902","2,102,367",27897582
105,12,200,仁愛區,10低壓綜合用電小計,**,"13,667","2,567,743",33587825
105,12,200,仁愛區,11低壓裝置電力,60,533,"53,469",791020
105,12,200,仁愛區,12低壓需量電力,14,395,"116,717",1590292
105,12,200,仁愛區,13低壓電力小計,**,928,"170,186",2381312
105,12,200,仁愛區,14高壓電力,25,"7,961","1,611,975",23316751
105,12,200,仁愛區,15特高壓電力,*,0,0,0
105,12,200,仁愛區,16高＆特高壓電力小計,**,"7,961","1,611,975",23316751
105,12,200,仁愛區,17電力小計,**,"8,889","1,782,161",25698063
105,12,200,仁愛區,18綜合＆電力小計,**,"22,556","4,349,904",59285888
105,12,200,仁愛區,19電燈＆綜合＆電力小計,**,"28,381","15,699,903",191439751
105,12,200,仁愛區,20臨時電燈,7,0,876,81640
105,12,200,仁愛區,21臨時電力,*,0,0,0
105,12,200,仁愛區,22臨時用電小計,**,0,876,81640
105,12,200,仁愛區,23總計（含臨時用電）,**,"28,381","15,700,779",191521391
105,12,200,仁愛區,24表燈合計,**,"5,825","11,350,875",132235503
105,12,200,仁愛區,25綜合＆電力合計,**,"22,556","4,349,904",59285888
105,12,201,信義區,1表燈非營業用,"25,002",279,"652,037",96021260
105,12,201,信義區,2表燈營業用,"1,169","1,771","597,148",19112760
105,12,201,信義區,3表燈小計,**,"2,050","1,249,185",115134020
105,12,201,信義區,4低壓綜合裝置非營業用,*,0,0,0
105,12,201,信義區,5低壓綜合需量非營業用,123,"4,614","573,904",7946129
105,12,201,信義區,6低壓綜合非營業用電小計,**,"4,614","573,904",7946129
105,12,201,信義區,7低壓綜合裝置營業用,*,68,"14,480",197960
105,12,201,信義區,8低壓綜合需量營業用,48,"3,067","624,647",8259492
105,12,201,信義區,9低壓綜合營業用電小計,**,"3,135","639,127",8457452
105,12,201,信義區,10低壓綜合用電小計,**,"7,749","1,213,031",16403581
105,12,201,信義區,11低壓裝置電力,*,103,"43,719",491469
105,12,201,信義區,12低壓需量電力,21,907,"125,717",1722269
105,12,201,信義區,13低壓電力小計,**,1010,"169,436",2213738
105,12,201,信義區,14高壓電力,33,"12,730","3,187,242",42667680
105,12,201,信義區,15特高壓電力,*,0,5600,184800
105,12,201,信義區,16高＆特高壓電力小計,**,"12,730","3,192,842",42852480
105,12,201,信義區,17電力小計,**,"13,740","3,362,278",45066218
105,12,201,信義區,18綜合＆電力小計,**,"21,489","4,575,309",61469799
105,12,201,信義區,19電燈＆綜合＆電力小計,**,"23,539","5,824,494",176603819
105,12,201,信義區,20臨時電燈,8,0,28,11112
105,12,201,信義區,21臨時電力,*,356,"131,598",1221702
105,12,201,信義區,22臨時用電小計,**,356,"131,626",1232814
105,12,201,信義區,23總計（含臨時用電）,**,"23,539","5,956,120",177836633
105,12,201,信義區,24表燈合計,**,"2,050","1,249,213",115145132
105,12,201,信義區,25綜合＆電力合計,**,"21,489","4,706,907",62691501
105,12,202,中正區,1表燈非營業用,"31,058",232,"94,411",105670672
105,12,202,中正區,2表燈營業用,"2,088","3,190","942,454",30051842
105,12,202,中正區,3表燈小計,**,"3,422","1,036,865",135722514
105,12,202,中正區,4低壓綜合裝置非營業用,*,43,"5,040",79160
105,12,202,中正區,5低壓綜合需量非營業用,208,"8,815","1,225,543",15417269
105,12,202,中正區,6低壓綜合非營業用電小計,**,"8,858","1,230,583",15496429
105,12,202,中正區,7低壓綜合裝置營業用,*,0,0,0
105,12,202,中正區,8低壓綜合需量營業用,120,"4,038","940,533",12397027
105,12,202,中正區,9低壓綜合營業用電小計,**,"4,038","940,533",12397027
105,12,202,中正區,10低壓綜合用電小計,**,"12,896","2,171,116",27893456
105,12,202,中正區,11低壓裝置電力,40,436,"49,338",652136
105,12,202,中正區,12低壓需量電力,36,"1,359","328,554",3833968
105,12,202,中正區,13低壓電力小計,**,"1,795","377,892",4486104
105,12,202,中正區,14高壓電力,40,"21,864","5,795,786",77483210
105,12,202,中正區,15特高壓電力,*,"7,000","1,822,800",21498136
105,12,202,中正區,16高＆特高壓電力小計,**,"28,864","7,618,586",98981346
105,12,202,中正區,17電力小計,**,"30,659","7,996,478",103467450
105,12,202,中正區,18綜合＆電力小計,**,"43,555","10,167,594",131360906
105,12,202,中正區,19電燈＆綜合＆電力小計,**,"46,977","11,204,459",267083420
105,12,202,中正區,20臨時電燈,8,0,3983,192021
105,12,202,中正區,21臨時電力,7,488,"42,240",507360
105,12,202,中正區,22臨時用電小計,**,488,"46,223",699381
105,12,202,中正區,23總計（含臨時用電）,**,"46,977","11,250,682",267782801
105,12,202,中正區,24表燈合計,**,"3,422","1,040,848",135914535
105,12,202,中正區,25綜合＆電力合計,**,"43,555","10,209,834",131868266
105,12,203,中山區,1表燈非營業用,"21,890",77,"10,999,360",79560217
105,12,203,中山區,2表燈營業用,"1,078","1,296","1,805,715",14161251
105,12,203,中山區,3表燈小計,**,"1,373","12,805,075",93721468
105,12,203,中山區,4低壓綜合裝置非營業用,*,0,0,0
105,12,203,中山區,5低壓綜合需量非營業用,71,"2,254","291,242",3239785
