年度,月份,郵遞區號,行政區,項目,用戶數(戶),契約容量(kW),售電度數(度)
115,01,100,中正區,1表燈非營業用,63336,1774,18032299
115,01,100,中正區,2表燈營業用,9758,23633,12580053
115,01,100,中正區,3表燈小計,**,25407,30612352
115,01,100,中正區,4低壓綜合裝置非營業用,*,140,9870
115,01,100,中正區,5低壓綜合需量非營業用,802,30944,4257668
115,01,100,中正區,6低壓電動車非營業用,*,139,11240
115,01,100,中正區,7低壓綜合非營業用電小計,**,31223,4278778
115,01,100,中正區,8低壓綜合裝置營業用,21,897,63864
115,01,100,中正區,9低壓綜合需量營業用,836,34537,6236921
115,01,100,中正區,10低壓電動車營業用,*,590,65120
115,01,100,中正區,11低壓綜合營業用電小計,**,36024,6365905
115,01,100,中正區,12低壓綜合用電小計,**,67247,10644683
115,01,100,中正區,13低壓裝置電力,199,2122,129069
115,01,100,中正區,14低壓需量電力,*,87,4761
115,01,100,中正區,15低壓電力小計,**,2209,133830
115,01,100,中正區,16高壓電力,298,201405,49363736
115,01,100,中正區,17高壓電動車,*,0,0
115,01,100,中正區,18特高壓電力,*,11800,2940891
115,01,100,中正區,19高＆特高壓電力小計,**,213205,52304627
115,01,100,中正區,20電力小計,**,215414,52438457
115,01,100,中正區,21綜合＆電力小計,**,282661,63083140
115,01,100,中正區,22電燈＆綜合＆電力小計,**,308068,93695492
115,01,100,中正區,23臨時電燈,26,0,29818
115,01,100,中正區,24臨時電力,51,5439,557421
115,01,100,中正區,25臨時用電小計,**,5439,587239
115,01,100,中正區,26總計（含臨時用電）,**,308068,94282731
115,01,100,中正區,27表燈合計,**,25407,30642170
115,01,100,中正區,28綜合＆電力合計,**,282661,63640561
115,01,103,大同區,1表燈非營業用,56793,461,15839945
115,01,103,大同區,2表燈營業用,9978,11824,8695519
115,01,103,大同區,3表燈小計,**,12285,24535464
115,01,103,大同區,4低壓綜合裝置非營業用,*,0,0
115,01,103,大同區,5低壓綜合需量非營業用,552,18596,2204280
115,01,103,大同區,6低壓電動車非營業用,*,131,4120
115,01,103,大同區,7低壓綜合非營業用電小計,**,18727,2208400
115,01,103,大同區,8低壓綜合裝置營業用,13,577,34294
115,01,103,大同區,9低壓綜合需量營業用,419,17646,2712457
115,01,103,大同區,10低壓電動車營業用,9,348,21640
115,01,103,大同區,11低壓綜合營業用電小計,**,18571,2768391
115,01,103,大同區,12低壓綜合用電小計,**,37298,4976791
115,01,103,大同區,13低壓裝置電力,193,1771,69848
115,01,103,大同區,14低壓需量電力,16,281,16811
115,01,103,大同區,15低壓電力小計,**,2052,86659
115,01,103,大同區,16高壓電力,80,42103,8964130
115,01,103,大同區,17高壓電動車,*,799,1520
115,01,103,大同區,18特高壓電力,*,24500,10728400
115,01,103,大同區,19高＆特高壓電力小計,**,67402,19694050
115,01,103,大同區,20電力小計,**,69454,19780709
115,01,103,大同區,21綜合＆電力小計,**,106752,24757500
115,01,103,大同區,22電燈＆綜合＆電力小計,**,119037,49292964
115,01,103,大同區,23臨時電燈,28,0,26071
115,01,103,大同區,24臨時電力,44,3202,273620
115,01,103,大同區,25臨時用電小計,**,3202,299691
115,01,103,大同區,26總計（含臨時用電）,**,119037,49592655
115,01,103,大同區,27表燈合計,**,12285,24561535
115,01,103,大同區,28綜合＆電力合計,**,106752,25031120
115,01,104,中山區,1表燈非營業用,115395,3044,37122585
115,01,104,中山區,2表燈營業用,20516,49199,27951857
115,01,104,中山區,3表燈小計,**,52243,65074442
115,01,104,中山區,4低壓綜合裝置非營業用,*,130,2467
115,01,104,中山區,5低壓綜合需量非營業用,1396,50257,6485704
115,01,104,中山區,6低壓電動車非營業用,*,110,480
115,01,104,中山區,7低壓綜合非營業用電小計,**,50497,6488651
115,01,104,中山區,8低壓綜合裝置營業用,33,1288,108005
115,01,104,中山區,9低壓綜合需量營業用,1481,68270,11857944
115,01,104,中山區,10低壓電動車營業用,*,1121,121000
115,01,104,中山區,11低壓綜合營業用電小計,**,70679,12086949
115,01,104,中山區,12低壓綜合用電小計,**,121176,18575600
115,01,104,中山區,13低壓裝置電力,173,2098,83108
115,01,104,中山區,14低壓需量電力,13,1218,119530
115,01,104,中山區,15低壓電力小計,**,3316,202638
115,01,104,中山區,16高壓電力,296,183734,41794690
115,01,104,中山區,17高壓電動車,*,403,34480
115,01,104,中山區,18特高壓電力,*,18350,6681600
115,01,104,中山區,19高＆特高壓電力小計,**,202487,48510770
115,01,104,中山區,20電力小計,**,205803,48713408
115,01,104,中山區,21綜合＆電力小計,**,326979,67289008
115,01,104,中山區,22電燈＆綜合＆電力小計,**,379222,132363450
115,01,104,中山區,23臨時電燈,24,0,25933
115,01,104,中山區,24臨時電力,94,7373,670281
115,01,104,中山區,25臨時用電小計,**,7373,696214
115,01,104,中山區,26總計（含臨時用電）,**,379222,133059664
115,01,104,中山區,27表燈合計,**,52243,65100375
115,01,104,中山區,28綜合＆電力合計,**,326979,67959289
115,01,105,松山區,1表燈非營業用,74613,1197,16611737
115,01,105,松山區,2表燈營業用,11618,24465,13866502
115,01,105,松山區,3表燈小計,**,25662,30478239
115,01,105,松山區,4低壓綜合裝置非營業用,*,92,4000
115,01,105,松山區,5低壓綜合需量非營業用,612,23060,3253415
115,01,105,松山區,6低壓電動車非營業用,*,360,52440
115,01,105,松山區,7低壓綜合非營業用電小計,**,23512,3309855
115,01,105,松山區,8低壓綜合裝置營業用,*,154,14833
115,01,105,松山區,9低壓綜合需量營業用,753,34579,6218971
115,01,105,松山區,10低壓電動車營業用,*,84,4880
115,01,105,松山區,11低壓綜合營業用電小計,**,34817,6238684
115,01,105,松山區,12低壓綜合用電小計,**,58329,9548539
115,01,105,松山區,13低壓裝置電力,51,470,28073
115,01,105,松山區,14低壓需量電力,8,261,39081
115,01,105,松山區,15低壓電力小計,**,731,67154
115,01,105,松山區,16高壓電力,152,110877,23925156
115,01,105,松山區,17高壓電動車,*,2400,324840
115,01,105,松山區,18特高壓電力,*,8750,3318400
115,01,105,松山區,19高＆特高壓電力小計,**,122027,27568396
115,01,105,松山區,20電力小計,**,122758,27635550
115,01,105,松山區,21綜合＆電力小計,**,181087,37184089
115,01,105,松山區,22電燈＆綜合＆電力小計,**,206749,67662328
115,01,105,松山區,23臨時電燈,15,0,12330
115,01,105,松山區,24臨時電力,40,4262,392270
115,01,105,松山區,25臨時用電小計,**,4262,404600
115,01,105,松山區,26總計（含臨時用電）,**,206749,68066928
115,01,105,松山區,27表燈合計,**,25662,30490569
115,01,105,松山區,28綜合＆電力合計,**,181087,37576359
115,01,106,大安區,1表燈非營業用,114344,2544,45474199
115,01,106,大安區,2表燈營業用,17188,48532,27152852
115,01,106,大安區,3表燈小計,**,51076,72627051
115,01,106,大安區,4低壓綜合裝置非營業用,6,235,13418
115,01,106,大安區,5低壓綜合需量非營業用,1246,46656,6477937
115,01,106,大安區,6低壓電動車非營業用,*,50,1000
115,01,106,大安區,7低壓綜合非營業用電小計,**,46941,6492355
115,01,106,大安區,8低壓綜合裝置營業用,*,219,35983
115,01,106,大安區,9低壓綜合需量營業用,1272,52468,9032100
115,01,106,大安區,10低壓電動車營業用,8,2348,148360
115,01,106,大安區,11低壓綜合營業用電小計,**,55035,9216443
115,01,106,大安區,12低壓綜合用電小計,**,101976,15708798
115,01,106,大安區,13低壓裝置電力,101,1257,109944
115,01,106,大安區,14低壓需量電力,*,249,35679
115,01,106,大安區,15低壓電力小計,**,1506,145623
115,01,106,大安區,16高壓電力,267,190695,47588685
115,01,106,大安區,17高壓電動車,*,2370,242000
115,01,106,大安區,18特高壓電力,*,22100,7437478
115,01,106,大安區,19高＆特高壓電力小計,**,215165,55268163
115,01,106,大安區,20電力小計,**,216671,55413786
115,01,106,大安區,21綜合＆電力小計,**,318647,71122584
115,01,106,大安區,22電燈＆綜合＆電力小計,**,369723,143749635
115,01,106,大安區,23臨時電燈,29,0,23204
115,01,106,大安區,24臨時電力,68,5034,422831
115,01,106,大安區,25臨時用電小計,**,5034,446035
115,01,106,大安區,26總計（含臨時用電）,**,369723,144195670
115,01,106,大安區,27表燈合計,**,51076,72650255
115,01,106,大安區,28綜合＆電力合計,**,318647,71545415
115,01,108,萬華區,1表燈非營業用,81880,1241,20155421
115,01,108,萬華區,2表燈營業用,8584,19462,11105426
115,01,108,萬華區,3表燈小計,**,20703,31260847
115,01,108,萬華區,4低壓綜合裝置非營業用,*,0,0
115,01,108,萬華區,5低壓綜合需量非營業用,457,16650,2090522
115,01,108,萬華區,6低壓電動車非營業用,*,0,0
115,01,108,萬華區,7低壓綜合非營業用電小計,**,16650,2090522
115,01,108,萬華區,8低壓綜合裝置營業用,27,1290,135519
115,01,108,萬華區,9低壓綜合需量營業用,605,21186,4609156
115,01,108,萬華區,10低壓電動車營業用,7,237,20120
115,01,108,萬華區,11低壓綜合營業用電小計,**,22713,4764795
115,01,108,萬華區,12低壓綜合用電小計,**,39363,6855317
115,01,108,萬華區,13低壓裝置電力,245,2559,165518
115,01,108,萬華區,14低壓需量電力,28,795,164025
115,01,108,萬華區,15低壓電力小計,**,3354,329543
115,01,108,萬華區,16高壓電力,103,46257,11154590
115,01,108,萬華區,17高壓電動車,*,0,0
115,01,108,萬華區,18特高壓電力,*,0,0
115,01,108,萬華區,19高＆特高壓電力小計,**,46257,11154590
115,01,108,萬華區,20電力小計,**,49611,11484133
115,01,108,萬華區,21綜合＆電力小計,**,88974,18339450
115,01,108,萬華區,22電燈＆綜合＆電力小計,**,109677,49600297
115,01,108,萬華區,23臨時電燈,17,0,24935
115,01,108,萬華區,24臨時電力,32,2114,249368
115,01,108,萬華區,25臨時用電小計,**,2114,274303
115,01,108,萬華區,26總計（含臨時用電）,**,109677,49874600
115,01,108,萬華區,27表燈合計,**,20703,31285782
115,01,108,萬華區,28綜合＆電力合計,**,88974,18588818
115,01,110,信義區,1表燈非營業用,88310,1333,34704512
115,01,110,信義區,2表燈營業用,9912,19160,15252493
115,01,110,信義區,3表燈小計,**,20493,49957005
115,01,110,信義區,4低壓綜合裝置非營業用,*,0,0
115,01,110,信義區,5低壓綜合需量非營業用,702,30774,4171075
115,01,110,信義區,6低壓電動車非營業用,*,449,1844
115,01,110,信義區,7低壓綜合非營業用電小計,**,31223,4172919
115,01,110,信義區,8低壓綜合裝置營業用,*,28,6211
115,01,110,信義區,9低壓綜合需量營業用,525,22680,3955017
115,01,110,信義區,10低壓電動車營業用,*,1218,96560
115,01,110,信義區,11低壓綜合營業用電小計,**,23926,4057788
115,01,110,信義區,12低壓綜合用電小計,**,55149,8230707
115,01,110,信義區,13低壓裝置電力,19,199,18537
115,01,110,信義區,14低壓需量電力,*,655,130360
115,01,110,信義區,15低壓電力小計,**,854,148897
115,01,110,信義區,16高壓電力,147,209744,52858032
115,01,110,信義區,17高壓電動車,*,6613,307800
115,01,110,信義區,18特高壓電力,*,7895,2977600
115,01,110,信義區,19高＆特高壓電力小計,**,224252,56143432
115,01,110,信義區,20電力小計,**,225106,56292329
115,01,110,信義區,21綜合＆電力小計,**,280255,64523036
115,01,110,信義區,22電燈＆綜合＆電力小計,**,300748,114480041
115,01,110,信義區,23臨時電燈,12,0,9429
115,01,110,信義區,24臨時電力,44,3592,460548
115,01,110,信義區,25臨時用電小計,**,3592,469977
115,01,110,信義區,26總計（含臨時用電）,**,300748,114950018
115,01,110,信義區,27表燈合計,**,20493,49966434
115,01,110,信義區,28綜合＆電力合計,**,280255,64983584
115,01,111,士林區,1表燈非營業用,109251,2261,35918715
115,01,111,士林區,2表燈營業用,9409,23897,15051268
115,01,111,士林區,3表燈小計,**,26158,50969983
115,01,111,士林區,4低壓綜合裝置非營業用,*,0,0
115,01,111,士林區,5低壓綜合需量非營業用,740,24664,3213361
115,01,111,士林區,6低壓電動車非營業用,*,0,0
115,01,111,士林區,7低壓綜合非營業用電小計,**,24664,3213361
115,01,111,士林區,8低壓綜合裝置營業用,*,47,4229
115,01,111,士林區,9低壓綜合需量營業用,693,25349,4239609
115,01,111,士林區,10低壓電動車營業用,18,1812,147000
115,01,111,士林區,11低壓綜合營業用電小計,**,27208,4390838
115,01,111,士林區,12低壓綜合用電小計,**,51872,7604199
115,01,111,士林區,13低壓裝置電力,89,1202,101556
115,01,111,士林區,14低壓需量電力,121,7214,826456
115,01,111,士林區,15低壓電力小計,**,8416,928012
115,01,111,士林區,16高壓電力,147,97013,21290306
115,01,111,士林區,17高壓電動車,*,1600,146600
115,01,111,士林區,18特高壓電力,*,0,0
115,01,111,士林區,19高＆特高壓電力小計,**,98613,21436906
115,01,111,士林區,20電力小計,**,107029,22364918
115,01,111,士林區,21綜合＆電力小計,**,158901,29969117
115,01,111,士林區,22電燈＆綜合＆電力小計,**,185059,80939100
115,01,111,士林區,23臨時電燈,49,0,42815
115,01,111,士林區,24臨時電力,77,5580,368372
115,01,111,士林區,25臨時用電小計,**,5580,411187
115,01,111,士林區,26總計（含臨時用電）,**,185059,81350287
115,01,111,士林區,27表燈合計,**,26158,51012798
115,01,111,士林區,28綜合＆電力合計,**,158901,30337489
115,01,112,北投區,1表燈非營業用,99495,1849,14496348
115,01,112,北投區,2表燈營業用,5814,14946,5707871
115,01,112,北投區,3表燈小計,**,16795,20204219
115,01,112,北投區,4低壓綜合裝置非營業用,*,0,0
115,01,112,北投區,5低壓綜合需量非營業用,813,24924,3185524
115,01,112,北投區,6低壓電動車非營業用,*,49,2240
115,01,112,北投區,7低壓綜合非營業用電小計,**,24973,3187764
115,01,112,北投區,8低壓綜合裝置營業用,*,70,7740
115,01,112,北投區,9低壓綜合需量營業用,414,20121,3815682
115,01,112,北投區,10低壓電動車營業用,22,1893,115800
115,01,112,北投區,11低壓綜合營業用電小計,**,22084,3939222
115,01,112,北投區,12低壓綜合用電小計,**,47057,7126986
115,01,112,北投區,13低壓裝置電力,53,664,64384
115,01,112,北投區,14低壓需量電力,90,5221,722835
115,01,112,北投區,15低壓電力小計,**,5885,787219
115,01,112,北投區,16高壓電力,121,102773,28431013
115,01,112,北投區,17高壓電動車,*,5370,600100
115,01,112,北投區,18特高壓電力,*,9670,3850265
115,01,112,北投區,19高＆特高壓電力小計,**,117813,32881378
115,01,112,北投區,20電力小計,**,123698,33668597
115,01,112,北投區,21綜合＆電力小計,**,170755,40795583
115,01,112,北投區,22電燈＆綜合＆電力小計,**,187550,60999802
115,01,112,北投區,23臨時電燈,52,0,33679
115,01,112,北投區,24臨時電力,93,6041,676387
115,01,112,北投區,25臨時用電小計,**,6041,710066
115,01,112,北投區,26總計（含臨時用電）,**,187550,61709868
115,01,112,北投區,27表燈合計,**,16795,20237898
115,01,112,北投區,28綜合＆電力合計,**,170755,41471970
115,01,114,內湖區,1表燈非營業用,108487,1433,33580933
115,01,114,內湖區,2表燈營業用,14085,30893,34684466
115,01,114,內湖區,3表燈小計,**,32326,68265399
115,01,114,內湖區,4低壓綜合裝置非營業用,*,0,0
115,01,114,內湖區,5低壓綜合需量非營業用,1283,50142,7160300
115,01,114,內湖區,6低壓電動車非營業用,*,28,170
115,01,114,內湖區,7低壓綜合非營業用電小計,**,50170,7160470
115,01,114,內湖區,8低壓綜合裝置營業用,*,0,0
115,01,114,內湖區,9低壓綜合需量營業用,1981,118973,20890729
115,01,114,內湖區,10低壓電動車營業用,20,4344,356720
115,01,114,內湖區,11低壓綜合營業用電小計,**,123317,21247449
115,01,114,內湖區,12低壓綜合用電小計,**,173487,28407919
115,01,114,內湖區,13低壓裝置電力,17,159,8986
115,01,114,內湖區,14低壓需量電力,302,13685,2094666
115,01,114,內湖區,15低壓電力小計,**,13844,2103652
115,01,114,內湖區,16高壓電力,171,153554,45604278
115,01,114,內湖區,17高壓電動車,*,4415,584820
115,01,114,內湖區,18特高壓電力,*,10050,3968600
115,01,114,內湖區,19高＆特高壓電力小計,**,168019,50157698
115,01,114,內湖區,20電力小計,**,181863,52261350
115,01,114,內湖區,21綜合＆電力小計,**,355350,80669269
115,01,114,內湖區,22電燈＆綜合＆電力小計,**,387676,148934668
115,01,114,內湖區,23臨時電燈,16,0,9664
115,01,114,內湖區,24臨時電力,74,4874,432911
115,01,114,內湖區,25臨時用電小計,**,4874,442575
115,01,114,內湖區,26總計（含臨時用電）,**,387676,149377243
115,01,114,內湖區,27表燈合計,**,32326,68275063
115,01,114,內湖區,28綜合＆電力合計,**,355350,81102180
115,01,115,南港區,1表燈非營業用,49224,317,19185791
115,01,115,南港區,2表燈營業用,4686,9073,9341688
115,01,115,南港區,3表燈小計,**,9390,28527479
115,01,115,南港區,4低壓綜合裝置非營業用,*,0,0
115,01,115,南港區,5低壓綜合需量非營業用,452,18878,2340974
115,01,115,南港區,6低壓電動車非營業用,*,30,463
115,01,115,南港區,7低壓綜合非營業用電小計,**,18908,2341437
115,01,115,南港區,8低壓綜合裝置營業用,*,0,0
115,01,115,南港區,9低壓綜合需量營業用,327,18383,2627093
115,01,115,南港區,10低壓電動車營業用,15,2360,133400
115,01,115,南港區,11低壓綜合營業用電小計,**,20743,2760493
115,01,115,南港區,12低壓綜合用電小計,**,39651,5101930
115,01,115,南港區,13低壓裝置電力,12,179,9863
115,01,115,南港區,14低壓需量電力,116,3097,298188
115,01,115,南港區,15低壓電力小計,**,3276,308051
115,01,115,南港區,16高壓電力,110,149578,38988179
115,01,115,南港區,17高壓電動車,*,3110,360360
115,01,115,南港區,18特高壓電力,*,37991,13334019
115,01,115,南港區,19高＆特高壓電力小計,**,190679,52682558
115,01,115,南港區,20電力小計,**,193955,52990609
115,01,115,南港區,21綜合＆電力小計,**,233606,58092539
115,01,115,南港區,22電燈＆綜合＆電力小計,**,242996,86620018
115,01,115,南港區,23臨時電燈,*,0,2
115,01,115,南港區,24臨時電力,51,5400,708415
115,01,115,南港區,25臨時用電小計,**,5400,708417
115,01,115,南港區,26總計（含臨時用電）,**,242996,87328435
115,01,115,南港區,27表燈合計,**,9390,28527481
115,01,115,南港區,28綜合＆電力合計,**,233606,58800954
115,01,116,文山區,1表燈非營業用,106616,559,32673875
115,01,116,文山區,2表燈營業用,4959,13079,6806184
115,01,116,文山區,3表燈小計,**,13638,39480059
115,01,116,文山區,4低壓綜合裝置非營業用,*,0,0
115,01,116,文山區,5低壓綜合需量非營業用,958,29364,3649502
115,01,116,文山區,6低壓電動車非營業用,*,49,0
115,01,116,文山區,7低壓綜合非營業用電小計,**,29413,3649502
115,01,116,文山區,8低壓綜合裝置營業用,*,74,5110
115,01,116,文山區,9低壓綜合需量營業用,290,9962,2087661
115,01,116,文山區,10低壓電動車營業用,*,1852,244760
115,01,116,文山區,11低壓綜合營業用電小計,**,11888,2337531
115,01,116,文山區,12低壓綜合用電小計,**,41301,5987033
115,01,116,文山區,13低壓裝置電力,19,215,33223
115,01,116,文山區,14低壓需量電力,27,1086,189032
115,01,116,文山區,15低壓電力小計,**,1301,222255
115,01,116,文山區,16高壓電力,97,45098,8570208
115,01,116,文山區,17高壓電動車,*,3850,481680
115,01,116,文山區,18特高壓電力,*,24490,7787133
115,01,116,文山區,19高＆特高壓電力小計,**,73438,16839021
115,01,116,文山區,20電力小計,**,74739,17061276
115,01,116,文山區,21綜合＆電力小計,**,116040,23048309
115,01,116,文山區,22電燈＆綜合＆電力小計,**,129678,62528368
115,01,116,文山區,23臨時電燈,16,0,6987
115,01,116,文山區,24臨時電力,37,2018,246145
115,01,116,文山區,25臨時用電小計,**,2018,253132
115,01,116,文山區,26總計（含臨時用電）,**,129678,62781500
115,01,116,文山區,27表燈合計,**,13638,39487046
115,01,116,文山區,28綜合＆電力合計,**,116040,23294454
115,01,200,仁愛區,1表燈非營業用,23527,516,4758565
115,01,200,仁愛區,2表燈營業用,3181,6233,3087522
115,01,200,仁愛區,3表燈小計,**,6749,7846087
115,01,200,仁愛區,4低壓綜合裝置非營業用,*,0,0
115,01,200,仁愛區,5低壓綜合需量非營業用,139,3738,372622
115,01,200,仁愛區,6低壓電動車非營業用,*,0,0
115,01,200,仁愛區,7低壓綜合非營業用電小計,**,3738,372622
115,01,200,仁愛區,8低壓綜合裝置營業用,*,86,6903
115,01,200,仁愛區,9低壓綜合需量營業用,253,7392,1282528
115,01,200,仁愛區,10低壓電動車營業用,*,0,0
115,01,200,仁愛區,11低壓綜合營業用電小計,**,7478,1289431
115,01,200,仁愛區,12低壓綜合用電小計,**,11216,1662053
115,01,200,仁愛區,13低壓裝置電力,52,462,32367
115,01,200,仁愛區,14低壓需量電力,16,534,137273
115,01,200,仁愛區,15低壓電力小計,**,996,169640
115,01,200,仁愛區,16高壓電力,26,8601,1420095
115,01,200,仁愛區,17高壓電動車,*,0,0
115,01,200,仁愛區,18特高壓電力,*,0,0
115,01,200,仁愛區,19高＆特高壓電力小計,**,8601,1420095
115,01,200,仁愛區,20電力小計,**,9597,1589735
115,01,200,仁愛區,21綜合＆電力小計,**,20813,3251788
115,01,200,仁愛區,22電燈＆綜合＆電力小計,**,27562,11097875
115,01,200,仁愛區,23臨時電燈,11,0,1425
115,01,200,仁愛區,24臨時電力,*,78,3058
115,01,200,仁愛區,25臨時用電小計,**,78,4483
115,01,200,仁愛區,26總計（含臨時用電）,**,27562,11102358
115,01,200,仁愛區,27表燈合計,**,6749,7847512
115,01,200,仁愛區,28綜合＆電力合計,**,20813,3254846
115,01,201,信義區,1表燈非營業用,27543,355,13883495
115,01,201,信義區,2表燈營業用,1220,2888,2266513
115,01,201,信義區,3表燈小計,**,3243,16150008
115,01,201,信義區,4低壓綜合裝置非營業用,*,0,0
115,01,201,信義區,5低壓綜合需量非營業用,155,6289,949549
115,01,201,信義區,6低壓電動車非營業用,*,0,0
115,01,201,信義區,7低壓綜合非營業用電小計,**,6289,949549
115,01,201,信義區,8低壓綜合裝置營業用,*,68,10360
115,01,201,信義區,9低壓綜合需量營業用,48,2869,464975
115,01,201,信義區,10低壓電動車營業用,*,0,0
115,01,201,信義區,11低壓綜合營業用電小計,**,2937,475335
115,01,201,信義區,12低壓綜合用電小計,**,9226,1424884
115,01,201,信義區,13低壓裝置電力,6,117,28614
115,01,201,信義區,14低壓需量電力,30,1311,230355
115,01,201,信義區,15低壓電力小計,**,1428,258969
115,01,201,信義區,16高壓電力,32,11746,2296953
115,01,201,信義區,17高壓電動車,*,0,0
115,01,201,信義區,18特高壓電力,*,0,0
115,01,201,信義區,19高＆特高壓電力小計,**,11746,2296953
115,01,201,信義區,20電力小計,**,13174,2555922
115,01,201,信義區,21綜合＆電力小計,**,22400,3980806
115,01,201,信義區,22電燈＆綜合＆電力小計,**,25643,20130814
115,01,201,信義區,23臨時電燈,12,0,4237
115,01,201,信義區,24臨時電力,*,110,3160
115,01,201,信義區,25臨時用電小計,**,110,7397
115,01,201,信義區,26總計（含臨時用電）,**,25643,20138211
115,01,201,信義區,27表燈合計,**,3243,16154245
115,01,201,信義區,28綜合＆電力合計,**,22400,3983966
115,01,202,中正區,1表燈非營業用,33190,470,14635927
115,01,202,中正區,2表燈營業用,2133,4357,3396350
115,01,202,中正區,3表燈小計,**,4827,18032277
115,01,202,中正區,4低壓綜合裝置非營業用,*,0,0
115,01,202,中正區,5低壓綜合需量非營業用,250,10129,1348978
115,01,202,中正區,6低壓電動車非營業用,*,29,2400
115,01,202,中正區,7低壓綜合非營業用電小計,**,10158,1351378
115,01,202,中正區,8低壓綜合裝置營業用,*,0,0
115,01,202,中正區,9低壓綜合需量營業用,88,3019,576364
115,01,202,中正區,10低壓電動車營業用,*,0,0
115,01,202,中正區,11低壓綜合營業用電小計,**,3019,576364
115,01,202,中正區,12低壓綜合用電小計,**,13177,1927742
115,01,202,中正區,13低壓裝置電力,28,242,15180
115,01,202,中正區,14低壓需量電力,37,1272,219175
115,01,202,中正區,15低壓電力小計,**,1514,234355
115,01,202,中正區,16高壓電力,36,19873,4882746
115,01,202,中正區,17高壓電動車,*,1980,100600
115,01,202,中正區,18特高壓電力,*,4500,836259
115,01,202,中正區,19高＆特高壓電力小計,**,26353,5819605
115,01,202,中正區,20電力小計,**,27867,6053960
115,01,202,中正區,21綜合＆電力小計,**,41044,7981702
115,01,202,中正區,22電燈＆綜合＆電力小計,**,45871,26013979
115,01,202,中正區,23臨時電燈,12,0,1236
115,01,202,中正區,24臨時電力,11,347,14200
115,01,202,中正區,25臨時用電小計,**,347,15436
115,01,202,中正區,26總計（含臨時用電）,**,45871,26029415
115,01,202,中正區,27表燈合計,**,4827,18033513
115,01,202,中正區,28綜合＆電力合計,**,41044,7995902
115,01,203,中山區,1表燈非營業用,24501,121,237672
115,01,203,中山區,2表燈營業用,1158,2110,743114
115,01,203,中山區,3表燈小計,**,2231,980786
115,01,203,中山區,4低壓綜合裝置非營業用,*,0,0
115,01,203,中山區,5低壓綜合需量非營業用,113,3799,488902
115,01,203,中山區,6低壓電動車非營業用,*,0,0
115,01,203,中山區,7低壓綜合非營業用電小計,**,3799,488902
115,01,203,中山區,8低壓綜合裝置營業用,*,0,0
115,01,203,中山區,9低壓綜合需量營業用,29,809,147453
115,01,203,中山區,10低壓電動車營業用,*,0,0
115,01,203,中山區,11低壓綜合營業用電小計,**,809,147453
115,01,203,中山區,12低壓綜合用電小計,**,4608,636355
115,01,203,中山區,13低壓裝置電力,12,188,40114
115,01,203,中山區,14低壓需量電力,15,337,84325
115,01,203,中山區,15低壓電力小計,**,525,124439
115,01,203,中山區,16高壓電力,36,16709,3486392
115,01,203,中山區,17高壓電動車,*,720,78200
115,01,203,中山區,18特高壓電力,*,0,0
115,01,203,中山區,19高＆特高壓電力小計,**,17429,3564592
115,01,203,中山區,20電力小計,**,17954,3689031
115,01,203,中山區,21綜合＆電力小計,**,22562,4325386
115,01,203,中山區,22電燈＆綜合＆電力小計,**,24793,5306172
115,01,203,中山區,23臨時電燈,10,0,0
115,01,203,中山區,24臨時電力,*,249,19680
115,01,203,中山區,25臨時用電小計,**,249,19680
115,01,203,中山區,26總計（含臨時用電）,**,24793,5325852
115,01,203,中山區,27表燈合計,**,2231,980786
115,01,203,中山區,28綜合＆電力合計,**,22562,4345066
115,01,204,安樂區,1表燈非營業用,40989,186,467282
115,01,204,安樂區,2表燈營業用,1353,3352,1129650
115,01,204,安樂區,3表燈小計,**,3538,1596932
115,01,204,安樂區,4低壓綜合裝置非營業用,*,0,0
115,01,204,安樂區,5低壓綜合需量非營業用,294,8148,931334
115,01,204,安樂區,6低壓電動車非營業用,*,0,0
115,01,204,安樂區,7低壓綜合非營業用電小計,**,8148,931334
115,01,204,安樂區,8低壓綜合裝置營業用,*,0,0
115,01,204,安樂區,9低壓綜合需量營業用,78,3564,809275
115,01,204,安樂區,10低壓電動車營業用,*,21,0
115,01,204,安樂區,11低壓綜合營業用電小計,**,3585,809275
115,01,204,安樂區,12低壓綜合用電小計,**,11733,1740609
115,01,204,安樂區,13低壓裝置電力,8,60,11647
115,01,204,安樂區,14低壓需量電力,65,4011,600482
115,01,204,安樂區,15低壓電力小計,**,4071,612129
115,01,204,安樂區,16高壓電力,47,23572,7214908
115,01,204,安樂區,17高壓電動車,*,800,125700
115,01,204,安樂區,18特高壓電力,*,0,0
115,01,204,安樂區,19高＆特高壓電力小計,**,24372,7340608
115,01,204,安樂區,20電力小計,**,28443,7952737
115,01,204,安樂區,21綜合＆電力小計,**,40176,9693346
115,01,204,安樂區,22電燈＆綜合＆電力小計,**,43714,11290278
115,01,204,安樂區,23臨時電燈,7,0,0
115,01,204,安樂區,24臨時電力,9,441,23600
115,01,204,安樂區,25臨時用電小計,**,441,23600
115,01,204,安樂區,26總計（含臨時用電）,**,43714,11313878
115,01,204,安樂區,27表燈合計,**,3538,1596932
115,01,204,安樂區,28綜合＆電力合計,**,40176,9716946
115,01,205,暖暖區,1表燈非營業用,19493,58,4693737
115,01,205,暖暖區,2表燈營業用,797,1822,958633
115,01,205,暖暖區,3表燈小計,**,1880,5652370
