年度,月份,郵遞區號,行政區,項目,用戶數(戶),契約容量(kW),售電度數(度)
115,01,843,美濃,18特高壓電力,*,0,0
115,01,843,美濃,19高＆特高壓電力小計,**,5776,1223356
115,01,843,美濃,20電力小計,**,15195,2359702
115,01,843,美濃,21綜合＆電力小計,**,17920,2715968
115,01,843,美濃,22電燈＆綜合＆電力小計,**,18892,8743569
115,01,843,美濃,23臨時電燈,16,0,1665
115,01,843,美濃,24臨時電力,*,0,0
115,01,843,美濃,25臨時用電小計,**,0,1665
115,01,843,美濃,26總計（含臨時用電）,**,18892,8745234
115,01,843,美濃,27表燈合計,**,972,6029266
115,01,843,美濃,28綜合＆電力合計,**,17920,2715968
115,01,844,六龜,1表燈非營業用,8437,16,2082231
115,01,844,六龜,2表燈營業用,456,334,540900
115,01,844,六龜,3表燈小計,**,350,2623131
115,01,844,六龜,4低壓綜合裝置非營業用,*,0,0
115,01,844,六龜,5低壓綜合需量非營業用,16,928,77384
115,01,844,六龜,6低壓電動車非營業用,*,0,0
115,01,844,六龜,7低壓綜合非營業用電小計,**,928,77384
115,01,844,六龜,8低壓綜合裝置營業用,*,0,0
115,01,844,六龜,9低壓綜合需量營業用,14,523,154181
115,01,844,六龜,10低壓電動車營業用,*,0,0
115,01,844,六龜,11低壓綜合營業用電小計,**,523,154181
115,01,844,六龜,12低壓綜合用電小計,**,1451,231565
115,01,844,六龜,13低壓裝置電力,52,521,23650
115,01,844,六龜,14低壓需量電力,33,895,88987
115,01,844,六龜,15低壓電力小計,**,1416,112637
115,01,844,六龜,16高壓電力,*,780,136800
115,01,844,六龜,17高壓電動車,*,0,0
115,01,844,六龜,18特高壓電力,*,0,0
115,01,844,六龜,19高＆特高壓電力小計,*,780,136800
115,01,844,六龜,20電力小計,**,2196,249437
115,01,844,六龜,21綜合＆電力小計,**,3647,481002
115,01,844,六龜,22電燈＆綜合＆電力小計,**,3997,3104133
115,01,844,六龜,23臨時電燈,*,0,0
115,01,844,六龜,24臨時電力,*,149,19840
115,01,844,六龜,25臨時用電小計,**,149,19840
115,01,844,六龜,26總計（含臨時用電）,**,3997,3123973
115,01,844,六龜,27表燈合計,**,350,2623131
115,01,844,六龜,28綜合＆電力合計,**,3647,500842
115,01,845,內門,1表燈非營業用,8359,191,983893
115,01,845,內門,2表燈營業用,219,231,136947
115,01,845,內門,3表燈小計,**,422,1120840
115,01,845,內門,4低壓綜合裝置非營業用,*,0,0
115,01,845,內門,5低壓綜合需量非營業用,10,439,30633
115,01,845,內門,6低壓電動車非營業用,*,0,0
115,01,845,內門,7低壓綜合非營業用電小計,**,439,30633
115,01,845,內門,8低壓綜合裝置營業用,*,0,0
115,01,845,內門,9低壓綜合需量營業用,9,295,60491
115,01,845,內門,10低壓電動車營業用,*,0,0
115,01,845,內門,11低壓綜合營業用電小計,**,295,60491
115,01,845,內門,12低壓綜合用電小計,**,734,91124
115,01,845,內門,13低壓裝置電力,50,438,61551
115,01,845,內門,14低壓需量電力,58,907,161874
115,01,845,內門,15低壓電力小計,**,1345,223425
115,01,845,內門,16高壓電力,7,2648,572004
115,01,845,內門,17高壓電動車,*,0,0
115,01,845,內門,18特高壓電力,*,0,0
115,01,845,內門,19高＆特高壓電力小計,**,2648,572004
115,01,845,內門,20電力小計,**,3993,795429
115,01,845,內門,21綜合＆電力小計,**,4727,886553
115,01,845,內門,22電燈＆綜合＆電力小計,**,5149,2007393
115,01,845,內門,23臨時電燈,*,0,0
115,01,845,內門,24臨時電力,*,30,13200
115,01,845,內門,25臨時用電小計,*,30,13200
115,01,845,內門,26總計（含臨時用電）,**,5149,2020593
115,01,845,內門,27表燈合計,**,422,1120840
115,01,845,內門,28綜合＆電力合計,**,4727,899753
115,01,846,杉林,1表燈非營業用,7662,0,1411253
115,01,846,杉林,2表燈營業用,159,150,134129
115,01,846,杉林,3表燈小計,**,150,1545382
115,01,846,杉林,4低壓綜合裝置非營業用,*,0,0
115,01,846,杉林,5低壓綜合需量非營業用,10,410,83400
115,01,846,杉林,6低壓電動車非營業用,*,0,0
115,01,846,杉林,7低壓綜合非營業用電小計,**,410,83400
115,01,846,杉林,8低壓綜合裝置營業用,*,0,0
115,01,846,杉林,9低壓綜合需量營業用,*,203,61141
115,01,846,杉林,10低壓電動車營業用,*,0,0
115,01,846,杉林,11低壓綜合營業用電小計,*,203,61141
115,01,846,杉林,12低壓綜合用電小計,**,613,144541
115,01,846,杉林,13低壓裝置電力,28,305,35971
115,01,846,杉林,14低壓需量電力,23,382,44243
115,01,846,杉林,15低壓電力小計,**,687,80214
115,01,846,杉林,16高壓電力,*,310,59760
115,01,846,杉林,17高壓電動車,*,0,0
115,01,846,杉林,18特高壓電力,*,0,0
115,01,846,杉林,19高＆特高壓電力小計,*,310,59760
115,01,846,杉林,20電力小計,**,997,139974
115,01,846,杉林,21綜合＆電力小計,**,1610,284515
115,01,846,杉林,22電燈＆綜合＆電力小計,**,1760,1829897
115,01,846,杉林,23臨時電燈,*,0,0
115,01,846,杉林,24臨時電力,*,0,0
115,01,846,杉林,25臨時用電小計,*,0,0
115,01,846,杉林,26總計（含臨時用電）,**,1760,1829897
115,01,846,杉林,27表燈合計,**,150,1545382
115,01,846,杉林,28綜合＆電力合計,**,1610,284515
115,01,847,甲仙,1表燈非營業用,3774,0,492056
115,01,847,甲仙,2表燈營業用,202,187,221739
115,01,847,甲仙,3表燈小計,**,187,713795
115,01,847,甲仙,4低壓綜合裝置非營業用,*,0,0
115,01,847,甲仙,5低壓綜合需量非營業用,8,350,22275
115,01,847,甲仙,6低壓電動車非營業用,*,0,0
115,01,847,甲仙,7低壓綜合非營業用電小計,**,350,22275
115,01,847,甲仙,8低壓綜合裝置營業用,*,0,0
115,01,847,甲仙,9低壓綜合需量營業用,8,192,38581
115,01,847,甲仙,10低壓電動車營業用,*,0,0
115,01,847,甲仙,11低壓綜合營業用電小計,**,192,38581
115,01,847,甲仙,12低壓綜合用電小計,**,542,60856
115,01,847,甲仙,13低壓裝置電力,23,124,6376
115,01,847,甲仙,14低壓需量電力,17,400,53774
115,01,847,甲仙,15低壓電力小計,**,524,60150
115,01,847,甲仙,16高壓電力,*,700,47600
115,01,847,甲仙,17高壓電動車,*,0,0
115,01,847,甲仙,18特高壓電力,*,0,0
115,01,847,甲仙,19高＆特高壓電力小計,*,700,47600
115,01,847,甲仙,20電力小計,**,1224,107750
115,01,847,甲仙,21綜合＆電力小計,**,1766,168606
115,01,847,甲仙,22電燈＆綜合＆電力小計,**,1953,882401
115,01,847,甲仙,23臨時電燈,*,0,0
115,01,847,甲仙,24臨時電力,*,0,0
115,01,847,甲仙,25臨時用電小計,*,0,0
115,01,847,甲仙,26總計（含臨時用電）,**,1953,882401
115,01,847,甲仙,27表燈合計,**,187,713795
115,01,847,甲仙,28綜合＆電力合計,**,1766,168606
115,01,848,桃源,1表燈非營業用,1823,0,137879
115,01,848,桃源,2表燈營業用,101,160,82696
115,01,848,桃源,3表燈小計,**,160,220575
115,01,848,桃源,4低壓綜合裝置非營業用,*,0,0
115,01,848,桃源,5低壓綜合需量非營業用,10,293,14613
115,01,848,桃源,6低壓電動車非營業用,*,0,0
115,01,848,桃源,7低壓綜合非營業用電小計,**,293,14613
115,01,848,桃源,8低壓綜合裝置營業用,*,0,0
115,01,848,桃源,9低壓綜合需量營業用,*,40,6680
115,01,848,桃源,10低壓電動車營業用,*,0,0
115,01,848,桃源,11低壓綜合營業用電小計,*,40,6680
115,01,848,桃源,12低壓綜合用電小計,**,333,21293
115,01,848,桃源,13低壓裝置電力,*,13,156
115,01,848,桃源,14低壓需量電力,*,45,3109
115,01,848,桃源,15低壓電力小計,**,58,3265
115,01,848,桃源,16高壓電力,*,0,0
115,01,848,桃源,17高壓電動車,*,0,0
115,01,848,桃源,18特高壓電力,*,0,0
115,01,848,桃源,19高＆特高壓電力小計,*,0,0
115,01,848,桃源,20電力小計,**,58,3265
115,01,848,桃源,21綜合＆電力小計,**,391,24558
115,01,848,桃源,22電燈＆綜合＆電力小計,**,551,245133
115,01,848,桃源,23臨時電燈,*,0,0
115,01,848,桃源,24臨時電力,*,0,0
115,01,848,桃源,25臨時用電小計,*,0,0
115,01,848,桃源,26總計（含臨時用電）,**,551,245133
115,01,848,桃源,27表燈合計,**,160,220575
115,01,848,桃源,28綜合＆電力合計,**,391,24558
115,01,849,那瑪夏區,1表燈非營業用,1393,0,548994
115,01,849,那瑪夏區,2表燈營業用,32,83,46634
115,01,849,那瑪夏區,3表燈小計,**,83,595628
115,01,849,那瑪夏區,4低壓綜合裝置非營業用,*,0,0
115,01,849,那瑪夏區,5低壓綜合需量非營業用,*,99,13480
115,01,849,那瑪夏區,6低壓電動車非營業用,*,0,0
115,01,849,那瑪夏區,7低壓綜合非營業用電小計,*,99,13480
115,01,849,那瑪夏區,8低壓綜合裝置營業用,*,0,0
115,01,849,那瑪夏區,9低壓綜合需量營業用,*,0,0
115,01,849,那瑪夏區,10低壓電動車營業用,*,0,0
115,01,849,那瑪夏區,11低壓綜合營業用電小計,*,0,0
115,01,849,那瑪夏區,12低壓綜合用電小計,*,99,13480
115,01,849,那瑪夏區,13低壓裝置電力,*,0,0
115,01,849,那瑪夏區,14低壓需量電力,*,3,1
115,01,849,那瑪夏區,15低壓電力小計,*,3,1
115,01,849,那瑪夏區,16高壓電力,*,0,0
115,01,849,那瑪夏區,17高壓電動車,*,0,0
115,01,849,那瑪夏區,18特高壓電力,*,0,0
115,01,849,那瑪夏區,19高＆特高壓電力小計,*,0,0
115,01,849,那瑪夏區,20電力小計,*,3,1
115,01,849,那瑪夏區,21綜合＆電力小計,*,102,13481
115,01,849,那瑪夏區,22電燈＆綜合＆電力小計,**,185,609109
115,01,849,那瑪夏區,23臨時電燈,*,0,0
115,01,849,那瑪夏區,24臨時電力,*,0,0
115,01,849,那瑪夏區,25臨時用電小計,*,0,0
115,01,849,那瑪夏區,26總計（含臨時用電）,**,185,609109
115,01,849,那瑪夏區,27表燈合計,**,83,595628
115,01,849,那瑪夏區,28綜合＆電力合計,*,102,13481
115,01,851,茂林,1表燈非營業用,714,0,351459
115,01,851,茂林,2表燈營業用,40,109,54495
115,01,851,茂林,3表燈小計,**,109,405954
115,01,851,茂林,4低壓綜合裝置非營業用,*,0,0
115,01,851,茂林,5低壓綜合需量非營業用,6,228,7292
115,01,851,茂林,6低壓電動車非營業用,*,0,0
115,01,851,茂林,7低壓綜合非營業用電小計,**,228,7292
115,01,851,茂林,8低壓綜合裝置營業用,*,0,0
115,01,851,茂林,9低壓綜合需量營業用,*,250,800
115,01,851,茂林,10低壓電動車營業用,*,0,0
115,01,851,茂林,11低壓綜合營業用電小計,*,250,800
115,01,851,茂林,12低壓綜合用電小計,**,478,8092
115,01,851,茂林,13低壓裝置電力,7,9,4200
115,01,851,茂林,14低壓需量電力,7,72,18540
115,01,851,茂林,15低壓電力小計,**,81,22740
115,01,851,茂林,16高壓電力,*,0,0
115,01,851,茂林,17高壓電動車,*,0,0
115,01,851,茂林,18特高壓電力,*,0,0
115,01,851,茂林,19高＆特高壓電力小計,*,0,0
115,01,851,茂林,20電力小計,**,81,22740
115,01,851,茂林,21綜合＆電力小計,**,559,30832
115,01,851,茂林,22電燈＆綜合＆電力小計,**,668,436786
115,01,851,茂林,23臨時電燈,*,0,0
115,01,851,茂林,24臨時電力,*,0,0
115,01,851,茂林,25臨時用電小計,*,0,0
115,01,851,茂林,26總計（含臨時用電）,**,668,436786
115,01,851,茂林,27表燈合計,**,109,405954
115,01,851,茂林,28綜合＆電力合計,**,559,30832
115,01,852,茄萣,1表燈非營業用,17340,30,3735013
115,01,852,茄萣,2表燈營業用,1025,1056,803693
115,01,852,茄萣,3表燈小計,**,1086,4538706
115,01,852,茄萣,4低壓綜合裝置非營業用,*,0,0
115,01,852,茄萣,5低壓綜合需量非營業用,16,788,65764
115,01,852,茄萣,6低壓電動車非營業用,*,0,0
115,01,852,茄萣,7低壓綜合非營業用電小計,**,788,65764
115,01,852,茄萣,8低壓綜合裝置營業用,*,0,0
115,01,852,茄萣,9低壓綜合需量營業用,40,1592,282982
115,01,852,茄萣,10低壓電動車營業用,*,519,5040
115,01,852,茄萣,11低壓綜合營業用電小計,**,2111,288022
115,01,852,茄萣,12低壓綜合用電小計,**,2899,353786
115,01,852,茄萣,13低壓裝置電力,440,2982,373974
115,01,852,茄萣,14低壓需量電力,195,4201,726322
115,01,852,茄萣,15低壓電力小計,**,7183,1100296
115,01,852,茄萣,16高壓電力,24,11790,2642149
115,01,852,茄萣,17高壓電動車,*,0,0
115,01,852,茄萣,18特高壓電力,*,0,0
115,01,852,茄萣,19高＆特高壓電力小計,**,11790,2642149
115,01,852,茄萣,20電力小計,**,18973,3742445
115,01,852,茄萣,21綜合＆電力小計,**,21872,4096231
115,01,852,茄萣,22電燈＆綜合＆電力小計,**,22958,8634937
115,01,852,茄萣,23臨時電燈,19,0,2974
115,01,852,茄萣,24臨時電力,*,312,24400
115,01,852,茄萣,25臨時用電小計,**,312,27374
115,01,852,茄萣,26總計（含臨時用電）,**,22958,8662311
115,01,852,茄萣,27表燈合計,**,1086,4541680
115,01,852,茄萣,28綜合＆電力合計,**,21872,4120631
115,01,880,馬公,1表燈非營業用,34758,606,13547899
115,01,880,馬公,2表燈營業用,4305,3806,4334277
115,01,880,馬公,3表燈小計,**,4412,17882176
115,01,880,馬公,4低壓綜合裝置非營業用,*,0,0
115,01,880,馬公,5低壓綜合需量非營業用,139,7447,876276
115,01,880,馬公,6低壓電動車非營業用,*,0,0
115,01,880,馬公,7低壓綜合非營業用電小計,**,7447,876276
115,01,880,馬公,8低壓綜合裝置營業用,*,0,0
115,01,880,馬公,9低壓綜合需量營業用,183,8452,1188949
115,01,880,馬公,10低壓電動車營業用,7,853,1600
115,01,880,馬公,11低壓綜合營業用電小計,**,9305,1190549
115,01,880,馬公,12低壓綜合用電小計,**,16752,2066825
115,01,880,馬公,13低壓裝置電力,177,713,123807
115,01,880,馬公,14低壓需量電力,152,2342,476205
115,01,880,馬公,15低壓電力小計,**,3055,600012
115,01,880,馬公,16高壓電力,77,29347,8632012
115,01,880,馬公,17高壓電動車,*,0,0
115,01,880,馬公,18特高壓電力,*,0,0
115,01,880,馬公,19高＆特高壓電力小計,**,29347,8632012
115,01,880,馬公,20電力小計,**,32402,9232024
115,01,880,馬公,21綜合＆電力小計,**,49154,11298849
115,01,880,馬公,22電燈＆綜合＆電力小計,**,53566,29181025
115,01,880,馬公,23臨時電燈,273,0,32517
115,01,880,馬公,24臨時電力,6,88,7847
115,01,880,馬公,25臨時用電小計,**,88,40364
115,01,880,馬公,26總計（含臨時用電）,**,53566,29221389
115,01,880,馬公,27表燈合計,**,4412,17914693
115,01,880,馬公,28綜合＆電力合計,**,49154,11306696
115,01,881,西嶼,1表燈非營業用,3679,483,222853
115,01,881,西嶼,2表燈營業用,182,303,139561
115,01,881,西嶼,3表燈小計,**,786,362414
115,01,881,西嶼,4低壓綜合裝置非營業用,*,0,0
115,01,881,西嶼,5低壓綜合需量非營業用,21,872,100851
115,01,881,西嶼,6低壓電動車非營業用,*,0,0
115,01,881,西嶼,7低壓綜合非營業用電小計,**,872,100851
115,01,881,西嶼,8低壓綜合裝置營業用,*,0,0
115,01,881,西嶼,9低壓綜合需量營業用,*,134,31143
115,01,881,西嶼,10低壓電動車營業用,*,50,120
115,01,881,西嶼,11低壓綜合營業用電小計,**,184,31263
115,01,881,西嶼,12低壓綜合用電小計,**,1056,132114
115,01,881,西嶼,13低壓裝置電力,105,225,41480
115,01,881,西嶼,14低壓需量電力,71,440,89323
115,01,881,西嶼,15低壓電力小計,**,665,130803
115,01,881,西嶼,16高壓電力,*,150,72680
115,01,881,西嶼,17高壓電動車,*,0,0
115,01,881,西嶼,18特高壓電力,*,0,0
115,01,881,西嶼,19高＆特高壓電力小計,*,150,72680
115,01,881,西嶼,20電力小計,**,815,203483
115,01,881,西嶼,21綜合＆電力小計,**,1871,335597
115,01,881,西嶼,22電燈＆綜合＆電力小計,**,2657,698011
115,01,881,西嶼,23臨時電燈,10,0,0
115,01,881,西嶼,24臨時電力,*,0,0
115,01,881,西嶼,25臨時用電小計,**,0,0
115,01,881,西嶼,26總計（含臨時用電）,**,2657,698011
115,01,881,西嶼,27表燈合計,**,786,362414
115,01,881,西嶼,28綜合＆電力合計,**,1871,335597
115,01,882,望安,1表燈非營業用,1072,0,11852
115,01,882,望安,2表燈營業用,46,129,68502
115,01,882,望安,3表燈小計,**,129,80354
115,01,882,望安,4低壓綜合裝置非營業用,*,0,0
115,01,882,望安,5低壓綜合需量非營業用,6,145,6517
115,01,882,望安,6低壓電動車非營業用,*,0,0
115,01,882,望安,7低壓綜合非營業用電小計,**,145,6517
115,01,882,望安,8低壓綜合裝置營業用,*,0,0
115,01,882,望安,9低壓綜合需量營業用,*,30,6200
115,01,882,望安,10低壓電動車營業用,*,0,0
115,01,882,望安,11低壓綜合營業用電小計,*,30,6200
115,01,882,望安,12低壓綜合用電小計,**,175,12717
115,01,882,望安,13低壓裝置電力,7,17,2193
115,01,882,望安,14低壓需量電力,7,171,25935
115,01,882,望安,15低壓電力小計,**,188,28128
115,01,882,望安,16高壓電力,*,290,89120
115,01,882,望安,17高壓電動車,*,0,0
115,01,882,望安,18特高壓電力,*,0,0
115,01,882,望安,19高＆特高壓電力小計,*,290,89120
115,01,882,望安,20電力小計,**,478,117248
115,01,882,望安,21綜合＆電力小計,**,653,129965
115,01,882,望安,22電燈＆綜合＆電力小計,**,782,210319
115,01,882,望安,23臨時電燈,*,0,0
115,01,882,望安,24臨時電力,*,0,0
115,01,882,望安,25臨時用電小計,*,0,0
115,01,882,望安,26總計（含臨時用電）,**,782,210319
115,01,882,望安,27表燈合計,**,129,80354
115,01,882,望安,28綜合＆電力合計,**,653,129965
115,01,883,七美,1表燈非營業用,1309,19,28045
115,01,883,七美,2表燈營業用,83,93,53070
115,01,883,七美,3表燈小計,**,112,81115
115,01,883,七美,4低壓綜合裝置非營業用,*,0,0
115,01,883,七美,5低壓綜合需量非營業用,7,268,18520
115,01,883,七美,6低壓電動車非營業用,*,0,0
115,01,883,七美,7低壓綜合非營業用電小計,**,268,18520
115,01,883,七美,8低壓綜合裝置營業用,*,0,0
115,01,883,七美,9低壓綜合需量營業用,*,59,7489
115,01,883,七美,10低壓電動車營業用,*,0,0
115,01,883,七美,11低壓綜合營業用電小計,*,59,7489
115,01,883,七美,12低壓綜合用電小計,**,327,26009
115,01,883,七美,13低壓裝置電力,15,75,17641
115,01,883,七美,14低壓需量電力,16,176,32235
115,01,883,七美,15低壓電力小計,**,251,49876
115,01,883,七美,16高壓電力,*,220,72320
115,01,883,七美,17高壓電動車,*,0,0
115,01,883,七美,18特高壓電力,*,0,0
115,01,883,七美,19高＆特高壓電力小計,*,220,72320
115,01,883,七美,20電力小計,**,471,122196
115,01,883,七美,21綜合＆電力小計,**,798,148205
115,01,883,七美,22電燈＆綜合＆電力小計,**,910,229320
115,01,883,七美,23臨時電燈,*,0,0
115,01,883,七美,24臨時電力,*,0,0
115,01,883,七美,25臨時用電小計,*,0,0
115,01,883,七美,26總計（含臨時用電）,**,910,229320
115,01,883,七美,27表燈合計,**,112,81115
115,01,883,七美,28綜合＆電力合計,**,798,148205
115,01,884,白沙,1表燈非營業用,4101,134,95517
115,01,884,白沙,2表燈營業用,270,228,121874
115,01,884,白沙,3表燈小計,**,362,217391
115,01,884,白沙,4低壓綜合裝置非營業用,*,0,0
115,01,884,白沙,5低壓綜合需量非營業用,23,754,54448
115,01,884,白沙,6低壓電動車非營業用,*,0,0
115,01,884,白沙,7低壓綜合非營業用電小計,**,754,54448
115,01,884,白沙,8低壓綜合裝置營業用,*,0,0
115,01,884,白沙,9低壓綜合需量營業用,11,290,44881
115,01,884,白沙,10低壓電動車營業用,*,0,0
115,01,884,白沙,11低壓綜合營業用電小計,**,290,44881
115,01,884,白沙,12低壓綜合用電小計,**,1044,99329
115,01,884,白沙,13低壓裝置電力,98,267,39996
115,01,884,白沙,14低壓需量電力,73,755,159507
115,01,884,白沙,15低壓電力小計,**,1022,199503
115,01,884,白沙,16高壓電力,*,1320,364500
115,01,884,白沙,17高壓電動車,*,0,0
115,01,884,白沙,18特高壓電力,*,0,0
115,01,884,白沙,19高＆特高壓電力小計,*,1320,364500
115,01,884,白沙,20電力小計,**,2342,564003
115,01,884,白沙,21綜合＆電力小計,**,3386,663332
115,01,884,白沙,22電燈＆綜合＆電力小計,**,3748,880723
115,01,884,白沙,23臨時電燈,13,0,0
115,01,884,白沙,24臨時電力,*,0,0
115,01,884,白沙,25臨時用電小計,**,0,0
115,01,884,白沙,26總計（含臨時用電）,**,3748,880723
115,01,884,白沙,27表燈合計,**,362,217391
115,01,884,白沙,28綜合＆電力合計,**,3386,663332
115,01,885,湖西,1表燈非營業用,7854,74,71138
115,01,885,湖西,2表燈營業用,507,312,158842
115,01,885,湖西,3表燈小計,**,386,229980
115,01,885,湖西,4低壓綜合裝置非營業用,*,0,0
115,01,885,湖西,5低壓綜合需量非營業用,32,1352,153293
115,01,885,湖西,6低壓電動車非營業用,*,0,0
115,01,885,湖西,7低壓綜合非營業用電小計,**,1352,153293
115,01,885,湖西,8低壓綜合裝置營業用,*,0,0
115,01,885,湖西,9低壓綜合需量營業用,15,685,109606
115,01,885,湖西,10低壓電動車營業用,*,0,0
115,01,885,湖西,11低壓綜合營業用電小計,**,685,109606
115,01,885,湖西,12低壓綜合用電小計,**,2037,262899
115,01,885,湖西,13低壓裝置電力,281,587,64539
115,01,885,湖西,14低壓需量電力,152,1239,115803
115,01,885,湖西,15低壓電力小計,**,1826,180342
115,01,885,湖西,16高壓電力,16,3857,1011774
115,01,885,湖西,17高壓電動車,*,0,0
115,01,885,湖西,18特高壓電力,*,0,0
115,01,885,湖西,19高＆特高壓電力小計,**,3857,1011774
115,01,885,湖西,20電力小計,**,5683,1192116
115,01,885,湖西,21綜合＆電力小計,**,7720,1455015
115,01,885,湖西,22電燈＆綜合＆電力小計,**,8106,1684995
115,01,885,湖西,23臨時電燈,104,0,1394
115,01,885,湖西,24臨時電力,*,49,6920
115,01,885,湖西,25臨時用電小計,**,49,8314
115,01,885,湖西,26總計（含臨時用電）,**,8106,1693309
115,01,885,湖西,27表燈合計,**,386,231374
115,01,885,湖西,28綜合＆電力合計,**,7720,1461935
115,01,890,金沙,1表燈非營業用,4998,2,33556
115,01,890,金沙,2表燈營業用,247,195,106229
115,01,890,金沙,3表燈小計,**,197,139785
115,01,890,金沙,4低壓綜合裝置非營業用,*,0,0
115,01,890,金沙,5低壓綜合需量非營業用,20,801,132176
115,01,890,金沙,6低壓電動車非營業用,*,0,0
115,01,890,金沙,7低壓綜合非營業用電小計,**,801,132176
115,01,890,金沙,8低壓綜合裝置營業用,*,0,0
115,01,890,金沙,9低壓綜合需量營業用,*,156,42264
115,01,890,金沙,10低壓電動車營業用,*,0,0
115,01,890,金沙,11低壓綜合營業用電小計,*,156,42264
115,01,890,金沙,12低壓綜合用電小計,**,957,174440
115,01,890,金沙,13低壓裝置電力,140,600,27092
115,01,890,金沙,14低壓需量電力,172,1113,57047
115,01,890,金沙,15低壓電力小計,**,1713,84139
115,01,890,金沙,16高壓電力,10,1820,389660
115,01,890,金沙,17高壓電動車,*,0,0
115,01,890,金沙,18特高壓電力,*,0,0
115,01,890,金沙,19高＆特高壓電力小計,**,1820,389660
115,01,890,金沙,20電力小計,**,3533,473799
115,01,890,金沙,21綜合＆電力小計,**,4490,648239
115,01,890,金沙,22電燈＆綜合＆電力小計,**,4687,788024
115,01,890,金沙,23臨時電燈,68,0,3667
115,01,890,金沙,24臨時電力,*,3,260
115,01,890,金沙,25臨時用電小計,**,3,3927
115,01,890,金沙,26總計（含臨時用電）,**,4687,791951
115,01,890,金沙,27表燈合計,**,197,143452
115,01,890,金沙,28綜合＆電力合計,**,4490,648499
115,01,891,金湖,1表燈非營業用,8421,18,173630
115,01,891,金湖,2表燈營業用,947,965,367245
115,01,891,金湖,3表燈小計,**,983,540875
115,01,891,金湖,4低壓綜合裝置非營業用,*,0,0
115,01,891,金湖,5低壓綜合需量非營業用,58,2549,337312
115,01,891,金湖,6低壓電動車非營業用,*,0,0
115,01,891,金湖,7低壓綜合非營業用電小計,**,2549,337312
115,01,891,金湖,8低壓綜合裝置營業用,*,44,1840
115,01,891,金湖,9低壓綜合需量營業用,25,1199,218980
115,01,891,金湖,10低壓電動車營業用,*,183,3280
115,01,891,金湖,11低壓綜合營業用電小計,**,1426,224100
115,01,891,金湖,12低壓綜合用電小計,**,3975,561412
115,01,891,金湖,13低壓裝置電力,195,1102,67131
115,01,891,金湖,14低壓需量電力,223,3292,353265
115,01,891,金湖,15低壓電力小計,**,4394,420396
115,01,891,金湖,16高壓電力,40,13253,2957365
115,01,891,金湖,17高壓電動車,*,0,0
115,01,891,金湖,18特高壓電力,*,0,0
115,01,891,金湖,19高＆特高壓電力小計,**,13253,2957365
115,01,891,金湖,20電力小計,**,17647,3377761
115,01,891,金湖,21綜合＆電力小計,**,21622,3939173
115,01,891,金湖,22電燈＆綜合＆電力小計,**,22605,4480048
115,01,891,金湖,23臨時電燈,62,0,18
115,01,891,金湖,24臨時電力,*,45,3005
115,01,891,金湖,25臨時用電小計,**,45,3023
115,01,891,金湖,26總計（含臨時用電）,**,22605,4483071
115,01,891,金湖,27表燈合計,**,983,540893
115,01,891,金湖,28綜合＆電力合計,**,21622,3942178
115,01,892,金寧,1表燈非營業用,10882,56,5624398
115,01,892,金寧,2表燈營業用,518,522,895665
115,01,892,金寧,3表燈小計,**,578,6520063
115,01,892,金寧,4低壓綜合裝置非營業用,*,0,0
115,01,892,金寧,5低壓綜合需量非營業用,31,1381,121800
115,01,892,金寧,6低壓電動車非營業用,*,0,0
115,01,892,金寧,7低壓綜合非營業用電小計,**,1381,121800
115,01,892,金寧,8低壓綜合裝置營業用,*,0,0
115,01,892,金寧,9低壓綜合需量營業用,19,1485,269481
115,01,892,金寧,10低壓電動車營業用,*,240,400
115,01,892,金寧,11低壓綜合營業用電小計,**,1725,269881
115,01,892,金寧,12低壓綜合用電小計,**,3106,391681
115,01,892,金寧,13低壓裝置電力,345,716,62285
115,01,892,金寧,14低壓需量電力,544,2324,179944
115,01,892,金寧,15低壓電力小計,**,3040,242229
115,01,892,金寧,16高壓電力,8,6360,996512
115,01,892,金寧,17高壓電動車,*,0,0
115,01,892,金寧,18特高壓電力,*,0,0
115,01,892,金寧,19高＆特高壓電力小計,**,6360,996512
115,01,892,金寧,20電力小計,**,9400,1238741
115,01,892,金寧,21綜合＆電力小計,**,12506,1630422
115,01,892,金寧,22電燈＆綜合＆電力小計,**,13084,8150485
115,01,892,金寧,23臨時電燈,135,0,23720
115,01,892,金寧,24臨時電力,*,57,2724
115,01,892,金寧,25臨時用電小計,**,57,26444
115,01,892,金寧,26總計（含臨時用電）,**,13084,8176929
115,01,892,金寧,27表燈合計,**,578,6543783
115,01,892,金寧,28綜合＆電力合計,**,12506,1633146
115,01,893,金城,1表燈非營業用,9749,8,4989038
115,01,893,金城,2表燈營業用,1475,1235,2069921
115,01,893,金城,3表燈小計,**,1243,7058959
115,01,893,金城,4低壓綜合裝置非營業用,*,0,0
115,01,893,金城,5低壓綜合需量非營業用,34,1336,103051
115,01,893,金城,6低壓電動車非營業用,*,0,0
115,01,893,金城,7低壓綜合非營業用電小計,**,1336,103051
115,01,893,金城,8低壓綜合裝置營業用,*,0,0
115,01,893,金城,9低壓綜合需量營業用,26,1262,153863
115,01,893,金城,10低壓電動車營業用,*,300,26160
115,01,893,金城,11低壓綜合營業用電小計,**,1562,180023
115,01,893,金城,12低壓綜合用電小計,**,2898,283074
115,01,893,金城,13低壓裝置電力,156,518,39963
