年度,月份,郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月),售電度數(當年累計)
106,12,106,大安區,14高壓電力,278,"208,825","55,629,564",761047428
106,12,106,大安區,15特高壓電力,*,"20,146","8,468,686",107189781
106,12,106,大安區,16高＆特高壓電力小計,**,"228,971","64,098,250",868237209
106,12,106,大安區,17電力小計,**,"230,734","64,266,140",870568118
106,12,106,大安區,18綜合＆電力小計,**,"336,333","82,859,664",1121244772
106,12,106,大安區,19電燈＆綜合＆電力小計,**,"382,902","138,043,411",2104295295
106,12,106,大安區,20臨時電燈,23,0,"59,153",1539677
106,12,106,大安區,21臨時電力,31,"2,854","447,868",5367771
106,12,106,大安區,22臨時用電小計,**,"2,854","507,021",6907448
106,12,106,大安區,23總計（含臨時用電）,**,"382,902","138,550,432",2111202743
106,12,106,大安區,24表燈合計,**,"46,569","55,242,900",984590200
106,12,106,大安區,25綜合＆電力合計,**,"336,333","83,307,532",1126612543
106,12,108,萬華區,1表燈非營業用,"77,942","1,096","24,280,383",323452211
106,12,108,萬華區,2表燈營業用,"9,176","16,906","11,162,358",145303250
106,12,108,萬華區,3表燈小計,**,"18,002","35,442,741",468755461
106,12,108,萬華區,4低壓綜合裝置非營業用,*,0,0,0
106,12,108,萬華區,5低壓綜合需量非營業用,354,"12,075","1,800,409",23235419
106,12,108,萬華區,6低壓綜合非營業用電小計,**,"12,075","1,800,409",23235419
106,12,108,萬華區,7低壓綜合裝置營業用,35,"1,584","196,359",2866908
106,12,108,萬華區,8低壓綜合需量營業用,706,"24,058","5,475,705",70765141
106,12,108,萬華區,9低壓綜合營業用電小計,**,"25,642","5,672,064",73632049
106,12,108,萬華區,10低壓綜合用電小計,**,"37,717","7,472,473",96867468
106,12,108,萬華區,11低壓裝置電力,288,"3,043","256,718",3833871
106,12,108,萬華區,12低壓需量電力,39,1308,"211,031",2538481
106,12,108,萬華區,13低壓電力小計,**,"4,351","467,749",6372352
106,12,108,萬華區,14高壓電力,109,"46,734","12,409,906",167565503
106,12,108,萬華區,15特高壓電力,*,0,0,0
106,12,108,萬華區,16高＆特高壓電力小計,**,"46,734","12,409,906",167565503
106,12,108,萬華區,17電力小計,**,"51,085","12,877,655",173937855
106,12,108,萬華區,18綜合＆電力小計,**,"88,802","20,350,128",270805323
106,12,108,萬華區,19電燈＆綜合＆電力小計,**,"106,804","55,792,869",739560784
106,12,108,萬華區,20臨時電燈,12,0,"13,263",212836
106,12,108,萬華區,21臨時電力,14,"3,154","832,160",3214480
106,12,108,萬華區,22臨時用電小計,**,"3,154","845,423",3427316
106,12,108,萬華區,23總計（含臨時用電）,**,"106,804","56,638,292",742988100
106,12,108,萬華區,24表燈合計,**,"18,002","35,456,004",468968297
106,12,108,萬華區,25綜合＆電力合計,**,"88,802","21,182,288",274019803
106,12,110,信義區,1表燈非營業用,"84,535",892,"19,507,762",414043469
106,12,110,信義區,2表燈營業用,"10,289","15,037","10,651,478",185027355
106,12,110,信義區,3表燈小計,**,"15,929","30,159,240",599070824
106,12,110,信義區,4低壓綜合裝置非營業用,*,138,3880,46440
106,12,110,信義區,5低壓綜合需量非營業用,557,"25,410","4,122,284",54546485
106,12,110,信義區,6低壓綜合非營業用電小計,**,"25,548","4,126,164",54592925
106,12,110,信義區,7低壓綜合裝置營業用,*,28,"8,764",116142
106,12,110,信義區,8低壓綜合需量營業用,553,"23,980","5,245,879",68219632
106,12,110,信義區,9低壓綜合營業用電小計,**,"24,008","5,254,643",68335774
106,12,110,信義區,10低壓綜合用電小計,**,"49,556","9,380,807",122928699
106,12,110,信義區,11低壓裝置電力,22,234,"30,007",413930
106,12,110,信義區,12低壓需量電力,6,705,"131,213",1735472
106,12,110,信義區,13低壓電力小計,**,939,"161,220",2149402
106,12,110,信義區,14高壓電力,143,"196,242","55,983,940",767656831
106,12,110,信義區,15特高壓電力,*,"6,434","3,110,400",38348800
106,12,110,信義區,16高＆特高壓電力小計,**,"202,676","59,094,340",806005631
106,12,110,信義區,17電力小計,**,"203,615","59,255,560",808155033
106,12,110,信義區,18綜合＆電力小計,**,"253,171","68,636,367",931083732
106,12,110,信義區,19電燈＆綜合＆電力小計,**,"269,100","98,795,607",1530154556
106,12,110,信義區,20臨時電燈,8,0,3831,97636
106,12,110,信義區,21臨時電力,28,"3,336","702,018",8376397
106,12,110,信義區,22臨時用電小計,**,"3,336","705,849",8474033
106,12,110,信義區,23總計（含臨時用電）,**,"269,100","99,501,456",1538628589
106,12,110,信義區,24表燈合計,**,"15,929","30,163,071",599168460
106,12,110,信義區,25綜合＆電力合計,**,"253,171","69,338,385",939460129
106,12,111,士林區,1表燈非營業用,"107,480","2,115","38,416,851",542794182
106,12,111,士林區,2表燈營業用,"9,751","20,067","12,122,369",189552645
106,12,111,士林區,3表燈小計,**,"22,182","50,539,220",732346827
106,12,111,士林區,4低壓綜合裝置非營業用,*,0,0,0
106,12,111,士林區,5低壓綜合需量非營業用,652,"23,246","3,519,625",45604542
106,12,111,士林區,6低壓綜合非營業用電小計,**,"23,246","3,519,625",45604542
106,12,111,士林區,7低壓綜合裝置營業用,*,47,"6,777",78553
106,12,111,士林區,8低壓綜合需量營業用,805,"29,261","5,790,984",77130211
106,12,111,士林區,9低壓綜合營業用電小計,**,"29,308","5,797,761",77208764
106,12,111,士林區,10低壓綜合用電小計,**,"52,554","9,317,386",122813306
106,12,111,士林區,11低壓裝置電力,108,"1,380","125,754",2032644
106,12,111,士林區,12低壓需量電力,118,"6,071","893,503",10856583
106,12,111,士林區,13低壓電力小計,**,"7,451","1,019,257",12889227
106,12,111,士林區,14高壓電力,138,"97,468","24,257,134",335301640
106,12,111,士林區,15特高壓電力,*,0,0,0
106,12,111,士林區,16高＆特高壓電力小計,**,"97,468","24,257,134",335301640
106,12,111,士林區,17電力小計,**,"104,919","25,276,391",348190867
106,12,111,士林區,18綜合＆電力小計,**,"157,473","34,593,777",471004173
106,12,111,士林區,19電燈＆綜合＆電力小計,**,"179,655","85,132,997",1203351000
106,12,111,士林區,20臨時電燈,57,0,"74,296",641669
106,12,111,士林區,21臨時電力,22,"1,445","169,249",2056985
106,12,111,士林區,22臨時用電小計,**,"1,445","243,545",2698654
106,12,111,士林區,23總計（含臨時用電）,**,"179,655","85,376,542",1206049654
106,12,111,士林區,24表燈合計,**,"22,182","50,613,516",732988496
106,12,111,士林區,25綜合＆電力合計,**,"157,473","34,763,026",473061158
106,12,112,北投區,1表燈非營業用,"94,427","1,068","39,521,304",407174449
106,12,112,北投區,2表燈營業用,"5,914","10,205","12,907,074",116658537
106,12,112,北投區,3表燈小計,**,"11,273","52,428,378",523832986
106,12,112,北投區,4低壓綜合裝置非營業用,*,0,0,0
106,12,112,北投區,5低壓綜合需量非營業用,647,"20,831","2,948,967",37211859
106,12,112,北投區,6低壓綜合非營業用電小計,**,"20,831","2,948,967",37211859
106,12,112,北投區,7低壓綜合裝置營業用,*,70,"7,560",88860
106,12,112,北投區,8低壓綜合需量營業用,426,"20,169","4,755,708",61052731
106,12,112,北投區,9低壓綜合營業用電小計,**,"20,239","4,763,268",61141591
106,12,112,北投區,10低壓綜合用電小計,**,"41,070","7,712,235",98353450
106,12,112,北投區,11低壓裝置電力,62,750,"88,071",1252106
106,12,112,北投區,12低壓需量電力,95,"5,298","758,762",9302026
106,12,112,北投區,13低壓電力小計,**,"6,048","846,833",10554132
106,12,112,北投區,14高壓電力,124,"104,620","30,719,734",419342058
106,12,112,北投區,15特高壓電力,*,"9,536","4,218,804",57309884
106,12,112,北投區,16高＆特高壓電力小計,**,"114,156","34,938,538",476651942
106,12,112,北投區,17電力小計,**,"120,204","35,785,371",487206074
106,12,112,北投區,18綜合＆電力小計,**,"161,274","43,497,606",585559524
106,12,112,北投區,19電燈＆綜合＆電力小計,**,"172,547","95,925,984",1109392510
106,12,112,北投區,20臨時電燈,43,0,"22,757",351587
106,12,112,北投區,21臨時電力,35,"1,705","336,219",3930215
106,12,112,北投區,22臨時用電小計,**,"1,705","358,976",4281802
106,12,112,北投區,23總計（含臨時用電）,**,"172,547","96,284,960",1113674312
106,12,112,北投區,24表燈合計,**,"11,273","52,451,135",524184573
106,12,112,北投區,25綜合＆電力合計,**,"161,274","43,833,825",589489739
106,12,114,內湖區,1表燈非營業用,"103,830",718,"33,535,178",487229626
106,12,114,內湖區,2表燈營業用,"13,282","22,403","11,945,068",352248810
106,12,114,內湖區,3表燈小計,**,"23,121","45,480,246",839478436
106,12,114,內湖區,4低壓綜合裝置非營業用,*,0,0,0
106,12,114,內湖區,5低壓綜合需量非營業用,"1,159","49,697","8,247,986",103403609
106,12,114,內湖區,6低壓綜合非營業用電小計,**,"49,697","8,247,986",103403609
106,12,114,內湖區,7低壓綜合裝置營業用,*,0,0,0
106,12,114,內湖區,8低壓綜合需量營業用,"1,816","112,277","24,524,532",306055588
106,12,114,內湖區,9低壓綜合營業用電小計,**,"112,277","24,524,532",306055588
106,12,114,內湖區,10低壓綜合用電小計,**,"161,974","32,772,518",409459197
106,12,114,內湖區,11低壓裝置電力,21,175,"6,262",90036
106,12,114,內湖區,12低壓需量電力,352,"13,306","2,455,643",31120537
106,12,114,內湖區,13低壓電力小計,**,"13,481","2,461,905",31210573
106,12,114,內湖區,14高壓電力,163,"136,132","48,315,209",629679231
106,12,114,內湖區,15特高壓電力,*,"10,900","4,860,800",57833600
106,12,114,內湖區,16高＆特高壓電力小計,**,"147,032","53,176,009",687512831
106,12,114,內湖區,17電力小計,**,"160,513","55,637,914",718723404
106,12,114,內湖區,18綜合＆電力小計,**,"322,487","88,410,432",1128182601
106,12,114,內湖區,19電燈＆綜合＆電力小計,**,"345,608","133,890,678",1967661037
106,12,114,內湖區,20臨時電燈,27,0,"19,983",218012
106,12,114,內湖區,21臨時電力,41,"2,830","340,149",6507922
106,12,114,內湖區,22臨時用電小計,**,"2,830","360,132",6725934
106,12,114,內湖區,23總計（含臨時用電）,**,"345,608","134,250,810",1974386971
106,12,114,內湖區,24表燈合計,**,"23,121","45,500,229",839696448
106,12,114,內湖區,25綜合＆電力合計,**,"322,487","88,750,581",1134690523
106,12,115,南港區,1表燈非營業用,"44,232",94,"8,365,980",192746826
106,12,115,南港區,2表燈營業用,"4,347","6,678","3,446,967",86676110
106,12,115,南港區,3表燈小計,**,"6,772","11,812,947",279422936
106,12,115,南港區,4低壓綜合裝置非營業用,*,0,0,0
106,12,115,南港區,5低壓綜合需量非營業用,364,"13,424","2,010,121",25923693
106,12,115,南港區,6低壓綜合非營業用電小計,**,"13,424","2,010,121",25923693
106,12,115,南港區,7低壓綜合裝置營業用,*,0,0,0
106,12,115,南港區,8低壓綜合需量營業用,254,"13,192","2,648,357",35040841
106,12,115,南港區,9低壓綜合營業用電小計,**,"13,192","2,648,357",35040841
106,12,115,南港區,10低壓綜合用電小計,**,"26,616","4,658,478",60964534
106,12,115,南港區,11低壓裝置電力,30,541,"46,848",620042
106,12,115,南港區,12低壓需量電力,147,"4,708","535,346",6669025
106,12,115,南港區,13低壓電力小計,**,"5,249","582,194",7289067
106,12,115,南港區,14高壓電力,88,"104,693","29,437,690",394756611
106,12,115,南港區,15特高壓電力,*,"37,989","14,805,828",197632229
106,12,115,南港區,16高＆特高壓電力小計,**,"142,682","44,243,518",592388840
106,12,115,南港區,17電力小計,**,"147,931","44,825,712",599677907
106,12,115,南港區,18綜合＆電力小計,**,"174,547","49,484,190",660642441
106,12,115,南港區,19電燈＆綜合＆電力小計,**,"181,319","61,297,137",940065377
106,12,115,南港區,20臨時電燈,7,0,2136,156904
106,12,115,南港區,21臨時電力,19,"3,473","432,604",4913270
106,12,115,南港區,22臨時用電小計,**,"3,473","434,740",5070174
106,12,115,南港區,23總計（含臨時用電）,**,"181,319","61,731,877",945135551
106,12,115,南港區,24表燈合計,**,"6,772","11,815,083",279579840
106,12,115,南港區,25綜合＆電力合計,**,"174,547","49,916,794",665555711
106,12,116,文山區,1表燈非營業用,"101,015",451,"28,084,394",432494607
106,12,116,文山區,2表燈營業用,"5,092","10,193","7,567,364",91820887
106,12,116,文山區,3表燈小計,**,"10,644","35,651,758",524315494
106,12,116,文山區,4低壓綜合裝置非營業用,*,0,0,0
106,12,116,文山區,5低壓綜合需量非營業用,818,"25,667","3,379,709",43354558
106,12,116,文山區,6低壓綜合非營業用電小計,**,"25,667","3,379,709",43354558
106,12,116,文山區,7低壓綜合裝置營業用,*,74,"7,043",93974
106,12,116,文山區,8低壓綜合需量營業用,316,"10,719","2,492,076",32830023
106,12,116,文山區,9低壓綜合營業用電小計,**,"10,793","2,499,119",32923997
106,12,116,文山區,10低壓綜合用電小計,**,"36,460","5,878,828",76278555
106,12,116,文山區,11低壓裝置電力,26,281,"63,714",812774
106,12,116,文山區,12低壓需量電力,27,"1,078","161,167",1920101
106,12,116,文山區,13低壓電力小計,**,"1,359","224,881",2732875
106,12,116,文山區,14高壓電力,99,"45,817","9,738,640",138284476
106,12,116,文山區,15特高壓電力,*,"23,363","8,715,570",116182010
106,12,116,文山區,16高＆特高壓電力小計,**,"69,180","18,454,210",254466486
106,12,116,文山區,17電力小計,**,"70,539","18,679,091",257199361
106,12,116,文山區,18綜合＆電力小計,**,"106,999","24,557,919",333477916
106,12,116,文山區,19電燈＆綜合＆電力小計,**,"117,643","60,209,677",857793410
106,12,116,文山區,20臨時電燈,16,0,"10,633",149929
106,12,116,文山區,21臨時電力,26,"1,892","246,760",3251953
106,12,116,文山區,22臨時用電小計,**,"1,892","257,393",3401882
106,12,116,文山區,23總計（含臨時用電）,**,"117,643","60,467,070",861195292
106,12,116,文山區,24表燈合計,**,"10,644","35,662,391",524465423
106,12,116,文山區,25綜合＆電力合計,**,"106,999","24,804,679",336729869
106,12,200,仁愛區,1表燈非營業用,"22,689",444,"7,317,244",82050074
106,12,200,仁愛區,2表燈營業用,"3,285","5,540","3,981,991",48788644
106,12,200,仁愛區,3表燈小計,**,"5,984","11,299,235",130838718
106,12,200,仁愛區,4低壓綜合裝置非營業用,*,0,0,0
106,12,200,仁愛區,5低壓綜合需量非營業用,135,"3,688","430,211",5384147
106,12,200,仁愛區,6低壓綜合非營業用電小計,**,"3,688","430,211",5384147
106,12,200,仁愛區,7低壓綜合裝置營業用,*,106,"6,993",114512
106,12,200,仁愛區,8低壓綜合需量營業用,317,"9,595","1,892,751",26290081
106,12,200,仁愛區,9低壓綜合營業用電小計,**,"9,701","1,899,744",26404593
106,12,200,仁愛區,10低壓綜合用電小計,**,"13,389","2,329,955",31788740
106,12,200,仁愛區,11低壓裝置電力,60,533,"45,280",765894
106,12,200,仁愛區,12低壓需量電力,13,450,"129,885",1560327
106,12,200,仁愛區,13低壓電力小計,**,983,"175,165",2326221
106,12,200,仁愛區,14高壓電力,25,"7,706","1,614,799",22730722
106,12,200,仁愛區,15特高壓電力,*,0,0,0
106,12,200,仁愛區,16高＆特高壓電力小計,**,"7,706","1,614,799",22730722
106,12,200,仁愛區,17電力小計,**,"8,689","1,789,964",25056943
106,12,200,仁愛區,18綜合＆電力小計,**,"22,078","4,119,919",56845683
106,12,200,仁愛區,19電燈＆綜合＆電力小計,**,"28,062","15,419,154",187684401
106,12,200,仁愛區,20臨時電燈,*,0,726,7982
106,12,200,仁愛區,21臨時電力,*,0,0,0
106,12,200,仁愛區,22臨時用電小計,**,0,726,7982
106,12,200,仁愛區,23總計（含臨時用電）,**,"28,062","15,419,880",187692383
106,12,200,仁愛區,24表燈合計,**,"5,984","11,299,961",130846700
106,12,200,仁愛區,25綜合＆電力合計,**,"22,078","4,119,919",56845683
106,12,201,信義區,1表燈非營業用,"25,191",235,"748,818",95009317
106,12,201,信義區,2表燈營業用,"1,208","1,859","679,228",19879080
106,12,201,信義區,3表燈小計,**,"2,094","1,428,046",114888397
106,12,201,信義區,4低壓綜合裝置非營業用,*,0,0,0
106,12,201,信義區,5低壓綜合需量非營業用,126,"4,780","689,421",7933531
106,12,201,信義區,6低壓綜合非營業用電小計,**,"4,780","689,421",7933531
106,12,201,信義區,7低壓綜合裝置營業用,*,68,"14,440",202840
106,12,201,信義區,8低壓綜合需量營業用,48,"2,970","582,109",8111272
106,12,201,信義區,9低壓綜合營業用電小計,**,"3,038","596,549",8314112
106,12,201,信義區,10低壓綜合用電小計,**,"7,818","1,285,970",16247643
106,12,201,信義區,11低壓裝置電力,*,103,"41,460",494043
106,12,201,信義區,12低壓需量電力,22,921,"145,411",1810110
106,12,201,信義區,13低壓電力小計,**,1024,"186,871",2304153
106,12,201,信義區,14高壓電力,33,"12,611","2,943,670",41729914
106,12,201,信義區,15特高壓電力,*,0,481600,537600
106,12,201,信義區,16高＆特高壓電力小計,**,"12,611","3,425,270",42267514
106,12,201,信義區,17電力小計,**,"13,635","3,612,141",44571667
106,12,201,信義區,18綜合＆電力小計,**,"21,453","4,898,111",60819310
106,12,201,信義區,19電燈＆綜合＆電力小計,**,"23,547","6,326,157",175707707
106,12,201,信義區,20臨時電燈,10,0,0,65285
106,12,201,信義區,21臨時電力,*,307,"57,720",1880352
106,12,201,信義區,22臨時用電小計,**,307,"57,720",1945637
106,12,201,信義區,23總計（含臨時用電）,**,"23,547","6,383,877",177653344
106,12,201,信義區,24表燈合計,**,"2,094","1,428,046",114953682
106,12,201,信義區,25綜合＆電力合計,**,"21,453","4,955,831",62699662
106,12,202,中正區,1表燈非營業用,"31,125",254,"214,656",107267197
106,12,202,中正區,2表燈營業用,"2,125","3,146","1,083,395",31199406
106,12,202,中正區,3表燈小計,**,"3,400","1,298,051",138466603
106,12,202,中正區,4低壓綜合裝置非營業用,*,43,"4,880",77000
106,12,202,中正區,5低壓綜合需量非營業用,209,"8,575","1,139,466",14890350
106,12,202,中正區,6低壓綜合非營業用電小計,**,"8,618","1,144,346",14967350
106,12,202,中正區,7低壓綜合裝置營業用,*,0,0,0
106,12,202,中正區,8低壓綜合需量營業用,116,"3,864","849,793",11385018
106,12,202,中正區,9低壓綜合營業用電小計,**,"3,864","849,793",11385018
106,12,202,中正區,10低壓綜合用電小計,**,"12,482","1,994,139",26352368
106,12,202,中正區,11低壓裝置電力,35,377,"36,067",528006
106,12,202,中正區,12低壓需量電力,36,"1,191","310,281",3730274
106,12,202,中正區,13低壓電力小計,**,"1,568","346,348",4258280
106,12,202,中正區,14高壓電力,40,"21,746","5,635,106",77392891
106,12,202,中正區,15特高壓電力,*,"7,000","1,337,859",20810977
106,12,202,中正區,16高＆特高壓電力小計,**,"28,746","6,972,965",98203868
106,12,202,中正區,17電力小計,**,"30,314","7,319,313",102462148
106,12,202,中正區,18綜合＆電力小計,**,"42,796","9,313,452",128814516
106,12,202,中正區,19電燈＆綜合＆電力小計,**,"46,196","10,611,503",267281119
106,12,202,中正區,20臨時電燈,7,0,0,134161
106,12,202,中正區,21臨時電力,8,537,"59,960",664940
106,12,202,中正區,22臨時用電小計,**,537,"59,960",799101
106,12,202,中正區,23總計（含臨時用電）,**,"46,196","10,671,463",268080220
106,12,202,中正區,24表燈合計,**,"3,400","1,298,051",138600764
106,12,202,中正區,25綜合＆電力合計,**,"42,796","9,373,412",129479456
106,12,203,中山區,1表燈非營業用,"21,879",101,"10,774,425",79608279
106,12,203,中山區,2表燈營業用,"1,089","1,279","1,669,521",14305200
106,12,203,中山區,3表燈小計,**,"1,380","12,443,946",93913479
106,12,203,中山區,4低壓綜合裝置非營業用,*,0,0,0
106,12,203,中山區,5低壓綜合需量非營業用,71,"2,038","261,881",3347060
