年度,月份,郵遞區號,行政區,項目,用戶數(戶),契約容量(kW),售電度數(度)
114,01,105,松山區,15低壓電力小計,**,736,68983
114,01,105,松山區,16高壓電力,152,109210,22091264
114,01,105,松山區,17高壓電動車,*,2400,288840
114,01,105,松山區,18特高壓電力,*,8750,3100800
114,01,105,松山區,19高＆特高壓電力小計,**,120360,25480904
114,01,105,松山區,20電力小計,**,121096,25549887
114,01,105,松山區,21綜合＆電力小計,**,178795,34756967
114,01,105,松山區,22電燈＆綜合＆電力小計,**,204687,65673383
114,01,105,松山區,23臨時電燈,16,0,13582
114,01,105,松山區,24臨時電力,38,3796,337227
114,01,105,松山區,25臨時用電小計,**,3796,350809
114,01,105,松山區,26總計（含臨時用電）,**,204687,66024192
114,01,105,松山區,27表燈合計,**,25892,30929998
114,01,105,松山區,28綜合＆電力合計,**,178795,35094194
114,01,106,大安區,1表燈非營業用,113640,2372,46436632
114,01,106,大安區,2表燈營業用,17136,49649,25775115
114,01,106,大安區,3表燈小計,**,52021,72211747
114,01,106,大安區,4低壓綜合裝置非營業用,6,235,13111
114,01,106,大安區,5低壓綜合需量非營業用,1227,45357,5827457
114,01,106,大安區,6低壓電動車非營業用,*,30,960
114,01,106,大安區,7低壓綜合非營業用電小計,**,45622,5841528
114,01,106,大安區,8低壓綜合裝置營業用,6,259,34156
114,01,106,大安區,9低壓綜合需量營業用,1300,53942,8486465
114,01,106,大安區,10低壓電動車營業用,*,1317,72400
114,01,106,大安區,11低壓綜合營業用電小計,**,55518,8593021
114,01,106,大安區,12低壓綜合用電小計,**,101140,14434549
114,01,106,大安區,13低壓裝置電力,101,1257,100628
114,01,106,大安區,14低壓需量電力,*,249,37636
114,01,106,大安區,15低壓電力小計,**,1506,138264
114,01,106,大安區,16高壓電力,269,192661,45964208
114,01,106,大安區,17高壓電動車,*,2370,241600
114,01,106,大安區,18特高壓電力,*,22100,6942122
114,01,106,大安區,19高＆特高壓電力小計,**,217131,53147930
114,01,106,大安區,20電力小計,**,218637,53286194
114,01,106,大安區,21綜合＆電力小計,**,319777,67720743
114,01,106,大安區,22電燈＆綜合＆電力小計,**,371798,139932490
114,01,106,大安區,23臨時電燈,38,0,24992
114,01,106,大安區,24臨時電力,71,4693,423460
114,01,106,大安區,25臨時用電小計,**,4693,448452
114,01,106,大安區,26總計（含臨時用電）,**,371798,140380942
114,01,106,大安區,27表燈合計,**,52021,72236739
114,01,106,大安區,28綜合＆電力合計,**,319777,68144203
114,01,108,萬華區,1表燈非營業用,81153,1211,20527074
114,01,108,萬華區,2表燈營業用,8636,19747,10511636
114,01,108,萬華區,3表燈小計,**,20958,31038710
114,01,108,萬華區,4低壓綜合裝置非營業用,*,0,0
114,01,108,萬華區,5低壓綜合需量非營業用,438,16288,1994447
114,01,108,萬華區,6低壓電動車非營業用,*,0,0
114,01,108,萬華區,7低壓綜合非營業用電小計,**,16288,1994447
114,01,108,萬華區,8低壓綜合裝置營業用,27,1290,121685
114,01,108,萬華區,9低壓綜合需量營業用,628,21679,4342078
114,01,108,萬華區,10低壓電動車營業用,*,0,0
114,01,108,萬華區,11低壓綜合營業用電小計,**,22969,4463763
114,01,108,萬華區,12低壓綜合用電小計,**,39257,6458210
114,01,108,萬華區,13低壓裝置電力,249,2587,139810
114,01,108,萬華區,14低壓需量電力,29,800,162150
114,01,108,萬華區,15低壓電力小計,**,3387,301960
114,01,108,萬華區,16高壓電力,102,46261,10633530
114,01,108,萬華區,17高壓電動車,*,0,0
114,01,108,萬華區,18特高壓電力,*,0,0
114,01,108,萬華區,19高＆特高壓電力小計,**,46261,10633530
114,01,108,萬華區,20電力小計,**,49648,10935490
114,01,108,萬華區,21綜合＆電力小計,**,88905,17393700
114,01,108,萬華區,22電燈＆綜合＆電力小計,**,109863,48432410
114,01,108,萬華區,23臨時電燈,15,0,23784
114,01,108,萬華區,24臨時電力,39,2383,334648
114,01,108,萬華區,25臨時用電小計,**,2383,358432
114,01,108,萬華區,26總計（含臨時用電）,**,109863,48790842
114,01,108,萬華區,27表燈合計,**,20958,31062494
114,01,108,萬華區,28綜合＆電力合計,**,88905,17728348
114,01,110,信義區,1表燈非營業用,87314,1379,35606404
114,01,110,信義區,2表燈營業用,9918,18666,14680974
114,01,110,信義區,3表燈小計,**,20045,50287378
114,01,110,信義區,4低壓綜合裝置非營業用,*,0,0
114,01,110,信義區,5低壓綜合需量非營業用,698,31200,4142518
114,01,110,信義區,6低壓電動車非營業用,*,35,200
114,01,110,信義區,7低壓綜合非營業用電小計,**,31235,4142718
114,01,110,信義區,8低壓綜合裝置營業用,*,28,6043
114,01,110,信義區,9低壓綜合需量營業用,529,22958,4015265
114,01,110,信義區,10低壓電動車營業用,*,557,63920
114,01,110,信義區,11低壓綜合營業用電小計,**,23543,4085228
114,01,110,信義區,12低壓綜合用電小計,**,54778,8227946
114,01,110,信義區,13低壓裝置電力,20,202,16852
114,01,110,信義區,14低壓需量電力,*,655,129320
114,01,110,信義區,15低壓電力小計,**,857,146172
114,01,110,信義區,16高壓電力,149,211934,50412380
114,01,110,信義區,17高壓電動車,*,995,55320
114,01,110,信義區,18特高壓電力,*,7800,2745600
114,01,110,信義區,19高＆特高壓電力小計,**,220729,53213300
114,01,110,信義區,20電力小計,**,221586,53359472
114,01,110,信義區,21綜合＆電力小計,**,276364,61587418
114,01,110,信義區,22電燈＆綜合＆電力小計,**,296409,111874796
114,01,110,信義區,23臨時電燈,12,0,5710
114,01,110,信義區,24臨時電力,41,3244,346573
114,01,110,信義區,25臨時用電小計,**,3244,352283
114,01,110,信義區,26總計（含臨時用電）,**,296409,112227079
114,01,110,信義區,27表燈合計,**,20045,50293088
114,01,110,信義區,28綜合＆電力合計,**,276364,61933991
114,01,111,士林區,1表燈非營業用,109148,2308,36568077
114,01,111,士林區,2表燈營業用,9352,24545,14715295
114,01,111,士林區,3表燈小計,**,26853,51283372
114,01,111,士林區,4低壓綜合裝置非營業用,*,0,0
114,01,111,士林區,5低壓綜合需量非營業用,734,24981,3163398
114,01,111,士林區,6低壓電動車非營業用,*,0,0
114,01,111,士林區,7低壓綜合非營業用電小計,**,24981,3163398
114,01,111,士林區,8低壓綜合裝置營業用,*,47,3004
114,01,111,士林區,9低壓綜合需量營業用,719,25854,4178270
114,01,111,士林區,10低壓電動車營業用,*,1280,53120
114,01,111,士林區,11低壓綜合營業用電小計,**,27181,4234394
114,01,111,士林區,12低壓綜合用電小計,**,52162,7397792
114,01,111,士林區,13低壓裝置電力,91,1212,104436
114,01,111,士林區,14低壓需量電力,119,7017,871889
114,01,111,士林區,15低壓電力小計,**,8229,976325
114,01,111,士林區,16高壓電力,147,97275,20499100
114,01,111,士林區,17高壓電動車,*,1600,153000
114,01,111,士林區,18特高壓電力,*,0,0
114,01,111,士林區,19高＆特高壓電力小計,**,98875,20652100
114,01,111,士林區,20電力小計,**,107104,21628425
114,01,111,士林區,21綜合＆電力小計,**,159266,29026217
114,01,111,士林區,22電燈＆綜合＆電力小計,**,186119,80309589
114,01,111,士林區,23臨時電燈,46,0,26715
114,01,111,士林區,24臨時電力,60,3312,248240
114,01,111,士林區,25臨時用電小計,**,3312,274955
114,01,111,士林區,26總計（含臨時用電）,**,186119,80584544
114,01,111,士林區,27表燈合計,**,26853,51310087
114,01,111,士林區,28綜合＆電力合計,**,159266,29274457
114,01,112,北投區,1表燈非營業用,97930,1743,14808530
114,01,112,北投區,2表燈營業用,5732,14637,5347874
114,01,112,北投區,3表燈小計,**,16380,20156404
114,01,112,北投區,4低壓綜合裝置非營業用,*,0,0
114,01,112,北投區,5低壓綜合需量非營業用,782,23620,2970842
114,01,112,北投區,6低壓電動車非營業用,*,49,1160
114,01,112,北投區,7低壓綜合非營業用電小計,**,23669,2972002
114,01,112,北投區,8低壓綜合裝置營業用,*,70,8220
114,01,112,北投區,9低壓綜合需量營業用,409,19562,3785547
114,01,112,北投區,10低壓電動車營業用,*,750,83760
114,01,112,北投區,11低壓綜合營業用電小計,**,20382,3877527
114,01,112,北投區,12低壓綜合用電小計,**,44051,6849529
114,01,112,北投區,13低壓裝置電力,53,664,62940
114,01,112,北投區,14低壓需量電力,89,5188,717788
114,01,112,北投區,15低壓電力小計,**,5852,780728
114,01,112,北投區,16高壓電力,120,100226,26573571
114,01,112,北投區,17高壓電動車,*,3000,358600
114,01,112,北投區,18特高壓電力,*,9470,3720657
114,01,112,北投區,19高＆特高壓電力小計,**,112696,30652828
114,01,112,北投區,20電力小計,**,118548,31433556
114,01,112,北投區,21綜合＆電力小計,**,162599,38283085
114,01,112,北投區,22電燈＆綜合＆電力小計,**,178979,58439489
114,01,112,北投區,23臨時電燈,56,0,29870
114,01,112,北投區,24臨時電力,92,8189,527544
114,01,112,北投區,25臨時用電小計,**,8189,557414
114,01,112,北投區,26總計（含臨時用電）,**,178979,58996903
114,01,112,北投區,27表燈合計,**,16380,20186274
114,01,112,北投區,28綜合＆電力合計,**,162599,38810629
114,01,114,內湖區,1表燈非營業用,108422,1425,34333913
114,01,114,內湖區,2表燈營業用,13923,31622,34154673
114,01,114,內湖區,3表燈小計,**,33047,68488586
114,01,114,內湖區,4低壓綜合裝置非營業用,*,0,0
114,01,114,內湖區,5低壓綜合需量非營業用,1279,50579,7115425
114,01,114,內湖區,6低壓電動車非營業用,*,28,76
114,01,114,內湖區,7低壓綜合非營業用電小計,**,50607,7115501
114,01,114,內湖區,8低壓綜合裝置營業用,*,0,0
114,01,114,內湖區,9低壓綜合需量營業用,1972,117834,21537886
114,01,114,內湖區,10低壓電動車營業用,13,2642,130800
114,01,114,內湖區,11低壓綜合營業用電小計,**,120476,21668686
114,01,114,內湖區,12低壓綜合用電小計,**,171083,28784187
114,01,114,內湖區,13低壓裝置電力,19,165,8687
114,01,114,內湖區,14低壓需量電力,334,13941,2044005
114,01,114,內湖區,15低壓電力小計,**,14106,2052692
114,01,114,內湖區,16高壓電力,169,154947,43984148
114,01,114,內湖區,17高壓電動車,*,1519,237800
114,01,114,內湖區,18特高壓電力,*,10150,3935300
114,01,114,內湖區,19高＆特高壓電力小計,**,166616,48157248
114,01,114,內湖區,20電力小計,**,180722,50209940
114,01,114,內湖區,21綜合＆電力小計,**,351805,78994127
114,01,114,內湖區,22電燈＆綜合＆電力小計,**,384852,147482713
114,01,114,內湖區,23臨時電燈,23,0,12047
114,01,114,內湖區,24臨時電力,64,3659,277617
114,01,114,內湖區,25臨時用電小計,**,3659,289664
114,01,114,內湖區,26總計（含臨時用電）,**,384852,147772377
114,01,114,內湖區,27表燈合計,**,33047,68500633
114,01,114,內湖區,28綜合＆電力合計,**,351805,79271744
114,01,115,南港區,1表燈非營業用,46743,343,19624545
114,01,115,南港區,2表燈營業用,4609,9284,8902209
114,01,115,南港區,3表燈小計,**,9627,28526754
114,01,115,南港區,4低壓綜合裝置非營業用,*,0,0
114,01,115,南港區,5低壓綜合需量非營業用,423,15640,2074167
114,01,115,南港區,6低壓電動車非營業用,*,30,467
114,01,115,南港區,7低壓綜合非營業用電小計,**,15670,2074634
114,01,115,南港區,8低壓綜合裝置營業用,*,0,0
114,01,115,南港區,9低壓綜合需量營業用,289,15156,2329097
114,01,115,南港區,10低壓電動車營業用,7,709,44920
114,01,115,南港區,11低壓綜合營業用電小計,**,15865,2374017
114,01,115,南港區,12低壓綜合用電小計,**,31535,4448651
114,01,115,南港區,13低壓裝置電力,14,264,9567
114,01,115,南港區,14低壓需量電力,121,3458,399617
114,01,115,南港區,15低壓電力小計,**,3722,409184
114,01,115,南港區,16高壓電力,100,116893,31937172
114,01,115,南港區,17高壓電動車,*,1960,250080
114,01,115,南港區,18特高壓電力,*,39191,12481030
114,01,115,南港區,19高＆特高壓電力小計,**,158044,44668282
114,01,115,南港區,20電力小計,**,161766,45077466
114,01,115,南港區,21綜合＆電力小計,**,193301,49526117
114,01,115,南港區,22電燈＆綜合＆電力小計,**,202928,78052871
114,01,115,南港區,23臨時電燈,*,0,1
114,01,115,南港區,24臨時電力,49,10175,913320
114,01,115,南港區,25臨時用電小計,**,10175,913321
114,01,115,南港區,26總計（含臨時用電）,**,202928,78966192
114,01,115,南港區,27表燈合計,**,9627,28526755
114,01,115,南港區,28綜合＆電力合計,**,193301,50439437
114,01,116,文山區,1表燈非營業用,105337,587,33911816
114,01,116,文山區,2表燈營業用,4926,12966,6523685
114,01,116,文山區,3表燈小計,**,13553,40435501
114,01,116,文山區,4低壓綜合裝置非營業用,*,0,0
114,01,116,文山區,5低壓綜合需量非營業用,943,28946,3599766
114,01,116,文山區,6低壓電動車非營業用,*,0,0
114,01,116,文山區,7低壓綜合非營業用電小計,**,28946,3599766
114,01,116,文山區,8低壓綜合裝置營業用,*,74,5201
114,01,116,文山區,9低壓綜合需量營業用,291,9571,1913657
114,01,116,文山區,10低壓電動車營業用,*,1852,173960
114,01,116,文山區,11低壓綜合營業用電小計,**,11497,2092818
114,01,116,文山區,12低壓綜合用電小計,**,40443,5692584
114,01,116,文山區,13低壓裝置電力,20,221,33269
114,01,116,文山區,14低壓需量電力,27,1083,173895
114,01,116,文山區,15低壓電力小計,**,1304,207164
114,01,116,文山區,16高壓電力,98,46147,8215237
114,01,116,文山區,17高壓電動車,*,2460,240320
114,01,116,文山區,18特高壓電力,*,24490,7424429
114,01,116,文山區,19高＆特高壓電力小計,**,73097,15879986
114,01,116,文山區,20電力小計,**,74401,16087150
114,01,116,文山區,21綜合＆電力小計,**,114844,21779734
114,01,116,文山區,22電燈＆綜合＆電力小計,**,128397,62215235
114,01,116,文山區,23臨時電燈,17,0,13272
114,01,116,文山區,24臨時電力,37,2331,252898
114,01,116,文山區,25臨時用電小計,**,2331,266170
114,01,116,文山區,26總計（含臨時用電）,**,128397,62481405
114,01,116,文山區,27表燈合計,**,13553,40448773
114,01,116,文山區,28綜合＆電力合計,**,114844,22032632
114,01,200,仁愛區,1表燈非營業用,23423,571,4889604
114,01,200,仁愛區,2表燈營業用,3182,6149,2920673
114,01,200,仁愛區,3表燈小計,**,6720,7810277
114,01,200,仁愛區,4低壓綜合裝置非營業用,*,0,0
114,01,200,仁愛區,5低壓綜合需量非營業用,136,3701,363510
114,01,200,仁愛區,6低壓電動車非營業用,*,0,0
114,01,200,仁愛區,7低壓綜合非營業用電小計,**,3701,363510
114,01,200,仁愛區,8低壓綜合裝置營業用,*,86,5796
114,01,200,仁愛區,9低壓綜合需量營業用,265,7692,1254220
114,01,200,仁愛區,10低壓電動車營業用,*,21,1480
114,01,200,仁愛區,11低壓綜合營業用電小計,**,7799,1261496
114,01,200,仁愛區,12低壓綜合用電小計,**,11500,1625006
114,01,200,仁愛區,13低壓裝置電力,53,468,29610
114,01,200,仁愛區,14低壓需量電力,16,541,130428
114,01,200,仁愛區,15低壓電力小計,**,1009,160038
114,01,200,仁愛區,16高壓電力,25,8599,1352252
114,01,200,仁愛區,17高壓電動車,*,0,0
114,01,200,仁愛區,18特高壓電力,*,0,0
114,01,200,仁愛區,19高＆特高壓電力小計,**,8599,1352252
114,01,200,仁愛區,20電力小計,**,9608,1512290
114,01,200,仁愛區,21綜合＆電力小計,**,21108,3137296
114,01,200,仁愛區,22電燈＆綜合＆電力小計,**,27828,10947573
114,01,200,仁愛區,23臨時電燈,11,0,191
114,01,200,仁愛區,24臨時電力,*,0,0
114,01,200,仁愛區,25臨時用電小計,**,0,191
114,01,200,仁愛區,26總計（含臨時用電）,**,27828,10947764
114,01,200,仁愛區,27表燈合計,**,6720,7810468
114,01,200,仁愛區,28綜合＆電力合計,**,21108,3137296
114,01,201,信義區,1表燈非營業用,27540,362,14346018
114,01,201,信義區,2表燈營業用,1203,2907,2164850
114,01,201,信義區,3表燈小計,**,3269,16510868
114,01,201,信義區,4低壓綜合裝置非營業用,*,0,0
114,01,201,信義區,5低壓綜合需量非營業用,156,6474,934136
114,01,201,信義區,6低壓電動車非營業用,*,0,0
114,01,201,信義區,7低壓綜合非營業用電小計,**,6474,934136
114,01,201,信義區,8低壓綜合裝置營業用,*,68,10600
114,01,201,信義區,9低壓綜合需量營業用,48,2916,427091
114,01,201,信義區,10低壓電動車營業用,*,0,0
114,01,201,信義區,11低壓綜合營業用電小計,**,2984,437691
114,01,201,信義區,12低壓綜合用電小計,**,9458,1371827
114,01,201,信義區,13低壓裝置電力,6,117,24550
114,01,201,信義區,14低壓需量電力,29,1181,167321
114,01,201,信義區,15低壓電力小計,**,1298,191871
114,01,201,信義區,16高壓電力,32,11756,2236877
114,01,201,信義區,17高壓電動車,*,0,0
114,01,201,信義區,18特高壓電力,*,0,0
114,01,201,信義區,19高＆特高壓電力小計,**,11756,2236877
114,01,201,信義區,20電力小計,**,13054,2428748
114,01,201,信義區,21綜合＆電力小計,**,22512,3800575
114,01,201,信義區,22電燈＆綜合＆電力小計,**,25781,20311443
114,01,201,信義區,23臨時電燈,12,0,4961
114,01,201,信義區,24臨時電力,*,64,3040
114,01,201,信義區,25臨時用電小計,**,64,8001
114,01,201,信義區,26總計（含臨時用電）,**,25781,20319444
114,01,201,信義區,27表燈合計,**,3269,16515829
114,01,201,信義區,28綜合＆電力合計,**,22512,3803615
114,01,202,中正區,1表燈非營業用,33204,431,15218814
114,01,202,中正區,2表燈營業用,2133,4424,3308850
114,01,202,中正區,3表燈小計,**,4855,18527664
114,01,202,中正區,4低壓綜合裝置非營業用,*,0,0
114,01,202,中正區,5低壓綜合需量非營業用,254,9978,1191102
114,01,202,中正區,6低壓電動車非營業用,*,0,0
114,01,202,中正區,7低壓綜合非營業用電小計,**,9978,1191102
114,01,202,中正區,8低壓綜合裝置營業用,*,0,0
114,01,202,中正區,9低壓綜合需量營業用,85,3026,548935
114,01,202,中正區,10低壓電動車營業用,*,0,0
114,01,202,中正區,11低壓綜合營業用電小計,**,3026,548935
114,01,202,中正區,12低壓綜合用電小計,**,13004,1740037
114,01,202,中正區,13低壓裝置電力,28,242,13879
114,01,202,中正區,14低壓需量電力,37,1274,224630
114,01,202,中正區,15低壓電力小計,**,1516,238509
114,01,202,中正區,16高壓電力,36,21433,5268014
114,01,202,中正區,17高壓電動車,*,0,0
114,01,202,中正區,18特高壓電力,*,4500,756908
114,01,202,中正區,19高＆特高壓電力小計,**,25933,6024922
114,01,202,中正區,20電力小計,**,27449,6263431
114,01,202,中正區,21綜合＆電力小計,**,40453,8003468
114,01,202,中正區,22電燈＆綜合＆電力小計,**,45308,26531132
114,01,202,中正區,23臨時電燈,12,0,6765
114,01,202,中正區,24臨時電力,9,239,11480
114,01,202,中正區,25臨時用電小計,**,239,18245
114,01,202,中正區,26總計（含臨時用電）,**,45308,26549377
114,01,202,中正區,27表燈合計,**,4855,18534429
114,01,202,中正區,28綜合＆電力合計,**,40453,8014948
114,01,203,中山區,1表燈非營業用,24437,126,199215
114,01,203,中山區,2表燈營業用,1157,2091,684938
114,01,203,中山區,3表燈小計,**,2217,884153
114,01,203,中山區,4低壓綜合裝置非營業用,*,0,0
114,01,203,中山區,5低壓綜合需量非營業用,112,4641,427433
114,01,203,中山區,6低壓電動車非營業用,*,0,0
114,01,203,中山區,7低壓綜合非營業用電小計,**,4641,427433
114,01,203,中山區,8低壓綜合裝置營業用,*,0,0
114,01,203,中山區,9低壓綜合需量營業用,33,899,137731
114,01,203,中山區,10低壓電動車營業用,*,0,0
114,01,203,中山區,11低壓綜合營業用電小計,**,899,137731
114,01,203,中山區,12低壓綜合用電小計,**,5540,565164
114,01,203,中山區,13低壓裝置電力,12,188,37170
114,01,203,中山區,14低壓需量電力,17,647,154370
114,01,203,中山區,15低壓電力小計,**,835,191540
114,01,203,中山區,16高壓電力,35,17729,3259900
114,01,203,中山區,17高壓電動車,*,720,58100
114,01,203,中山區,18特高壓電力,*,0,0
114,01,203,中山區,19高＆特高壓電力小計,**,18449,3318000
114,01,203,中山區,20電力小計,**,19284,3509540
114,01,203,中山區,21綜合＆電力小計,**,24824,4074704
114,01,203,中山區,22電燈＆綜合＆電力小計,**,27041,4958857
114,01,203,中山區,23臨時電燈,13,0,307
114,01,203,中山區,24臨時電力,*,268,9560
114,01,203,中山區,25臨時用電小計,**,268,9867
114,01,203,中山區,26總計（含臨時用電）,**,27041,4968724
114,01,203,中山區,27表燈合計,**,2217,884460
114,01,203,中山區,28綜合＆電力合計,**,24824,4084264
114,01,204,安樂區,1表燈非營業用,40927,217,405215
114,01,204,安樂區,2表燈營業用,1357,3396,1068708
114,01,204,安樂區,3表燈小計,**,3613,1473923
114,01,204,安樂區,4低壓綜合裝置非營業用,*,0,0
114,01,204,安樂區,5低壓綜合需量非營業用,293,8234,903795
114,01,204,安樂區,6低壓電動車非營業用,*,0,0
114,01,204,安樂區,7低壓綜合非營業用電小計,**,8234,903795
114,01,204,安樂區,8低壓綜合裝置營業用,*,0,0
114,01,204,安樂區,9低壓綜合需量營業用,79,3707,870253
114,01,204,安樂區,10低壓電動車營業用,*,21,0
114,01,204,安樂區,11低壓綜合營業用電小計,**,3728,870253
114,01,204,安樂區,12低壓綜合用電小計,**,11962,1774048
114,01,204,安樂區,13低壓裝置電力,8,60,11758
114,01,204,安樂區,14低壓需量電力,66,4079,560573
114,01,204,安樂區,15低壓電力小計,**,4139,572331
114,01,204,安樂區,16高壓電力,46,23929,6412724
114,01,204,安樂區,17高壓電動車,*,800,108000
114,01,204,安樂區,18特高壓電力,*,0,0
114,01,204,安樂區,19高＆特高壓電力小計,**,24729,6520724
114,01,204,安樂區,20電力小計,**,28868,7093055
114,01,204,安樂區,21綜合＆電力小計,**,40830,8867103
114,01,204,安樂區,22電燈＆綜合＆電力小計,**,44443,10341026
114,01,204,安樂區,23臨時電燈,8,0,0
114,01,204,安樂區,24臨時電力,10,3089,26920
114,01,204,安樂區,25臨時用電小計,**,3089,26920
114,01,204,安樂區,26總計（含臨時用電）,**,44443,10367946
114,01,204,安樂區,27表燈合計,**,3613,1473923
114,01,204,安樂區,28綜合＆電力合計,**,40830,8894023
114,01,205,暖暖區,1表燈非營業用,19317,58,4923706
114,01,205,暖暖區,2表燈營業用,790,1881,967521
