年度,月份,郵遞區號,行政區,項目,用戶數(戶),契約容量(kW),售電度數(度)
114,03,404,北區,13低壓裝置電力,66,510,36270
114,03,404,北區,14低壓需量電力,96,2141,298018
114,03,404,北區,15低壓電力小計,**,2651,334288
114,03,404,北區,16高壓電力,68,42089,11673828
114,03,404,北區,17高壓電動車,*,0,0
114,03,404,北區,18特高壓電力,*,0,0
114,03,404,北區,19高＆特高壓電力小計,**,42089,11673828
114,03,404,北區,20電力小計,**,44740,12008116
114,03,404,北區,21綜合＆電力小計,**,94428,19504807
114,03,404,北區,22電燈＆綜合＆電力小計,**,113889,41817848
114,03,404,北區,23臨時電燈,76,0,5768
114,03,404,北區,24臨時電力,20,2001,536880
114,03,404,北區,25臨時用電小計,**,2001,542648
114,03,404,北區,26總計（含臨時用電）,**,113889,42360496
114,03,404,北區,27表燈合計,**,19461,22318809
114,03,404,北區,28綜合＆電力合計,**,94428,20041687
114,03,406,北屯區,1表燈非營業用,173582,1627,19329334
114,03,406,北屯區,2表燈營業用,12757,27476,11248785
114,03,406,北屯區,3表燈小計,**,29103,30578119
114,03,406,北屯區,4低壓綜合裝置非營業用,*,0,0
114,03,406,北屯區,5低壓綜合需量非營業用,903,40961,4847995
114,03,406,北屯區,6低壓電動車非營業用,*,21,720
114,03,406,北屯區,7低壓綜合非營業用電小計,**,40982,4848715
114,03,406,北屯區,8低壓綜合裝置營業用,*,0,0
114,03,406,北屯區,9低壓綜合需量營業用,649,36566,6762519
114,03,406,北屯區,10低壓電動車營業用,*,1799,162840
114,03,406,北屯區,11低壓綜合營業用電小計,**,38365,6925359
114,03,406,北屯區,12低壓綜合用電小計,**,79347,11774074
114,03,406,北屯區,13低壓裝置電力,73,847,205848
114,03,406,北屯區,14低壓需量電力,142,4454,716155
114,03,406,北屯區,15低壓電力小計,**,5301,922003
114,03,406,北屯區,16高壓電力,58,35301,7982268
114,03,406,北屯區,17高壓電動車,*,1999,180720
114,03,406,北屯區,18特高壓電力,*,2700,995200
114,03,406,北屯區,19高＆特高壓電力小計,**,40000,9158188
114,03,406,北屯區,20電力小計,**,45301,10080191
114,03,406,北屯區,21綜合＆電力小計,**,124648,21854265
114,03,406,北屯區,22電燈＆綜合＆電力小計,**,153751,52432384
114,03,406,北屯區,23臨時電燈,397,0,55943
114,03,406,北屯區,24臨時電力,173,11846,1201211
114,03,406,北屯區,25臨時用電小計,**,11846,1257154
114,03,406,北屯區,26總計（含臨時用電）,**,153751,53689538
114,03,406,北屯區,27表燈合計,**,29103,30634062
114,03,406,北屯區,28綜合＆電力合計,**,124648,23055476
114,03,407,西屯區,1表燈非營業用,151052,2650,49102181
114,03,407,西屯區,2表燈營業用,17898,35097,23513819
114,03,407,西屯區,3表燈小計,**,37747,72616000
114,03,407,西屯區,4低壓綜合裝置非營業用,*,0,0
114,03,407,西屯區,5低壓綜合需量非營業用,1097,58741,8387909
114,03,407,西屯區,6低壓電動車非營業用,*,10,0
114,03,407,西屯區,7低壓綜合非營業用電小計,**,58751,8387909
114,03,407,西屯區,8低壓綜合裝置營業用,*,43,2993
114,03,407,西屯區,9低壓綜合需量營業用,1266,77029,12533349
114,03,407,西屯區,10低壓電動車營業用,9,2747,238866
114,03,407,西屯區,11低壓綜合營業用電小計,**,79819,12775208
114,03,407,西屯區,12低壓綜合用電小計,**,138570,21163117
114,03,407,西屯區,13低壓裝置電力,95,1388,209561
114,03,407,西屯區,14低壓需量電力,523,32993,5139842
114,03,407,西屯區,15低壓電力小計,**,34381,5349403
114,03,407,西屯區,16高壓電力,429,318219,94228235
114,03,407,西屯區,17高壓電動車,*,799,101120
114,03,407,西屯區,18特高壓電力,7,703450,474333473
114,03,407,西屯區,19高＆特高壓電力小計,**,1022468,568662828
114,03,407,西屯區,20電力小計,**,1056849,574012231
114,03,407,西屯區,21綜合＆電力小計,**,1195419,595175348
114,03,407,西屯區,22電燈＆綜合＆電力小計,**,1233166,667791348
114,03,407,西屯區,23臨時電燈,133,0,48081
114,03,407,西屯區,24臨時電力,158,25925,5328009
114,03,407,西屯區,25臨時用電小計,**,25925,5376090
114,03,407,西屯區,26總計（含臨時用電）,**,1233166,673167438
114,03,407,西屯區,27表燈合計,**,37747,72664081
114,03,407,西屯區,28綜合＆電力合計,**,1195419,600503357
114,03,408,南屯區,1表燈非營業用,102223,1451,30735477
114,03,408,南屯區,2表燈營業用,10280,23802,11837417
114,03,408,南屯區,3表燈小計,**,25253,42572894
114,03,408,南屯區,4低壓綜合裝置非營業用,*,0,0
114,03,408,南屯區,5低壓綜合需量非營業用,820,36863,4762678
114,03,408,南屯區,6低壓電動車非營業用,*,245,5560
114,03,408,南屯區,7低壓綜合非營業用電小計,**,37108,4768238
114,03,408,南屯區,8低壓綜合裝置營業用,*,0,0
114,03,408,南屯區,9低壓綜合需量營業用,673,42764,6957549
114,03,408,南屯區,10低壓電動車營業用,6,1648,115200
114,03,408,南屯區,11低壓綜合營業用電小計,**,44412,7072749
114,03,408,南屯區,12低壓綜合用電小計,**,81520,11840987
114,03,408,南屯區,13低壓裝置電力,39,501,56793
114,03,408,南屯區,14低壓需量電力,272,19283,2668261
114,03,408,南屯區,15低壓電力小計,**,19784,2725054
114,03,408,南屯區,16高壓電力,242,144833,41796271
114,03,408,南屯區,17高壓電動車,*,0,0
114,03,408,南屯區,18特高壓電力,*,56000,34176000
114,03,408,南屯區,19高＆特高壓電力小計,**,200833,75972271
114,03,408,南屯區,20電力小計,**,220617,78697325
114,03,408,南屯區,21綜合＆電力小計,**,302137,90538312
114,03,408,南屯區,22電燈＆綜合＆電力小計,**,327390,133111206
114,03,408,南屯區,23臨時電燈,130,0,17297
114,03,408,南屯區,24臨時電力,84,9467,1212338
114,03,408,南屯區,25臨時用電小計,**,9467,1229635
114,03,408,南屯區,26總計（含臨時用電）,**,327390,134340841
114,03,408,南屯區,27表燈合計,**,25253,42590191
114,03,408,南屯區,28綜合＆電力合計,**,302137,91750650
114,03,411,太平,1表燈非營業用,106070,1028,21941675
114,03,411,太平,2表燈營業用,9775,20915,16447849
114,03,411,太平,3表燈小計,**,21943,38389524
114,03,411,太平,4低壓綜合裝置非營業用,*,0,0
114,03,411,太平,5低壓綜合需量非營業用,263,12908,1509010
114,03,411,太平,6低壓電動車非營業用,*,0,0
114,03,411,太平,7低壓綜合非營業用電小計,**,12908,1509010
114,03,411,太平,8低壓綜合裝置營業用,*,0,0
114,03,411,太平,9低壓綜合需量營業用,486,27494,4370379
114,03,411,太平,10低壓電動車營業用,*,200,560
114,03,411,太平,11低壓綜合營業用電小計,**,27694,4370939
114,03,411,太平,12低壓綜合用電小計,**,40602,5879949
114,03,411,太平,13低壓裝置電力,102,1249,181755
114,03,411,太平,14低壓需量電力,1234,56141,7217282
114,03,411,太平,15低壓電力小計,**,57390,7399037
114,03,411,太平,16高壓電力,249,118854,25984734
114,03,411,太平,17高壓電動車,*,1620,108800
114,03,411,太平,18特高壓電力,*,0,0
114,03,411,太平,19高＆特高壓電力小計,**,120474,26093534
114,03,411,太平,20電力小計,**,177864,33492571
114,03,411,太平,21綜合＆電力小計,**,218466,39372520
114,03,411,太平,22電燈＆綜合＆電力小計,**,240409,77762044
114,03,411,太平,23臨時電燈,96,0,29963
114,03,411,太平,24臨時電力,31,2799,342560
114,03,411,太平,25臨時用電小計,**,2799,372523
114,03,411,太平,26總計（含臨時用電）,**,240409,78134567
114,03,411,太平,27表燈合計,**,21943,38419487
114,03,411,太平,28綜合＆電力合計,**,218466,39715080
114,03,412,大里,1表燈非營業用,108359,1192,42005277
114,03,412,大里,2表燈營業用,11049,26083,18722725
114,03,412,大里,3表燈小計,**,27275,60728002
114,03,412,大里,4低壓綜合裝置非營業用,*,0,0
114,03,412,大里,5低壓綜合需量非營業用,258,11917,1318970
114,03,412,大里,6低壓電動車非營業用,*,0,0
114,03,412,大里,7低壓綜合非營業用電小計,**,11917,1318970
114,03,412,大里,8低壓綜合裝置營業用,*,0,0
114,03,412,大里,9低壓綜合需量營業用,632,34539,5635637
114,03,412,大里,10低壓電動車營業用,*,49,80
114,03,412,大里,11低壓綜合營業用電小計,**,34588,5635717
114,03,412,大里,12低壓綜合用電小計,**,46505,6954687
114,03,412,大里,13低壓裝置電力,146,1167,144670
114,03,412,大里,14低壓需量電力,920,45724,6136086
114,03,412,大里,15低壓電力小計,**,46891,6280756
114,03,412,大里,16高壓電力,214,92191,19667466
114,03,412,大里,17高壓電動車,*,0,0
114,03,412,大里,18特高壓電力,*,0,0
114,03,412,大里,19高＆特高壓電力小計,**,92191,19667466
114,03,412,大里,20電力小計,**,139082,25948222
114,03,412,大里,21綜合＆電力小計,**,185587,32902909
114,03,412,大里,22電燈＆綜合＆電力小計,**,212862,93630911
114,03,412,大里,23臨時電燈,64,0,30451
114,03,412,大里,24臨時電力,35,3301,593680
114,03,412,大里,25臨時用電小計,**,3301,624131
114,03,412,大里,26總計（含臨時用電）,**,212862,94255042
114,03,412,大里,27表燈合計,**,27275,60758453
114,03,412,大里,28綜合＆電力合計,**,185587,33496589
114,03,413,霧峰,1表燈非營業用,39623,497,468537
114,03,413,霧峰,2表燈營業用,3874,8607,2133714
114,03,413,霧峰,3表燈小計,**,9104,2602251
114,03,413,霧峰,4低壓綜合裝置非營業用,*,0,0
114,03,413,霧峰,5低壓綜合需量非營業用,80,3908,414085
114,03,413,霧峰,6低壓電動車非營業用,*,0,0
114,03,413,霧峰,7低壓綜合非營業用電小計,**,3908,414085
114,03,413,霧峰,8低壓綜合裝置營業用,*,0,0
114,03,413,霧峰,9低壓綜合需量營業用,215,13376,2208052
114,03,413,霧峰,10低壓電動車營業用,*,1081,79200
114,03,413,霧峰,11低壓綜合營業用電小計,**,14457,2287252
114,03,413,霧峰,12低壓綜合用電小計,**,18365,2701337
114,03,413,霧峰,13低壓裝置電力,104,1483,202986
114,03,413,霧峰,14低壓需量電力,364,18165,2579844
114,03,413,霧峰,15低壓電力小計,**,19648,2782830
114,03,413,霧峰,16高壓電力,124,70425,16771767
114,03,413,霧峰,17高壓電動車,*,1794,185800
114,03,413,霧峰,18特高壓電力,*,0,0
114,03,413,霧峰,19高＆特高壓電力小計,**,72219,16957567
114,03,413,霧峰,20電力小計,**,91867,19740397
114,03,413,霧峰,21綜合＆電力小計,**,110232,22441734
114,03,413,霧峰,22電燈＆綜合＆電力小計,**,119336,25043985
114,03,413,霧峰,23臨時電燈,47,0,147
114,03,413,霧峰,24臨時電力,*,501,148280
114,03,413,霧峰,25臨時用電小計,**,501,148427
114,03,413,霧峰,26總計（含臨時用電）,**,119336,25192412
114,03,413,霧峰,27表燈合計,**,9104,2602398
114,03,413,霧峰,28綜合＆電力合計,**,110232,22590014
114,03,414,烏日,1表燈非營業用,46429,565,10625238
114,03,414,烏日,2表燈營業用,6569,14715,5132344
114,03,414,烏日,3表燈小計,**,15280,15757582
114,03,414,烏日,4低壓綜合裝置非營業用,*,0,0
114,03,414,烏日,5低壓綜合需量非營業用,137,8501,1161484
114,03,414,烏日,6低壓電動車非營業用,*,0,0
114,03,414,烏日,7低壓綜合非營業用電小計,**,8501,1161484
114,03,414,烏日,8低壓綜合裝置營業用,*,0,0
114,03,414,烏日,9低壓綜合需量營業用,452,32272,5158312
114,03,414,烏日,10低壓電動車營業用,*,1118,91640
114,03,414,烏日,11低壓綜合營業用電小計,**,33390,5249952
114,03,414,烏日,12低壓綜合用電小計,**,41891,6411436
114,03,414,烏日,13低壓裝置電力,96,1346,124532
114,03,414,烏日,14低壓需量電力,371,19572,2357486
114,03,414,烏日,15低壓電力小計,**,20918,2482018
114,03,414,烏日,16高壓電力,110,63223,11832517
114,03,414,烏日,17高壓電動車,*,0,0
114,03,414,烏日,18特高壓電力,*,11810,3612200
114,03,414,烏日,19高＆特高壓電力小計,**,75033,15444717
114,03,414,烏日,20電力小計,**,95951,17926735
114,03,414,烏日,21綜合＆電力小計,**,137842,24338171
114,03,414,烏日,22電燈＆綜合＆電力小計,**,153122,40095753
114,03,414,烏日,23臨時電燈,42,0,1499
114,03,414,烏日,24臨時電力,44,6009,818914
114,03,414,烏日,25臨時用電小計,**,6009,820413
114,03,414,烏日,26總計（含臨時用電）,**,153122,40916166
114,03,414,烏日,27表燈合計,**,15280,15759081
114,03,414,烏日,28綜合＆電力合計,**,137842,25157085
114,03,420,豐原,1表燈非營業用,86307,1447,21350577
114,03,420,豐原,2表燈營業用,9162,15945,10383079
114,03,420,豐原,3表燈小計,**,17392,31733656
114,03,420,豐原,4低壓綜合裝置非營業用,*,0,0
114,03,420,豐原,5低壓綜合需量非營業用,178,9240,956245
114,03,420,豐原,6低壓電動車非營業用,*,0,0
114,03,420,豐原,7低壓綜合非營業用電小計,**,9240,956245
114,03,420,豐原,8低壓綜合裝置營業用,*,67,5087
114,03,420,豐原,9低壓綜合需量營業用,592,29495,4423837
114,03,420,豐原,10低壓電動車營業用,*,881,91680
114,03,420,豐原,11低壓綜合營業用電小計,**,30443,4520604
114,03,420,豐原,12低壓綜合用電小計,**,39683,5476849
114,03,420,豐原,13低壓裝置電力,149,1169,68317
114,03,420,豐原,14低壓需量電力,753,27168,3459040
114,03,420,豐原,15低壓電力小計,**,28337,3527357
114,03,420,豐原,16高壓電力,112,45090,9813334
114,03,420,豐原,17高壓電動車,*,0,0
114,03,420,豐原,18特高壓電力,*,11816,3444000
114,03,420,豐原,19高＆特高壓電力小計,**,56906,13257334
114,03,420,豐原,20電力小計,**,85243,16784691
114,03,420,豐原,21綜合＆電力小計,**,124926,22261540
114,03,420,豐原,22電燈＆綜合＆電力小計,**,142318,53995196
114,03,420,豐原,23臨時電燈,105,0,17576
114,03,420,豐原,24臨時電力,20,1607,197800
114,03,420,豐原,25臨時用電小計,**,1607,215376
114,03,420,豐原,26總計（含臨時用電）,**,142318,54210572
114,03,420,豐原,27表燈合計,**,17392,31751232
114,03,420,豐原,28綜合＆電力合計,**,124926,22459340
114,03,421,后里,1表燈非營業用,30181,551,9649924
114,03,421,后里,2表燈營業用,3015,5317,3961354
114,03,421,后里,3表燈小計,**,5868,13611278
114,03,421,后里,4低壓綜合裝置非營業用,*,0,0
114,03,421,后里,5低壓綜合需量非營業用,45,2268,237600
114,03,421,后里,6低壓電動車非營業用,*,0,0
114,03,421,后里,7低壓綜合非營業用電小計,**,2268,237600
114,03,421,后里,8低壓綜合裝置營業用,*,0,0
114,03,421,后里,9低壓綜合需量營業用,155,10938,1703447
114,03,421,后里,10低壓電動車營業用,*,250,3360
114,03,421,后里,11低壓綜合營業用電小計,**,11188,1706807
114,03,421,后里,12低壓綜合用電小計,**,13456,1944407
114,03,421,后里,13低壓裝置電力,60,639,34914
114,03,421,后里,14低壓需量電力,199,12814,2059175
114,03,421,后里,15低壓電力小計,**,13453,2094089
114,03,421,后里,16高壓電力,91,52849,13876093
114,03,421,后里,17高壓電動車,*,600,123000
114,03,421,后里,18特高壓電力,10,657486,380215014
114,03,421,后里,19高＆特高壓電力小計,**,710935,394214107
114,03,421,后里,20電力小計,**,724388,396308196
114,03,421,后里,21綜合＆電力小計,**,737844,398252603
114,03,421,后里,22電燈＆綜合＆電力小計,**,743712,411863881
114,03,421,后里,23臨時電燈,70,0,19787
114,03,421,后里,24臨時電力,27,6156,557640
114,03,421,后里,25臨時用電小計,**,6156,577427
114,03,421,后里,26總計（含臨時用電）,**,743712,412441308
114,03,421,后里,27表燈合計,**,5868,13631065
114,03,421,后里,28綜合＆電力合計,**,737844,398810243
114,03,422,石岡,1表燈非營業用,8307,0,3816108
114,03,422,石岡,2表燈營業用,541,715,1048080
114,03,422,石岡,3表燈小計,**,715,4864188
114,03,422,石岡,4低壓綜合裝置非營業用,*,0,0
114,03,422,石岡,5低壓綜合需量非營業用,7,375,47260
114,03,422,石岡,6低壓電動車非營業用,*,0,0
114,03,422,石岡,7低壓綜合非營業用電小計,**,375,47260
114,03,422,石岡,8低壓綜合裝置營業用,*,0,0
114,03,422,石岡,9低壓綜合需量營業用,30,1942,252774
114,03,422,石岡,10低壓電動車營業用,*,0,0
114,03,422,石岡,11低壓綜合營業用電小計,**,1942,252774
114,03,422,石岡,12低壓綜合用電小計,**,2317,300034
114,03,422,石岡,13低壓裝置電力,22,225,30283
114,03,422,石岡,14低壓需量電力,42,2211,429372
114,03,422,石岡,15低壓電力小計,**,2436,459655
114,03,422,石岡,16高壓電力,19,7728,2330266
114,03,422,石岡,17高壓電動車,*,0,0
114,03,422,石岡,18特高壓電力,*,0,0
114,03,422,石岡,19高＆特高壓電力小計,**,7728,2330266
114,03,422,石岡,20電力小計,**,10164,2789921
114,03,422,石岡,21綜合＆電力小計,**,12481,3089955
114,03,422,石岡,22電燈＆綜合＆電力小計,**,13196,7954143
114,03,422,石岡,23臨時電燈,13,0,24206
114,03,422,石岡,24臨時電力,*,359,35920
114,03,422,石岡,25臨時用電小計,**,359,60126
114,03,422,石岡,26總計（含臨時用電）,**,13196,8014269
114,03,422,石岡,27表燈合計,**,715,4888394
114,03,422,石岡,28綜合＆電力合計,**,12481,3125875
114,03,423,東勢,1表燈非營業用,35160,162,4531286
114,03,423,東勢,2表燈營業用,1837,1745,964246
114,03,423,東勢,3表燈小計,**,1907,5495532
114,03,423,東勢,4低壓綜合裝置非營業用,*,0,0
114,03,423,東勢,5低壓綜合需量非營業用,46,1686,140156
114,03,423,東勢,6低壓電動車非營業用,*,0,0
114,03,423,東勢,7低壓綜合非營業用電小計,**,1686,140156
114,03,423,東勢,8低壓綜合裝置營業用,*,0,0
114,03,423,東勢,9低壓綜合需量營業用,60,2455,481581
114,03,423,東勢,10低壓電動車營業用,*,0,0
114,03,423,東勢,11低壓綜合營業用電小計,**,2455,481581
114,03,423,東勢,12低壓綜合用電小計,**,4141,621737
114,03,423,東勢,13低壓裝置電力,78,347,49960
114,03,423,東勢,14低壓需量電力,44,1253,249918
114,03,423,東勢,15低壓電力小計,**,1600,299878
114,03,423,東勢,16高壓電力,15,3610,759656
114,03,423,東勢,17高壓電動車,*,0,0
114,03,423,東勢,18特高壓電力,*,0,0
114,03,423,東勢,19高＆特高壓電力小計,**,3610,759656
114,03,423,東勢,20電力小計,**,5210,1059534
114,03,423,東勢,21綜合＆電力小計,**,9351,1681271
114,03,423,東勢,22電燈＆綜合＆電力小計,**,11258,7176803
114,03,423,東勢,23臨時電燈,35,0,1722
114,03,423,東勢,24臨時電力,*,95,2360
114,03,423,東勢,25臨時用電小計,**,95,4082
114,03,423,東勢,26總計（含臨時用電）,**,11258,7180885
114,03,423,東勢,27表燈合計,**,1907,5497254
114,03,423,東勢,28綜合＆電力合計,**,9351,1683631
114,03,424,和平,1表燈非營業用,8227,84,1734183
114,03,424,和平,2表燈營業用,530,898,573290
114,03,424,和平,3表燈小計,**,982,2307473
114,03,424,和平,4低壓綜合裝置非營業用,*,0,0
114,03,424,和平,5低壓綜合需量非營業用,18,740,110662
114,03,424,和平,6低壓電動車非營業用,*,0,0
114,03,424,和平,7低壓綜合非營業用電小計,**,740,110662
114,03,424,和平,8低壓綜合裝置營業用,*,0,0
114,03,424,和平,9低壓綜合需量營業用,24,1615,419436
114,03,424,和平,10低壓電動車營業用,*,0,0
114,03,424,和平,11低壓綜合營業用電小計,**,1615,419436
114,03,424,和平,12低壓綜合用電小計,**,2355,530098
114,03,424,和平,13低壓裝置電力,150,1196,83517
114,03,424,和平,14低壓需量電力,105,1481,70475
114,03,424,和平,15低壓電力小計,**,2677,153992
114,03,424,和平,16高壓電力,16,6537,1225380
114,03,424,和平,17高壓電動車,*,0,0
114,03,424,和平,18特高壓電力,*,0,0
114,03,424,和平,19高＆特高壓電力小計,**,6537,1225380
114,03,424,和平,20電力小計,**,9214,1379372
114,03,424,和平,21綜合＆電力小計,**,11569,1909470
114,03,424,和平,22電燈＆綜合＆電力小計,**,12551,4216943
114,03,424,和平,23臨時電燈,10,0,6200
114,03,424,和平,24臨時電力,*,0,0
114,03,424,和平,25臨時用電小計,**,0,6200
114,03,424,和平,26總計（含臨時用電）,**,12551,4223143
114,03,424,和平,27表燈合計,**,982,2313673
114,03,424,和平,28綜合＆電力合計,**,11569,1909470
114,03,426,新社,1表燈非營業用,18376,148,4582726
114,03,426,新社,2表燈營業用,1098,1578,1308481
114,03,426,新社,3表燈小計,**,1726,5891207
114,03,426,新社,4低壓綜合裝置非營業用,*,0,0
114,03,426,新社,5低壓綜合需量非營業用,18,853,83349
114,03,426,新社,6低壓電動車非營業用,*,0,0
114,03,426,新社,7低壓綜合非營業用電小計,**,853,83349
114,03,426,新社,8低壓綜合裝置營業用,*,0,0
114,03,426,新社,9低壓綜合需量營業用,33,2374,428728
114,03,426,新社,10低壓電動車營業用,*,0,0
114,03,426,新社,11低壓綜合營業用電小計,**,2374,428728
114,03,426,新社,12低壓綜合用電小計,**,3227,512077
114,03,426,新社,13低壓裝置電力,487,2811,481262
114,03,426,新社,14低壓需量電力,109,3653,495809
114,03,426,新社,15低壓電力小計,**,6464,977071
114,03,426,新社,16高壓電力,20,9149,2958422
114,03,426,新社,17高壓電動車,*,0,0
114,03,426,新社,18特高壓電力,*,0,0
114,03,426,新社,19高＆特高壓電力小計,**,9149,2958422
114,03,426,新社,20電力小計,**,15613,3935493
114,03,426,新社,21綜合＆電力小計,**,18840,4447570
114,03,426,新社,22電燈＆綜合＆電力小計,**,20566,10338777
114,03,426,新社,23臨時電燈,8,0,953
114,03,426,新社,24臨時電力,*,0,0
114,03,426,新社,25臨時用電小計,**,0,953
114,03,426,新社,26總計（含臨時用電）,**,20566,10339730
114,03,426,新社,27表燈合計,**,1726,5892160
114,03,426,新社,28綜合＆電力合計,**,18840,4447570
114,03,427,潭子,1表燈非營業用,55479,676,18721779
114,03,427,潭子,2表燈營業用,5411,11100,8675777
114,03,427,潭子,3表燈小計,**,11776,27397556
114,03,427,潭子,4低壓綜合裝置非營業用,*,0,0
114,03,427,潭子,5低壓綜合需量非營業用,175,8100,983315
114,03,427,潭子,6低壓電動車非營業用,*,0,0
114,03,427,潭子,7低壓綜合非營業用電小計,**,8100,983315
114,03,427,潭子,8低壓綜合裝置營業用,*,0,0
114,03,427,潭子,9低壓綜合需量營業用,303,18513,2579957
114,03,427,潭子,10低壓電動車營業用,*,305,3360
114,03,427,潭子,11低壓綜合營業用電小計,**,18818,2583317
114,03,427,潭子,12低壓綜合用電小計,**,26918,3566632
114,03,427,潭子,13低壓裝置電力,38,358,31508
114,03,427,潭子,14低壓需量電力,364,16019,1909862
114,03,427,潭子,15低壓電力小計,**,16377,1941370
114,03,427,潭子,16高壓電力,150,110893,42397522
114,03,427,潭子,17高壓電動車,*,0,0
114,03,427,潭子,18特高壓電力,*,42100,25486385
114,03,427,潭子,19高＆特高壓電力小計,**,152993,67883907
114,03,427,潭子,20電力小計,**,169370,69825277
114,03,427,潭子,21綜合＆電力小計,**,196288,73391909
114,03,427,潭子,22電燈＆綜合＆電力小計,**,208064,100789465
114,03,427,潭子,23臨時電燈,64,0,17761
114,03,427,潭子,24臨時電力,18,1298,89880
114,03,427,潭子,25臨時用電小計,**,1298,107641
114,03,427,潭子,26總計（含臨時用電）,**,208064,100897106
114,03,427,潭子,27表燈合計,**,11776,27415317
114,03,427,潭子,28綜合＆電力合計,**,196288,73481789
114,03,428,大雅,1表燈非營業用,48584,1085,15333500
114,03,428,大雅,2表燈營業用,6315,15049,11083204
114,03,428,大雅,3表燈小計,**,16134,26416704
114,03,428,大雅,4低壓綜合裝置非營業用,*,0,0
114,03,428,大雅,5低壓綜合需量非營業用,115,4938,431170
114,03,428,大雅,6低壓電動車非營業用,*,0,0
114,03,428,大雅,7低壓綜合非營業用電小計,**,4938,431170
114,03,428,大雅,8低壓綜合裝置營業用,*,0,0
114,03,428,大雅,9低壓綜合需量營業用,413,26568,4037295
114,03,428,大雅,10低壓電動車營業用,*,0,0
114,03,428,大雅,11低壓綜合營業用電小計,**,26568,4037295
114,03,428,大雅,12低壓綜合用電小計,**,31506,4468465
114,03,428,大雅,13低壓裝置電力,60,858,170634
114,03,428,大雅,14低壓需量電力,407,29576,5189111
114,03,428,大雅,15低壓電力小計,**,30434,5359745
114,03,428,大雅,16高壓電力,151,122143,47513944
114,03,428,大雅,17高壓電動車,*,0,0
114,03,428,大雅,18特高壓電力,7,378000,239640642
114,03,428,大雅,19高＆特高壓電力小計,**,500143,287154586
114,03,428,大雅,20電力小計,**,530577,292514331
114,03,428,大雅,21綜合＆電力小計,**,562083,296982796
114,03,428,大雅,22電燈＆綜合＆電力小計,**,578217,323399500
114,03,428,大雅,23臨時電燈,46,0,30443
114,03,428,大雅,24臨時電力,15,752,61947
114,03,428,大雅,25臨時用電小計,**,752,92390
114,03,428,大雅,26總計（含臨時用電）,**,578217,323491890
114,03,428,大雅,27表燈合計,**,16134,26447147
114,03,428,大雅,28綜合＆電力合計,**,562083,297044743
114,03,429,神岡,1表燈非營業用,33461,657,11970584
114,03,429,神岡,2表燈營業用,5687,10466,12267815
114,03,429,神岡,3表燈小計,**,11123,24238399
114,03,429,神岡,4低壓綜合裝置非營業用,*,0,0
114,03,429,神岡,5低壓綜合需量非營業用,39,2327,180514
114,03,429,神岡,6低壓電動車非營業用,*,0,0
114,03,429,神岡,7低壓綜合非營業用電小計,**,2327,180514
114,03,429,神岡,8低壓綜合裝置營業用,*,0,0
114,03,429,神岡,9低壓綜合需量營業用,462,35136,4912241
114,03,429,神岡,10低壓電動車營業用,*,80,3200
114,03,429,神岡,11低壓綜合營業用電小計,**,35216,4915441
114,03,429,神岡,12低壓綜合用電小計,**,37543,5095955
114,03,429,神岡,13低壓裝置電力,58,584,40089
114,03,429,神岡,14低壓需量電力,633,33199,4615081
114,03,429,神岡,15低壓電力小計,**,33783,4655170
114,03,429,神岡,16高壓電力,180,89037,18772268
114,03,429,神岡,17高壓電動車,*,1000,30500
114,03,429,神岡,18特高壓電力,*,0,0
114,03,429,神岡,19高＆特高壓電力小計,**,90037,18802768
114,03,429,神岡,20電力小計,**,123820,23457938
114,03,429,神岡,21綜合＆電力小計,**,161363,28553893
114,03,429,神岡,22電燈＆綜合＆電力小計,**,172486,52792292
114,03,429,神岡,23臨時電燈,60,0,18947
114,03,429,神岡,24臨時電力,6,264,28040
114,03,429,神岡,25臨時用電小計,**,264,46987
114,03,429,神岡,26總計（含臨時用電）,**,172486,52839279
114,03,429,神岡,27表燈合計,**,11123,24257346
114,03,429,神岡,28綜合＆電力合計,**,161363,28581933
114,03,432,大肚,1表燈非營業用,31779,57,6353312
114,03,432,大肚,2表燈營業用,2718,3380,2081478
114,03,432,大肚,3表燈小計,**,3437,8434790
114,03,432,大肚,4低壓綜合裝置非營業用,*,0,0
114,03,432,大肚,5低壓綜合需量非營業用,43,2003,155754
114,03,432,大肚,6低壓電動車非營業用,*,0,0
114,03,432,大肚,7低壓綜合非營業用電小計,**,2003,155754
114,03,432,大肚,8低壓綜合裝置營業用,*,0,0
114,03,432,大肚,9低壓綜合需量營業用,157,10291,1577662
114,03,432,大肚,10低壓電動車營業用,*,0,0
114,03,432,大肚,11低壓綜合營業用電小計,**,10291,1577662
114,03,432,大肚,12低壓綜合用電小計,**,12294,1733416
114,03,432,大肚,13低壓裝置電力,51,486,100662
114,03,432,大肚,14低壓需量電力,255,13380,1730045
114,03,432,大肚,15低壓電力小計,**,13866,1830707
114,03,432,大肚,16高壓電力,90,61159,15781368
114,03,432,大肚,17高壓電動車,*,0,0
114,03,432,大肚,18特高壓電力,*,5310,3493800
114,03,432,大肚,19高＆特高壓電力小計,**,66469,19275168
114,03,432,大肚,20電力小計,**,80335,21105875
114,03,432,大肚,21綜合＆電力小計,**,92629,22839291
114,03,432,大肚,22電燈＆綜合＆電力小計,**,96066,31274081
114,03,432,大肚,23臨時電燈,42,0,6210
114,03,432,大肚,24臨時電力,7,329,30360
