年度,月份,郵遞區號,行政區,項目,用戶數(戶),契約容量(kW),售電度數(度)
113,01,643,林內,13低壓裝置電力,107 ,1268 ,69636 
113,01,643,林內,14低壓需量電力,75 ,3249 ,554083 
113,01,643,林內,15低壓電力小計,**,4517 ,623719 
113,01,643,林內,16高壓電力,16 ,6961 ,1472348 
113,01,643,林內,17高壓電動車,*,0 ,0 
113,01,643,林內,18特高壓電力,*,8700 ,4553000 
113,01,643,林內,19高＆特高壓電力小計,**,15661 ,6025348 
113,01,643,林內,20電力小計,**,20178 ,6649067 
113,01,643,林內,21綜合＆電力小計,**,24035 ,7049306 
113,01,643,林內,22電燈＆綜合＆電力小計,**,24880 ,9966572 
113,01,643,林內,23臨時電燈,14 ,0 ,910 
113,01,643,林內,24臨時電力,*,0 ,0 
113,01,643,林內,25臨時用電小計,**,0 ,910 
113,01,643,林內,26總計（含臨時用電）,**,24880 ,9967482 
113,01,643,林內,27表燈合計,**,845 ,2918176 
113,01,643,林內,28綜合＆電力合計,**,24035 ,7049306 
113,01,646,古坑,1表燈非營業用,22939 ,309 ,5074809 
113,01,646,古坑,2表燈營業用,815 ,1379 ,963546 
113,01,646,古坑,3表燈小計,**,1688 ,6038355 
113,01,646,古坑,4低壓綜合裝置非營業用,*,0 ,0 
113,01,646,古坑,5低壓綜合需量非營業用,35 ,1728 ,196044 
113,01,646,古坑,6低壓電動車非營業用,*,0 ,0 
113,01,646,古坑,7低壓綜合非營業用電小計,**,1728 ,196044 
113,01,646,古坑,8低壓綜合裝置營業用,*,0 ,0 
113,01,646,古坑,9低壓綜合需量營業用,45 ,2178 ,458868 
113,01,646,古坑,10低壓電動車營業用,*,0 ,0 
113,01,646,古坑,11低壓綜合營業用電小計,**,2178 ,458868 
113,01,646,古坑,12低壓綜合用電小計,**,3906 ,654912 
113,01,646,古坑,13低壓裝置電力,364 ,4814 ,330902 
113,01,646,古坑,14低壓需量電力,180 ,5358 ,969155 
113,01,646,古坑,15低壓電力小計,**,10172 ,1300057 
113,01,646,古坑,16高壓電力,19 ,9125 ,2148612 
113,01,646,古坑,17高壓電動車,*,0 ,0 
113,01,646,古坑,18特高壓電力,*,0 ,0 
113,01,646,古坑,19高＆特高壓電力小計,**,9125 ,2148612 
113,01,646,古坑,20電力小計,**,19297 ,3448669 
113,01,646,古坑,21綜合＆電力小計,**,23203 ,4103581 
113,01,646,古坑,22電燈＆綜合＆電力小計,**,24891 ,10141936 
113,01,646,古坑,23臨時電燈,22 ,0 ,7070 
113,01,646,古坑,24臨時電力,8 ,1385 ,168160 
113,01,646,古坑,25臨時用電小計,**,1385 ,175230 
113,01,646,古坑,26總計（含臨時用電）,**,24891 ,10317166 
113,01,646,古坑,27表燈合計,**,1688 ,6045425 
113,01,646,古坑,28綜合＆電力合計,**,23203 ,4271741 
113,01,647,莿桐,1表燈非營業用,23322 ,73 ,2673925 
113,01,647,莿桐,2表燈營業用,815 ,988 ,925026 
113,01,647,莿桐,3表燈小計,**,1061 ,3598951 
113,01,647,莿桐,4低壓綜合裝置非營業用,*,0 ,0 
113,01,647,莿桐,5低壓綜合需量非營業用,17 ,908 ,63964 
113,01,647,莿桐,6低壓電動車非營業用,*,0 ,0 
113,01,647,莿桐,7低壓綜合非營業用電小計,**,908 ,63964 
113,01,647,莿桐,8低壓綜合裝置營業用,*,0 ,0 
113,01,647,莿桐,9低壓綜合需量營業用,47 ,2697 ,692615 
113,01,647,莿桐,10低壓電動車營業用,*,0 ,0 
113,01,647,莿桐,11低壓綜合營業用電小計,**,2697 ,692615 
113,01,647,莿桐,12低壓綜合用電小計,**,3605 ,756579 
113,01,647,莿桐,13低壓裝置電力,171 ,2528 ,301923 
113,01,647,莿桐,14低壓需量電力,107 ,5100 ,989116 
113,01,647,莿桐,15低壓電力小計,**,7628 ,1291039 
113,01,647,莿桐,16高壓電力,27 ,12432 ,2377008 
113,01,647,莿桐,17高壓電動車,*,0 ,0 
113,01,647,莿桐,18特高壓電力,*,6700 ,2676000 
113,01,647,莿桐,19高＆特高壓電力小計,**,19132 ,5053008 
113,01,647,莿桐,20電力小計,**,26760 ,6344047 
113,01,647,莿桐,21綜合＆電力小計,**,30365 ,7100626 
113,01,647,莿桐,22電燈＆綜合＆電力小計,**,31426 ,10699577 
113,01,647,莿桐,23臨時電燈,22 ,0 ,1207 
113,01,647,莿桐,24臨時電力,*,99 ,12000 
113,01,647,莿桐,25臨時用電小計,**,99 ,13207 
113,01,647,莿桐,26總計（含臨時用電）,**,31426 ,10712784 
113,01,647,莿桐,27表燈合計,**,1061 ,3600158 
113,01,647,莿桐,28綜合＆電力合計,**,30365 ,7112626 
113,01,648,西螺,1表燈非營業用,37393 ,703 ,7019138 
113,01,648,西螺,2表燈營業用,2047 ,7481 ,3216285 
113,01,648,西螺,3表燈小計,**,8184 ,10235423 
113,01,648,西螺,4低壓綜合裝置非營業用,*,0 ,0 
113,01,648,西螺,5低壓綜合需量非營業用,29 ,1538 ,174963 
113,01,648,西螺,6低壓電動車非營業用,*,0 ,0 
113,01,648,西螺,7低壓綜合非營業用電小計,**,1538 ,174963 
113,01,648,西螺,8低壓綜合裝置營業用,*,0 ,0 
113,01,648,西螺,9低壓綜合需量營業用,193 ,14851 ,2606250 
113,01,648,西螺,10低壓電動車營業用,*,0 ,0 
113,01,648,西螺,11低壓綜合營業用電小計,**,14851 ,2606250 
113,01,648,西螺,12低壓綜合用電小計,**,16389 ,2781213 
113,01,648,西螺,13低壓裝置電力,158 ,2900 ,482966 
113,01,648,西螺,14低壓需量電力,142 ,8023 ,1356789 
113,01,648,西螺,15低壓電力小計,**,10923 ,1839755 
113,01,648,西螺,16高壓電力,35 ,12803 ,2931316 
113,01,648,西螺,17高壓電動車,*,0 ,0 
113,01,648,西螺,18特高壓電力,*,0 ,0 
113,01,648,西螺,19高＆特高壓電力小計,**,12803 ,2931316 
113,01,648,西螺,20電力小計,**,23726 ,4771071 
113,01,648,西螺,21綜合＆電力小計,**,40115 ,7552284 
113,01,648,西螺,22電燈＆綜合＆電力小計,**,48299 ,17787707 
113,01,648,西螺,23臨時電燈,56 ,0 ,1410 
113,01,648,西螺,24臨時電力,*,159 ,24520 
113,01,648,西螺,25臨時用電小計,**,159 ,25930 
113,01,648,西螺,26總計（含臨時用電）,**,48299 ,17813637 
113,01,648,西螺,27表燈合計,**,8184 ,10236833 
113,01,648,西螺,28綜合＆電力合計,**,40115 ,7576804 
113,01,649,二崙,1表燈非營業用,26285 ,601 ,4416870 
113,01,649,二崙,2表燈營業用,537 ,1314 ,792698 
113,01,649,二崙,3表燈小計,**,1915 ,5209568 
113,01,649,二崙,4低壓綜合裝置非營業用,*,0 ,0 
113,01,649,二崙,5低壓綜合需量非營業用,10 ,461 ,3920 
113,01,649,二崙,6低壓電動車非營業用,*,0 ,0 
113,01,649,二崙,7低壓綜合非營業用電小計,**,461 ,3920 
113,01,649,二崙,8低壓綜合裝置營業用,*,0 ,0 
113,01,649,二崙,9低壓綜合需量營業用,65 ,3151 ,631277 
113,01,649,二崙,10低壓電動車營業用,*,62 ,160 
113,01,649,二崙,11低壓綜合營業用電小計,**,3213 ,631437 
113,01,649,二崙,12低壓綜合用電小計,**,3674 ,635357 
113,01,649,二崙,13低壓裝置電力,276 ,3237 ,761620 
113,01,649,二崙,14低壓需量電力,145 ,5186 ,924062 
113,01,649,二崙,15低壓電力小計,**,8423 ,1685682 
113,01,649,二崙,16高壓電力,16 ,4498 ,670240 
113,01,649,二崙,17高壓電動車,*,0 ,0 
113,01,649,二崙,18特高壓電力,*,0 ,0 
113,01,649,二崙,19高＆特高壓電力小計,**,4498 ,670240 
113,01,649,二崙,20電力小計,**,12921 ,2355922 
113,01,649,二崙,21綜合＆電力小計,**,16595 ,2991279 
113,01,649,二崙,22電燈＆綜合＆電力小計,**,18510 ,8200847 
113,01,649,二崙,23臨時電燈,11 ,0 ,3870 
113,01,649,二崙,24臨時電力,*,1 ,120 
113,01,649,二崙,25臨時用電小計,**,1 ,3990 
113,01,649,二崙,26總計（含臨時用電）,**,18510 ,8204837 
113,01,649,二崙,27表燈合計,**,1915 ,5213438 
113,01,649,二崙,28綜合＆電力合計,**,16595 ,2991399 
113,01,651,北港,1表燈非營業用,31386 ,257 ,6342632 
113,01,651,北港,2表燈營業用,1786 ,2219 ,2012474 
113,01,651,北港,3表燈小計,**,2476 ,8355106 
113,01,651,北港,4低壓綜合裝置非營業用,*,0 ,0 
113,01,651,北港,5低壓綜合需量非營業用,56 ,2922 ,293444 
113,01,651,北港,6低壓電動車非營業用,*,0 ,0 
113,01,651,北港,7低壓綜合非營業用電小計,**,2922 ,293444 
113,01,651,北港,8低壓綜合裝置營業用,*,0 ,0 
113,01,651,北港,9低壓綜合需量營業用,145 ,6013 ,1232722 
113,01,651,北港,10低壓電動車營業用,*,200 ,320 
113,01,651,北港,11低壓綜合營業用電小計,**,6213 ,1233042 
113,01,651,北港,12低壓綜合用電小計,**,9135 ,1526486 
113,01,651,北港,13低壓裝置電力,193 ,2354 ,325390 
113,01,651,北港,14低壓需量電力,126 ,4620 ,710031 
113,01,651,北港,15低壓電力小計,**,6974 ,1035421 
113,01,651,北港,16高壓電力,14 ,5059 ,1497300 
113,01,651,北港,17高壓電動車,*,0 ,0 
113,01,651,北港,18特高壓電力,*,0 ,0 
113,01,651,北港,19高＆特高壓電力小計,**,5059 ,1497300 
113,01,651,北港,20電力小計,**,12033 ,2532721 
113,01,651,北港,21綜合＆電力小計,**,21168 ,4059207 
113,01,651,北港,22電燈＆綜合＆電力小計,**,23644 ,12414313 
113,01,651,北港,23臨時電燈,28 ,0 ,1881 
113,01,651,北港,24臨時電力,*,248 ,3640 
113,01,651,北港,25臨時用電小計,**,248 ,5521 
113,01,651,北港,26總計（含臨時用電）,**,23644 ,12419834 
113,01,651,北港,27表燈合計,**,2476 ,8356987 
113,01,651,北港,28綜合＆電力合計,**,21168 ,4062847 
113,01,652,水林,1表燈非營業用,23562 ,31 ,3861349 
113,01,652,水林,2表燈營業用,495 ,394 ,481949 
113,01,652,水林,3表燈小計,**,425 ,4343298 
113,01,652,水林,4低壓綜合裝置非營業用,*,0 ,0 
113,01,652,水林,5低壓綜合需量非營業用,13 ,645 ,2392 
113,01,652,水林,6低壓電動車非營業用,*,0 ,0 
113,01,652,水林,7低壓綜合非營業用電小計,**,645 ,2392 
113,01,652,水林,8低壓綜合裝置營業用,*,0 ,0 
113,01,652,水林,9低壓綜合需量營業用,39 ,1883 ,494190 
113,01,652,水林,10低壓電動車營業用,*,0 ,0 
113,01,652,水林,11低壓綜合營業用電小計,**,1883 ,494190 
113,01,652,水林,12低壓綜合用電小計,**,2528 ,496582 
113,01,652,水林,13低壓裝置電力,509 ,5152 ,765738 
113,01,652,水林,14低壓需量電力,175 ,5598 ,1142895 
113,01,652,水林,15低壓電力小計,**,10750 ,1908633 
113,01,652,水林,16高壓電力,14 ,3159 ,863430 
113,01,652,水林,17高壓電動車,*,0 ,0 
113,01,652,水林,18特高壓電力,*,0 ,0 
113,01,652,水林,19高＆特高壓電力小計,**,3159 ,863430 
113,01,652,水林,20電力小計,**,13909 ,2772063 
113,01,652,水林,21綜合＆電力小計,**,16437 ,3268645 
113,01,652,水林,22電燈＆綜合＆電力小計,**,16862 ,7611943 
113,01,652,水林,23臨時電燈,8 ,0 ,528 
113,01,652,水林,24臨時電力,*,199 ,5200 
113,01,652,水林,25臨時用電小計,**,199 ,5728 
113,01,652,水林,26總計（含臨時用電）,**,16862 ,7617671 
113,01,652,水林,27表燈合計,**,425 ,4343826 
113,01,652,水林,28綜合＆電力合計,**,16437 ,3273845 
113,01,653,口湖,1表燈非營業用,15381 ,55 ,2796820 
113,01,653,口湖,2表燈營業用,543 ,637 ,512634 
113,01,653,口湖,3表燈小計,**,692 ,3309454 
113,01,653,口湖,4低壓綜合裝置非營業用,*,0 ,0 
113,01,653,口湖,5低壓綜合需量非營業用,17 ,652 ,6119 
113,01,653,口湖,6低壓電動車非營業用,*,0 ,0 
113,01,653,口湖,7低壓綜合非營業用電小計,**,652 ,6119 
113,01,653,口湖,8低壓綜合裝置營業用,*,0 ,0 
113,01,653,口湖,9低壓綜合需量營業用,50 ,1168 ,419193 
113,01,653,口湖,10低壓電動車營業用,*,0 ,0 
113,01,653,口湖,11低壓綜合營業用電小計,**,1168 ,419193 
113,01,653,口湖,12低壓綜合用電小計,**,1820 ,425312 
113,01,653,口湖,13低壓裝置電力,3098 ,17111 ,3744213 
113,01,653,口湖,14低壓需量電力,829 ,7491 ,1879334 
113,01,653,口湖,15低壓電力小計,**,24602 ,5623547 
113,01,653,口湖,16高壓電力,9 ,3058 ,637040 
113,01,653,口湖,17高壓電動車,*,0 ,0 
113,01,653,口湖,18特高壓電力,*,0 ,0 
113,01,653,口湖,19高＆特高壓電力小計,**,3058 ,637040 
113,01,653,口湖,20電力小計,**,27660 ,6260587 
113,01,653,口湖,21綜合＆電力小計,**,29480 ,6685899 
113,01,653,口湖,22電燈＆綜合＆電力小計,**,30172 ,9995353 
113,01,653,口湖,23臨時電燈,8 ,0 ,198 
113,01,653,口湖,24臨時電力,*,3 ,4016 
113,01,653,口湖,25臨時用電小計,**,3 ,4214 
113,01,653,口湖,26總計（含臨時用電）,**,30172 ,9999567 
113,01,653,口湖,27表燈合計,**,692 ,3309652 
113,01,653,口湖,28綜合＆電力合計,**,29480 ,6689915 
113,01,654,四湖,1表燈非營業用,21331 ,79 ,2944910 
113,01,654,四湖,2表燈營業用,490 ,454 ,470385 
113,01,654,四湖,3表燈小計,**,533 ,3415295 
113,01,654,四湖,4低壓綜合裝置非營業用,*,0 ,0 
113,01,654,四湖,5低壓綜合需量非營業用,16 ,1012 ,108672 
113,01,654,四湖,6低壓電動車非營業用,*,0 ,0 
113,01,654,四湖,7低壓綜合非營業用電小計,**,1012 ,108672 
113,01,654,四湖,8低壓綜合裝置營業用,*,0 ,0 
113,01,654,四湖,9低壓綜合需量營業用,30 ,1343 ,262861 
113,01,654,四湖,10低壓電動車營業用,*,0 ,0 
113,01,654,四湖,11低壓綜合營業用電小計,**,1343 ,262861 
113,01,654,四湖,12低壓綜合用電小計,**,2355 ,371533 
113,01,654,四湖,13低壓裝置電力,411 ,3270 ,666822 
113,01,654,四湖,14低壓需量電力,141 ,5097 ,1013262 
113,01,654,四湖,15低壓電力小計,**,8367 ,1680084 
113,01,654,四湖,16高壓電力,7 ,1802 ,391280 
113,01,654,四湖,17高壓電動車,*,0 ,0 
113,01,654,四湖,18特高壓電力,*,0 ,32000 
113,01,654,四湖,19高＆特高壓電力小計,**,1802 ,423280 
113,01,654,四湖,20電力小計,**,10169 ,2103364 
113,01,654,四湖,21綜合＆電力小計,**,12524 ,2474897 
113,01,654,四湖,22電燈＆綜合＆電力小計,**,13057 ,5890192 
113,01,654,四湖,23臨時電燈,9 ,0 ,1206 
113,01,654,四湖,24臨時電力,*,145 ,1360 
113,01,654,四湖,25臨時用電小計,**,145 ,2566 
113,01,654,四湖,26總計（含臨時用電）,**,13057 ,5892758 
113,01,654,四湖,27表燈合計,**,533 ,3416501 
113,01,654,四湖,28綜合＆電力合計,**,12524 ,2476257 
113,01,655,元長,1表燈非營業用,29482 ,143 ,4121359 
113,01,655,元長,2表燈營業用,497 ,791 ,653437 
113,01,655,元長,3表燈小計,**,934 ,4774796 
113,01,655,元長,4低壓綜合裝置非營業用,*,0 ,0 
113,01,655,元長,5低壓綜合需量非營業用,13 ,506 ,19590 
113,01,655,元長,6低壓電動車非營業用,*,0 ,0 
113,01,655,元長,7低壓綜合非營業用電小計,**,506 ,19590 
113,01,655,元長,8低壓綜合裝置營業用,*,0 ,0 
113,01,655,元長,9低壓綜合需量營業用,56 ,3237 ,805979 
113,01,655,元長,10低壓電動車營業用,*,0 ,0 
113,01,655,元長,11低壓綜合營業用電小計,**,3237 ,805979 
113,01,655,元長,12低壓綜合用電小計,**,3743 ,825569 
113,01,655,元長,13低壓裝置電力,381 ,3391 ,803815 
113,01,655,元長,14低壓需量電力,170 ,6865 ,1261550 
113,01,655,元長,15低壓電力小計,**,10256 ,2065365 
113,01,655,元長,16高壓電力,32 ,17410 ,5260328 
113,01,655,元長,17高壓電動車,*,0 ,0 
113,01,655,元長,18特高壓電力,*,0 ,0 
113,01,655,元長,19高＆特高壓電力小計,**,17410 ,5260328 
113,01,655,元長,20電力小計,**,27666 ,7325693 
113,01,655,元長,21綜合＆電力小計,**,31409 ,8151262 
113,01,655,元長,22電燈＆綜合＆電力小計,**,32343 ,12926058 
113,01,655,元長,23臨時電燈,11 ,0 ,4670 
113,01,655,元長,24臨時電力,*,100 ,30360 
113,01,655,元長,25臨時用電小計,**,100 ,35030 
113,01,655,元長,26總計（含臨時用電）,**,32343 ,12961088 
113,01,655,元長,27表燈合計,**,934 ,4779466 
113,01,655,元長,28綜合＆電力合計,**,31409 ,8181622 
113,01,700,中西區,1表燈非營業用,56696 ,707 ,12257516 
113,01,700,中西區,2表燈營業用,7607 ,11558 ,8118573 
113,01,700,中西區,3表燈小計,**,12265 ,20376089 
113,01,700,中西區,4低壓綜合裝置非營業用,*,0 ,0 
113,01,700,中西區,5低壓綜合需量非營業用,229 ,9362 ,1244145 
113,01,700,中西區,6低壓電動車非營業用,*,50 ,1520 
113,01,700,中西區,7低壓綜合非營業用電小計,**,9412 ,1245665 
113,01,700,中西區,8低壓綜合裝置營業用,*,67 ,4182 
113,01,700,中西區,9低壓綜合需量營業用,729 ,24565 ,4493945 
113,01,700,中西區,10低壓電動車營業用,*,0 ,0 
113,01,700,中西區,11低壓綜合營業用電小計,**,24632 ,4498127 
113,01,700,中西區,12低壓綜合用電小計,**,34044 ,5743792 
113,01,700,中西區,13低壓裝置電力,180 ,1337 ,62897 
113,01,700,中西區,14低壓需量電力,135 ,2209 ,277722 
113,01,700,中西區,15低壓電力小計,**,3546 ,340619 
113,01,700,中西區,16高壓電力,89 ,49461 ,12358769 
113,01,700,中西區,17高壓電動車,*,640 ,77600 
113,01,700,中西區,18特高壓電力,*,0 ,0 
113,01,700,中西區,19高＆特高壓電力小計,**,50101 ,12436369 
113,01,700,中西區,20電力小計,**,53647 ,12776988 
113,01,700,中西區,21綜合＆電力小計,**,87691 ,18520780 
113,01,700,中西區,22電燈＆綜合＆電力小計,**,99956 ,38896869 
113,01,700,中西區,23臨時電燈,47 ,0 ,9670 
113,01,700,中西區,24臨時電力,9 ,486 ,67751 
113,01,700,中西區,25臨時用電小計,**,486 ,77421 
113,01,700,中西區,26總計（含臨時用電）,**,99956 ,38974290 
113,01,700,中西區,27表燈合計,**,12265 ,20385759 
113,01,700,中西區,28綜合＆電力合計,**,87691 ,18588531 
113,01,701,東區,1表燈非營業用,114379 ,670 ,26717462 
113,01,701,東區,2表燈營業用,8358 ,13904 ,8756245 
113,01,701,東區,3表燈小計,**,14574 ,35473707 
113,01,701,東區,4低壓綜合裝置非營業用,*,0 ,0 
113,01,701,東區,5低壓綜合需量非營業用,386 ,13671 ,2039186 
113,01,701,東區,6低壓電動車非營業用,*,0 ,0 
113,01,701,東區,7低壓綜合非營業用電小計,**,13671 ,2039186 
113,01,701,東區,8低壓綜合裝置營業用,*,0 ,0 
113,01,701,東區,9低壓綜合需量營業用,630 ,24590 ,4901281 
113,01,701,東區,10低壓電動車營業用,*,95 ,40 
113,01,701,東區,11低壓綜合營業用電小計,**,24685 ,4901321 
113,01,701,東區,12低壓綜合用電小計,**,38356 ,6940507 
113,01,701,東區,13低壓裝置電力,48 ,307 ,23028 
113,01,701,東區,14低壓需量電力,180 ,3667 ,411499 
113,01,701,東區,15低壓電力小計,**,3974 ,434527 
113,01,701,東區,16高壓電力,67 ,47240 ,11559281 
113,01,701,東區,17高壓電動車,*,601 ,57400 
113,01,701,東區,18特高壓電力,*,24700 ,8644800 
113,01,701,東區,19高＆特高壓電力小計,**,72541 ,20261481 
113,01,701,東區,20電力小計,**,76515 ,20696008 
113,01,701,東區,21綜合＆電力小計,**,114871 ,27636515 
113,01,701,東區,22電燈＆綜合＆電力小計,**,129445 ,63110222 
113,01,701,東區,23臨時電燈,89 ,0 ,42536 
113,01,701,東區,24臨時電力,51 ,2894 ,427775 
113,01,701,東區,25臨時用電小計,**,2894 ,470311 
113,01,701,東區,26總計（含臨時用電）,**,129445 ,63580533 
113,01,701,東區,27表燈合計,**,14574 ,35516243 
113,01,701,東區,28綜合＆電力合計,**,114871 ,28064290 
113,01,702,南區,1表燈非營業用,75794 ,479 ,15606931 
113,01,702,南區,2表燈營業用,5176 ,6710 ,5280174 
113,01,702,南區,3表燈小計,**,7189 ,20887105 
113,01,702,南區,4低壓綜合裝置非營業用,*,0 ,0 
113,01,702,南區,5低壓綜合需量非營業用,138 ,5518 ,931585 
113,01,702,南區,6低壓電動車非營業用,*,0 ,0 
113,01,702,南區,7低壓綜合非營業用電小計,**,5518 ,931585 
113,01,702,南區,8低壓綜合裝置營業用,*,0 ,0 
113,01,702,南區,9低壓綜合需量營業用,299 ,12798 ,2670371 
113,01,702,南區,10低壓電動車營業用,*,998 ,85280 
113,01,702,南區,11低壓綜合營業用電小計,**,13796 ,2755651 
113,01,702,南區,12低壓綜合用電小計,**,19314 ,3687236 
113,01,702,南區,13低壓裝置電力,241 ,1250 ,230011 
113,01,702,南區,14低壓需量電力,608 ,30258 ,4854322 
113,01,702,南區,15低壓電力小計,**,31508 ,5084333 
113,01,702,南區,16高壓電力,195 ,70037 ,16204452 
113,01,702,南區,17高壓電動車,*,0 ,0 
113,01,702,南區,18特高壓電力,*,0 ,0 
113,01,702,南區,19高＆特高壓電力小計,**,70037 ,16204452 
113,01,702,南區,20電力小計,**,101545 ,21288785 
113,01,702,南區,21綜合＆電力小計,**,120859 ,24976021 
113,01,702,南區,22電燈＆綜合＆電力小計,**,128048 ,45863126 
113,01,702,南區,23臨時電燈,68 ,0 ,49060 
113,01,702,南區,24臨時電力,16 ,557 ,110138 
113,01,702,南區,25臨時用電小計,**,557 ,159198 
113,01,702,南區,26總計（含臨時用電）,**,128048 ,46022324 
113,01,702,南區,27表燈合計,**,7189 ,20936165 
113,01,702,南區,28綜合＆電力合計,**,120859 ,25086159 
113,01,703,西區,1表燈非營業用,*,0 ,0 
113,01,703,西區,2表燈營業用,*,0 ,0 
113,01,703,西區,3表燈小計,*,0 ,0 
113,01,703,西區,4低壓綜合裝置非營業用,*,0 ,0 
113,01,703,西區,5低壓綜合需量非營業用,*,0 ,0 
113,01,703,西區,6低壓電動車非營業用,*,0 ,0 
113,01,703,西區,7低壓綜合非營業用電小計,*,0 ,0 
113,01,703,西區,8低壓綜合裝置營業用,*,0 ,0 
113,01,703,西區,9低壓綜合需量營業用,*,0 ,0 
113,01,703,西區,10低壓電動車營業用,*,0 ,0 
113,01,703,西區,11低壓綜合營業用電小計,*,0 ,0 
113,01,703,西區,12低壓綜合用電小計,*,0 ,0 
113,01,703,西區,13低壓裝置電力,*,0 ,0 
113,01,703,西區,14低壓需量電力,*,0 ,0 
113,01,703,西區,15低壓電力小計,*,0 ,0 
113,01,703,西區,16高壓電力,*,0 ,0 
113,01,703,西區,17高壓電動車,*,0 ,0 
113,01,703,西區,18特高壓電力,*,0 ,0 
113,01,703,西區,19高＆特高壓電力小計,*,0 ,0 
113,01,703,西區,20電力小計,*,0 ,0 
113,01,703,西區,21綜合＆電力小計,*,0 ,0 
113,01,703,西區,22電燈＆綜合＆電力小計,*,0 ,0 
113,01,703,西區,23臨時電燈,*,0 ,0 
113,01,703,西區,24臨時電力,*,0 ,0 
113,01,703,西區,25臨時用電小計,*,0 ,0 
113,01,703,西區,26總計（含臨時用電）,*,0 ,0 
113,01,703,西區,27表燈合計,*,0 ,0 
113,01,703,西區,28綜合＆電力合計,*,0 ,0 
113,01,704,北區,1表燈非營業用,87997 ,600 ,21226790 
113,01,704,北區,2表燈營業用,6052 ,8560 ,6748182 
113,01,704,北區,3表燈小計,**,9160 ,27974972 
113,01,704,北區,4低壓綜合裝置非營業用,*,0 ,0 
113,01,704,北區,5低壓綜合需量非營業用,241 ,11528 ,1823437 
113,01,704,北區,6低壓電動車非營業用,*,43 ,2398 
113,01,704,北區,7低壓綜合非營業用電小計,**,11571 ,1825835 
113,01,704,北區,8低壓綜合裝置營業用,*,0 ,0 
113,01,704,北區,9低壓綜合需量營業用,399 ,16015 ,3537279 
113,01,704,北區,10低壓電動車營業用,*,180 ,0 
113,01,704,北區,11低壓綜合營業用電小計,**,16195 ,3537279 
113,01,704,北區,12低壓綜合用電小計,**,27766 ,5363114 
113,01,704,北區,13低壓裝置電力,106 ,795 ,44818 
113,01,704,北區,14低壓需量電力,257 ,4633 ,568032 
113,01,704,北區,15低壓電力小計,**,5428 ,612850 
113,01,704,北區,16高壓電力,41 ,17034 ,3592124 
113,01,704,北區,17高壓電動車,*,0 ,0 
113,01,704,北區,18特高壓電力,*,0 ,0 
113,01,704,北區,19高＆特高壓電力小計,**,17034 ,3592124 
113,01,704,北區,20電力小計,**,22462 ,4204974 
113,01,704,北區,21綜合＆電力小計,**,50228 ,9568088 
113,01,704,北區,22電燈＆綜合＆電力小計,**,59388 ,37543060 
113,01,704,北區,23臨時電燈,70 ,0 ,26047 
113,01,704,北區,24臨時電力,27 ,1519 ,274920 
113,01,704,北區,25臨時用電小計,**,1519 ,300967 
113,01,704,北區,26總計（含臨時用電）,**,59388 ,37844027 
113,01,704,北區,27表燈合計,**,9160 ,28001019 
113,01,704,北區,28綜合＆電力合計,**,50228 ,9843008 
113,01,708,安平區,1表燈非營業用,47299 ,496 ,17152432 
113,01,708,安平區,2表燈營業用,3117 ,6966 ,4933338 
113,01,708,安平區,3表燈小計,**,7462 ,22085770 
113,01,708,安平區,4低壓綜合裝置非營業用,*,0 ,0 
113,01,708,安平區,5低壓綜合需量非營業用,227 ,10298 ,1656010 
113,01,708,安平區,6低壓電動車非營業用,*,150 ,3440 
113,01,708,安平區,7低壓綜合非營業用電小計,**,10448 ,1659450 
113,01,708,安平區,8低壓綜合裝置營業用,*,0 ,0 
113,01,708,安平區,9低壓綜合需量營業用,203 ,11842 ,2589288 
113,01,708,安平區,10低壓電動車營業用,*,45 ,5207 
113,01,708,安平區,11低壓綜合營業用電小計,**,11887 ,2594495 
113,01,708,安平區,12低壓綜合用電小計,**,22335 ,4253945 
113,01,708,安平區,13低壓裝置電力,8 ,56 ,3076 
113,01,708,安平區,14低壓需量電力,64 ,1540 ,218807 
113,01,708,安平區,15低壓電力小計,**,1596 ,221883 
113,01,708,安平區,16高壓電力,30 ,22817 ,7303581 
113,01,708,安平區,17高壓電動車,*,360 ,15360 
113,01,708,安平區,18特高壓電力,*,0 ,0 
113,01,708,安平區,19高＆特高壓電力小計,**,23177 ,7318941 
113,01,708,安平區,20電力小計,**,24773 ,7540824 
113,01,708,安平區,21綜合＆電力小計,**,47108 ,11794769 
113,01,708,安平區,22電燈＆綜合＆電力小計,**,54570 ,33880539 
113,01,708,安平區,23臨時電燈,105 ,0 ,34648 
113,01,708,安平區,24臨時電力,22 ,1534 ,290873 
113,01,708,安平區,25臨時用電小計,**,1534 ,325521 
113,01,708,安平區,26總計（含臨時用電）,**,54570 ,34206060 
113,01,708,安平區,27表燈合計,**,7462 ,22120418 
113,01,708,安平區,28綜合＆電力合計,**,47108 ,12085642 
113,01,709,安南區,1表燈非營業用,122699 ,994 ,35108449 
113,01,709,安南區,2表燈營業用,7689 ,9126 ,10430045 
113,01,709,安南區,3表燈小計,**,10120 ,45538494 
113,01,709,安南區,4低壓綜合裝置非營業用,*,0 ,0 
113,01,709,安南區,5低壓綜合需量非營業用,139 ,8310 ,841097 
113,01,709,安南區,6低壓電動車非營業用,*,0 ,0 
113,01,709,安南區,7低壓綜合非營業用電小計,**,8310 ,841097 
