年度,月份,郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月),售電度數(當年累計)
110,12,103,大同區,3表燈小計　　　　　　　,**,11177,26581858,374242306
110,12,103,大同區,4低壓綜合裝置非營業用　,*,0,0,0
110,12,103,大同區,5低壓綜合需量非營業用　,485,17386,2338827,29731027
110,12,103,大同區,6低壓綜合非營業用電小計,**,17386,2338827,29731027
110,12,103,大同區,7低壓綜合裝置營業用　　,14,633,63351,815449
110,12,103,大同區,8低壓綜合需量營業用　　,458,19302,3395006,43930634
110,12,103,大同區,9低壓綜合營業用電小計　,**,19935,3458357,44746083
110,12,103,大同區,10低壓綜合用電小計　　　,**,37321,5797184,74477110
110,12,103,大同區,11低壓裝置電力　　　　　,223,2020,91056,1597096
110,12,103,大同區,12低壓需量電力　　　　　,21,442,27985,532256
110,12,103,大同區,13低壓電力小計　　　　　,**,2462,119041,2129352
110,12,103,大同區,14高壓電力　　　　　　　,82,42470,10550906,136936502
110,12,103,大同區,15特高壓電力　　　　　　,*,23771,13270400,156938000
110,12,103,大同區,16高＆特高壓電力小計　　,**,66241,23821306,293874502
110,12,103,大同區,17電力小計　　　　　　　,**,68703,23940347,296003854
110,12,103,大同區,18綜合＆電力小計　　　　,**,106024,29737531,370480964
110,12,103,大同區,19電燈＆綜合＆電力小計　,**,117201,56319389,744723270
110,12,103,大同區,20臨時電燈　　　　　　　,16,0,23576,175752
110,12,103,大同區,21臨時電力　　　　　　　,26,1880,230989,3792585
110,12,103,大同區,22臨時用電小計　　　　　,**,1880,254565,3968337
110,12,103,大同區,23總計（含臨時用電）　　,**,117201,56573954,748691607
110,12,103,大同區,24表燈合計　　　　　　　,**,11177,26605434,374418058
110,12,103,大同區,25綜合＆電力合計　　　　,**,106024,29968520,374273549
110,12,104,中山區,1表燈非營業用　　　　,113642,2480,38662725,581078222
110,12,104,中山區,2表燈營業用　　　　　　,20760,48374,34773122,405451737
110,12,104,中山區,3表燈小計　　　　　　　,**,50854,73435847,986529959
110,12,104,中山區,4低壓綜合裝置非營業用　,*,130,7847,103729
110,12,104,中山區,5低壓綜合需量非營業用　,1304,48017,6880576,88634590
110,12,104,中山區,6低壓綜合非營業用電小計,**,48147,6888423,88738319
110,12,104,中山區,7低壓綜合裝置營業用　　,38,1468,129368,1802463
110,12,104,中山區,8低壓綜合需量營業用　　,1550,70186,13677097,171321371
110,12,104,中山區,9低壓綜合營業用電小計　,**,71654,13806465,173123834
110,12,104,中山區,10低壓綜合用電小計　　　,**,119801,20694888,261862153
110,12,104,中山區,11低壓裝置電力　　　　　,195,2321,127831,1944234
110,12,104,中山區,12低壓需量電力　　　　　,10,927,137289,1811470
110,12,104,中山區,13低壓電力小計　　　　　,**,3248,265120,3755704
110,12,104,中山區,14高壓電力　　　　　　　,317,199427,49837620,645079786
110,12,104,中山區,15特高壓電力　　　　　　,*,16948,6720800,87287200
110,12,104,中山區,16高＆特高壓電力小計　　,**,216375,56558420,732366986
110,12,104,中山區,17電力小計　　　　　　　,**,219623,56823540,736122690
110,12,104,中山區,18綜合＆電力小計　　　　,**,339424,77518428,997984843
110,12,104,中山區,19電燈＆綜合＆電力小計　,**,390278,150954275,1984514802
110,12,104,中山區,20臨時電燈　　　　　　　,11,0,11506,177513
110,12,104,中山區,21臨時電力　　　　　　　,40,2582,216999,3334000
110,12,104,中山區,22臨時用電小計　　　　　,**,2582,228505,3511513
110,12,104,中山區,23總計（含臨時用電）　　,**,390278,151182780,1988026315
110,12,104,中山區,24表燈合計　　　　　　　,**,50854,73447353,986707472
110,12,104,中山區,25綜合＆電力合計　　　　,**,339424,77735427,1001318843
110,12,105,松山區,1表燈非營業用　　　　,73757,998,31684185,385691194
110,12,105,松山區,2表燈營業用　　　　　　,11827,23109,22219858,236257757
110,12,105,松山區,3表燈小計　　　　　　　,**,24107,53904043,621948951
110,12,105,松山區,4低壓綜合裝置非營業用　,*,137,5787,72778
110,12,105,松山區,5低壓綜合需量非營業用　,576,22712,3480135,42932494
110,12,105,松山區,6低壓綜合非營業用電小計,**,22849,3485922,43005272
110,12,105,松山區,7低壓綜合裝置營業用　　,*,154,16257,247146
110,12,105,松山區,8低壓綜合需量營業用　　,793,36999,7635322,95355303
110,12,105,松山區,9低壓綜合營業用電小計　,**,37153,7651579,95602449
110,12,105,松山區,10低壓綜合用電小計　　　,**,60002,11137501,138607721
110,12,105,松山區,11低壓裝置電力　　　　　,56,502,35592,508906
110,12,105,松山區,12低壓需量電力　　　　　,9,431,71279,1081843
110,12,105,松山區,13低壓電力小計　　　　　,**,933,106871,1590749
110,12,105,松山區,14高壓電力　　　　　　　,155,118553,27923599,368029388
110,12,105,松山區,15特高壓電力　　　　　　,*,8144,3598400,46166400
110,12,105,松山區,16高＆特高壓電力小計　　,**,126697,31521999,414195788
110,12,105,松山區,17電力小計　　　　　　　,**,127630,31628870,415786537
110,12,105,松山區,18綜合＆電力小計　　　　,**,187632,42766371,554394258
110,12,105,松山區,19電燈＆綜合＆電力小計　,**,211739,96670414,1176343209
110,12,105,松山區,20臨時電燈　　　　　　　,*,0,6725,79175
110,12,105,松山區,21臨時電力　　　　　　　,23,1766,88153,1807060
110,12,105,松山區,22臨時用電小計　　　　　,**,1766,94878,1886235
110,12,105,松山區,23總計（含臨時用電）　　,**,211739,96765292,1178229444
110,12,105,松山區,24表燈合計　　　　　　　,**,24107,53910768,622028126
110,12,105,松山區,25綜合＆電力合計　　　　,**,187632,42854524,556201318
110,12,106,大安區,1表燈非營業用　　　　,112428,2339,32871515,632081548
110,12,106,大安區,2表燈營業用　　　　　　,17216,47382,22667651,348256640
110,12,106,大安區,3表燈小計　　　　　　　,**,49721,55539166,980338188
110,12,106,大安區,4低壓綜合裝置非營業用　,6,235,15124,204370
110,12,106,大安區,5低壓綜合需量非營業用　,1154,43641,6186333,81873875
110,12,106,大安區,6低壓綜合非營業用電小計,**,43876,6201457,82078245
110,12,106,大安區,7低壓綜合裝置營業用　　,7,285,26907,414093
110,12,106,大安區,8低壓綜合需量營業用　　,1382,56997,10474852,139079600
110,12,106,大安區,9低壓綜合營業用電小計　,**,57282,10501759,139493693
110,12,106,大安區,10低壓綜合用電小計　　　,**,101158,16703216,221571938
110,12,106,大安區,11低壓裝置電力　　　　　,112,1335,114363,1581424
110,12,106,大安區,12低壓需量電力　　　　　,*,308,49844,567275
110,12,106,大安區,13低壓電力小計　　　　　,**,1643,164207,2148699
110,12,106,大安區,14高壓電力　　　　　　　,276,199478,52962135,697421363
110,12,106,大安區,15特高壓電力　　　　　　,*,18326,8253208,101683551
110,12,106,大安區,16高＆特高壓電力小計　　,**,217804,61215343,799104914
110,12,106,大安區,17電力小計　　　　　　　,**,219447,61379550,801253613
110,12,106,大安區,18綜合＆電力小計　　　　,**,320605,78082766,1022825551
110,12,106,大安區,19電燈＆綜合＆電力小計　,**,370326,133621932,2003163739
110,12,106,大安區,20臨時電燈　　　　　　　,22,0,23241,369386
110,12,106,大安區,21臨時電力　　　　　　　,50,4134,386672,4775216
110,12,106,大安區,22臨時用電小計　　　　　,**,4134,409913,5144602
110,12,106,大安區,23總計（含臨時用電）　　,**,370326,134031845,2008308341
110,12,106,大安區,24表燈合計　　　　　　　,**,49721,55562407,980707574
110,12,106,大安區,25綜合＆電力合計　　　　,**,320605,78469438,1027600767
110,12,108,萬華區,1表燈非營業用　　　　,79492,1178,24119320,329397216
110,12,108,萬華區,2表燈營業用　　　　　　,8885,18494,10517431,133617441
110,12,108,萬華區,3表燈小計　　　　　　　,**,19672,34636751,463014657
110,12,108,萬華區,4低壓綜合裝置非營業用　,*,0,0,0
110,12,108,萬華區,5低壓綜合需量非營業用　,395,14347,1961219,25730177
110,12,108,萬華區,6低壓綜合非營業用電小計,**,14347,1961219,25730177
110,12,108,萬華區,7低壓綜合裝置營業用　　,30,1428,131797,1890417
110,12,108,萬華區,8低壓綜合需量營業用　　,648,21220,4168851,55390960
110,12,108,萬華區,9低壓綜合營業用電小計　,**,22648,4300648,57281377
110,12,108,萬華區,10低壓綜合用電小計　　　,**,36995,6261867,83011554
110,12,108,萬華區,11低壓裝置電力　　　　　,263,2735,151207,2531706
110,12,108,萬華區,12低壓需量電力　　　　　,33,853,168119,2283076
110,12,108,萬華區,13低壓電力小計　　　　　,**,3588,319326,4814782
110,12,108,萬華區,14高壓電力　　　　　　　,108,44836,11012464,144243655
110,12,108,萬華區,15特高壓電力　　　　　　,*,0,0,0
110,12,108,萬華區,16高＆特高壓電力小計　　,**,44836,11012464,144243655
110,12,108,萬華區,17電力小計　　　　　　　,**,48424,11331790,149058437
110,12,108,萬華區,18綜合＆電力小計　　　　,**,85419,17593657,232069991
110,12,108,萬華區,19電燈＆綜合＆電力小計　,**,105091,52230408,695084648
110,12,108,萬華區,20臨時電燈　　　　　　　,15,0,34282,391837
110,12,108,萬華區,21臨時電力　　　　　　　,29,3127,484516,6203115
110,12,108,萬華區,22臨時用電小計　　　　　,**,3127,518798,6594952
110,12,108,萬華區,23總計（含臨時用電）　　,**,105091,52749206,701679600
110,12,108,萬華區,24表燈合計　　　　　　　,**,19672,34671033,463406494
110,12,108,萬華區,25綜合＆電力合計　　　　,**,85419,18078173,238273106
110,12,110,信義區,1表燈非營業用　　　　,85192,1041,19927867,439141006
110,12,110,信義區,2表燈營業用　　　　　　,10230,17399,10706194,176494633
110,12,110,信義區,3表燈小計　　　　　　　,**,18440,30634061,615635639
110,12,110,信義區,4低壓綜合裝置非營業用　,*,0,0,0
110,12,110,信義區,5低壓綜合需量非營業用　,608,26322,3847210,51753049
110,12,110,信義區,6低壓綜合非營業用電小計,**,26322,3847210,51753049
110,12,110,信義區,7低壓綜合裝置營業用　　,*,28,7628,117497
110,12,110,信義區,8低壓綜合需量營業用　　,544,23629,4504828,58857662
110,12,110,信義區,9低壓綜合營業用電小計　,**,23657,4512456,58975159
110,12,110,信義區,10低壓綜合用電小計　　　,**,49979,8359666,110728208
110,12,110,信義區,11低壓裝置電力　　　　　,20,202,19224,264300
110,12,110,信義區,12低壓需量電力　　　　　,*,680,133240,1497600
110,12,110,信義區,13低壓電力小計　　　　　,**,882,152464,1761900
110,12,110,信義區,14高壓電力　　　　　　　,145,196196,56968579,737009293
110,12,110,信義區,15特高壓電力　　　　　　,*,6624,2936000,36953600
110,12,110,信義區,16高＆特高壓電力小計　　,**,202820,59904579,773962893
110,12,110,信義區,17電力小計　　　　　　　,**,203702,60057043,775724793
110,12,110,信義區,18綜合＆電力小計　　　　,**,253681,68416709,886453001
110,12,110,信義區,19電燈＆綜合＆電力小計　,**,272121,99050770,1502088640
110,12,110,信義區,20臨時電燈　　　　　　　,7,0,10971,100836
110,12,110,信義區,21臨時電力　　　　　　　,35,4896,951420,10366831
110,12,110,信義區,22臨時用電小計　　　　　,**,4896,962391,10467667
110,12,110,信義區,23總計（含臨時用電）　　,**,272121,100013161,1512556307
110,12,110,信義區,24表燈合計　　　　　　　,**,18440,30645032,615736475
110,12,110,信義區,25綜合＆電力合計　　　　,**,253681,69368129,896819832
110,12,111,士林區,1表燈非營業用　　　　,108363,2372,38292005,569868577
110,12,111,士林區,2表燈營業用　　　　　　,9618,23715,12064515,183224290
110,12,111,士林區,3表燈小計　　　　　　　,**,26087,50356520,753092867
110,12,111,士林區,4低壓綜合裝置非營業用　,*,0,0,0
110,12,111,士林區,5低壓綜合需量非營業用　,692,23147,3368382,43605923
110,12,111,士林區,6低壓綜合非營業用電小計,**,23147,3368382,43605923
110,12,111,士林區,7低壓綜合裝置營業用　　,*,47,6998,86248
110,12,111,士林區,8低壓綜合需量營業用　　,739,25610,4952950,64250317
110,12,111,士林區,9低壓綜合營業用電小計　,**,25657,4959948,64336565
110,12,111,士林區,10低壓綜合用電小計　　　,**,48804,8328330,107942488
110,12,111,士林區,11低壓裝置電力　　　　　,97,1266,112933,1673794
110,12,111,士林區,12低壓需量電力　　　　　,123,7129,983414,12642528
110,12,111,士林區,13低壓電力小計　　　　　,**,8395,1096347,14316322
110,12,111,士林區,14高壓電力　　　　　　　,148,99038,23234213,303407210
110,12,111,士林區,15特高壓電力　　　　　　,*,0,0,0
110,12,111,士林區,16高＆特高壓電力小計　　,**,99038,23234213,303407210
110,12,111,士林區,17電力小計　　　　　　　,**,107433,24330560,317723532
110,12,111,士林區,18綜合＆電力小計　　　　,**,156237,32658890,425666020
110,12,111,士林區,19電燈＆綜合＆電力小計　,**,182324,83015410,1178758887
110,12,111,士林區,20臨時電燈　　　　　　　,41,0,45542,379864
110,12,111,士林區,21臨時電力　　　　　　　,43,2735,206285,4249835
110,12,111,士林區,22臨時用電小計　　　　　,**,2735,251827,4629699
110,12,111,士林區,23總計（含臨時用電）　　,**,182324,83267237,1183388586
110,12,111,士林區,24表燈合計　　　　　　　,**,26087,50402062,753472731
110,12,111,士林區,25綜合＆電力合計　　　　,**,156237,32865175,429915855
110,12,112,北投區,1表燈非營業用　　　　,96266,1454,41589547,440698626
110,12,112,北投區,2表燈營業用　　　　　　,5798,13415,11704471,109985756
110,12,112,北投區,3表燈小計　　　　　　　,**,14869,53294018,550684382
110,12,112,北投區,4低壓綜合裝置非營業用　,*,0,0,0
110,12,112,北投區,5低壓綜合需量非營業用　,715,21591,2982144,36913926
110,12,112,北投區,6低壓綜合非營業用電小計,**,21591,2982144,36913926
110,12,112,北投區,7低壓綜合裝置營業用　　,*,70,7740,79140
110,12,112,北投區,8低壓綜合需量營業用　　,403,19472,4331733,53714800
110,12,112,北投區,9低壓綜合營業用電小計　,**,19542,4339473,53793940
110,12,112,北投區,10低壓綜合用電小計　　　,**,41133,7321617,90707866
110,12,112,北投區,11低壓裝置電力　　　　　,55,678,69296,957204
110,12,112,北投區,12低壓需量電力　　　　　,87,5114,773376,9312299
110,12,112,北投區,13低壓電力小計　　　　　,**,5792,842672,10269503
110,12,112,北投區,14高壓電力　　　　　　　,124,105715,30713255,405469905
110,12,112,北投區,15特高壓電力　　　　　　,*,9536,3918153,49849582
110,12,112,北投區,16高＆特高壓電力小計　　,**,115251,34631408,455319487
110,12,112,北投區,17電力小計　　　　　　　,**,121043,35474080,465588990
110,12,112,北投區,18綜合＆電力小計　　　　,**,162176,42795697,556296856
110,12,112,北投區,19電燈＆綜合＆電力小計　,**,177045,96089715,1106981238
110,12,112,北投區,20臨時電燈　　　　　　　,46,0,52508,306060
110,12,112,北投區,21臨時電力　　　　　　　,53,3714,319061,5241509
110,12,112,北投區,22臨時用電小計　　　　　,**,3714,371569,5547569
110,12,112,北投區,23總計（含臨時用電）　　,**,177045,96461284,1112528807
110,12,112,北投區,24表燈合計　　　　　　　,**,14869,53346526,550990442
110,12,112,北投區,25綜合＆電力合計　　　　,**,162176,43114758,561538365
110,12,114,內湖區,1表燈非營業用　　　　,107026,1313,34951552,537872003
110,12,114,內湖區,2表燈營業用　　　　　　,13538,28513,13487906,347076425
110,12,114,內湖區,3表燈小計　　　　　　　,**,29826,48439458,884948428
110,12,114,內湖區,4低壓綜合裝置非營業用　,*,0,0,0
110,12,114,內湖區,5低壓綜合需量非營業用　,1245,50427,7951315,100579919
110,12,114,內湖區,6低壓綜合非營業用電小計,**,50427,7951315,100579919
110,12,114,內湖區,7低壓綜合裝置營業用　　,*,0,0,0
110,12,114,內湖區,8低壓綜合需量營業用　　,1958,119614,24390110,303925383
110,12,114,內湖區,9低壓綜合營業用電小計　,**,119614,24390110,303925383
110,12,114,內湖區,10低壓綜合用電小計　　　,**,170041,32341425,404505302
110,12,114,內湖區,11低壓裝置電力　　　　　,21,175,9772,148892
110,12,114,內湖區,12低壓需量電力　　　　　,333,13700,2498808,30685765
110,12,114,內湖區,13低壓電力小計　　　　　,**,13875,2508580,30834657
110,12,114,內湖區,14高壓電力　　　　　　　,166,140658,53455336,643904049
110,12,114,內湖區,15特高壓電力　　　　　　,*,8428,4476900,59309000
110,12,114,內湖區,16高＆特高壓電力小計　　,**,149086,57932236,703213049
110,12,114,內湖區,17電力小計　　　　　　　,**,162961,60440816,734047706
110,12,114,內湖區,18綜合＆電力小計　　　　,**,333002,92782241,1138553008
110,12,114,內湖區,19電燈＆綜合＆電力小計　,**,362828,141221699,2023501436
110,12,114,內湖區,20臨時電燈　　　　　　　,23,0,35419,300257
110,12,114,內湖區,21臨時電力　　　　　　　,43,2547,312249,4557447
110,12,114,內湖區,22臨時用電小計　　　　　,**,2547,347668,4857704
110,12,114,內湖區,23總計（含臨時用電）　　,**,362828,141569367,2028359140
110,12,114,內湖區,24表燈合計　　　　　　　,**,29826,48474877,885248685
110,12,114,內湖區,25綜合＆電力合計　　　　,**,333002,93094490,1143110455
110,12,115,南港區,1表燈非營業用　　　　,45326,200,8652281,214729092
110,12,115,南港區,2表燈營業用　　　　　　,4440,8314,3897362,88548193
110,12,115,南港區,3表燈小計　　　　　　　,**,8514,12549643,303277285
110,12,115,南港區,4低壓綜合裝置非營業用　,*,0,0,0
110,12,115,南港區,5低壓綜合需量非營業用　,392,14888,2054801,26171488
110,12,115,南港區,6低壓綜合非營業用電小計,**,14888,2054801,26171488
110,12,115,南港區,7低壓綜合裝置營業用　　,*,0,0,0
110,12,115,南港區,8低壓綜合需量營業用　　,263,12727,2592738,30666429
110,12,115,南港區,9低壓綜合營業用電小計　,**,12727,2592738,30666429
110,12,115,南港區,10低壓綜合用電小計　　　,**,27615,4647539,56837917
110,12,115,南港區,11低壓裝置電力　　　　　,22,343,23450,349918
110,12,115,南港區,12低壓需量電力　　　　　,133,4253,513123,6296088
110,12,115,南港區,13低壓電力小計　　　　　,**,4596,536573,6646006
110,12,115,南港區,14高壓電力　　　　　　　,94,119457,33869872,440899082
110,12,115,南港區,15特高壓電力　　　　　　,*,37105,14661678,194213431
110,12,115,南港區,16高＆特高壓電力小計　　,**,156562,48531550,635112513
110,12,115,南港區,17電力小計　　　　　　　,**,161158,49068123,641758519
110,12,115,南港區,18綜合＆電力小計　　　　,**,188773,53715662,698596436
110,12,115,南港區,19電燈＆綜合＆電力小計　,**,197287,66265305,1001873721
110,12,115,南港區,20臨時電燈　　　　　　　,6,0,2331,75179
110,12,115,南港區,21臨時電力　　　　　　　,42,5015,761034,8186160
110,12,115,南港區,22臨時用電小計　　　　　,**,5015,763365,8261339
110,12,115,南港區,23總計（含臨時用電）　　,**,197287,67028670,1010135060
110,12,115,南港區,24表燈合計　　　　　　　,**,8514,12551974,303352464
110,12,115,南港區,25綜合＆電力合計　　　　,**,188773,54476696,706782596
110,12,116,文山區,1表燈非營業用　　　　,103169,566,29679004,476224121
110,12,116,文山區,2表燈營業用　　　　　　,5018,12389,7804598,95423375
110,12,116,文山區,3表燈小計　　　　　　　,**,12955,37483602,571647496
110,12,116,文山區,4低壓綜合裝置非營業用　,*,0,0,0
110,12,116,文山區,5低壓綜合需量非營業用　,870,26287,3478278,44724705
110,12,116,文山區,6低壓綜合非營業用電小計,**,26287,3478278,44724705
110,12,116,文山區,7低壓綜合裝置營業用　　,*,74,5776,78825
110,12,116,文山區,8低壓綜合需量營業用　　,309,10381,2439400,32635911
110,12,116,文山區,9低壓綜合營業用電小計　,**,10455,2445176,32714736
110,12,116,文山區,10低壓綜合用電小計　　　,**,36742,5923454,77439441
110,12,116,文山區,11低壓裝置電力　　　　　,23,252,48898,621664
110,12,116,文山區,12低壓需量電力　　　　　,27,1047,162088,1994488
110,12,116,文山區,13低壓電力小計　　　　　,**,1299,210986,2616152
110,12,116,文山區,14高壓電力　　　　　　　,100,47463,9922974,126649908
110,12,116,文山區,15特高壓電力　　　　　　,*,21272,8375299,114646662
110,12,116,文山區,16高＆特高壓電力小計　　,**,68735,18298273,241296570
110,12,116,文山區,17電力小計　　　　　　　,**,70034,18509259,243912722
110,12,116,文山區,18綜合＆電力小計　　　　,**,106776,24432713,321352163
110,12,116,文山區,19電燈＆綜合＆電力小計　,**,119731,61916315,892999659
110,12,116,文山區,20臨時電燈　　　　　　　,20,0,3263,161443
110,12,116,文山區,21臨時電力　　　　　　　,38,2898,268676,3089075
110,12,116,文山區,22臨時用電小計　　　　　,**,2898,271939,3250518
110,12,116,文山區,23總計（含臨時用電）　　,**,119731,62188254,896250177
110,12,116,文山區,24表燈合計　　　　　　　,**,12955,37486865,571808939
110,12,116,文山區,25綜合＆電力合計　　　　,**,106776,24701389,324441238
110,12,200,仁愛區,1表燈非營業用　　　　,23258,418,7336959,85409957
110,12,200,仁愛區,2表燈營業用　　　　　　,3259,6108,4022058,45494638
110,12,200,仁愛區,3表燈小計　　　　　　　,**,6526,11359017,130904595
110,12,200,仁愛區,4低壓綜合裝置非營業用　,*,0,0,0
110,12,200,仁愛區,5低壓綜合需量非營業用　,136,3648,392890,4901880
110,12,200,仁愛區,6低壓綜合非營業用電小計,**,3648,392890,4901880
110,12,200,仁愛區,7低壓綜合裝置營業用　　,*,86,9097,90065
110,12,200,仁愛區,8低壓綜合需量營業用　　,281,7998,1553020,20798903
110,12,200,仁愛區,9低壓綜合營業用電小計　,**,8084,1562117,20888968
110,12,200,仁愛區,10低壓綜合用電小計　　　,**,11732,1955007,25790848
110,12,200,仁愛區,11低壓裝置電力　　　　　,57,499,39895,605383
110,12,200,仁愛區,12低壓需量電力　　　　　,15,354,109734,1471671
110,12,200,仁愛區,13低壓電力小計　　　　　,**,853,149629,2077054
110,12,200,仁愛區,14高壓電力　　　　　　　,24,7714,1501125,20141616
110,12,200,仁愛區,15特高壓電力　　　　　　,*,0,0,0
110,12,200,仁愛區,16高＆特高壓電力小計　　,**,7714,1501125,20141616
110,12,200,仁愛區,17電力小計　　　　　　　,**,8567,1650754,22218670
110,12,200,仁愛區,18綜合＆電力小計　　　　,**,20299,3605761,48009518
110,12,200,仁愛區,19電燈＆綜合＆電力小計　,**,26825,14964778,178914113
110,12,200,仁愛區,20臨時電燈　　　　　　　,8,0,12675,56133
110,12,200,仁愛區,21臨時電力　　　　　　　,*,47,9560,114000
110,12,200,仁愛區,22臨時用電小計　　　　　,**,47,22235,170133
110,12,200,仁愛區,23總計（含臨時用電）　　,**,26825,14987013,179084246
110,12,200,仁愛區,24表燈合計　　　　　　　,**,6526,11371692,130960728
110,12,200,仁愛區,25綜合＆電力合計　　　　,**,20299,3615321,48123518
110,12,201,信義區,1表燈非營業用　　　　,27262,338,828184,106975810
110,12,201,信義區,2表燈營業用　　　　　　,1220,2648,1056487,22544363
110,12,201,信義區,3表燈小計　　　　　　　,**,2986,1884671,129520173
110,12,201,信義區,4低壓綜合裝置非營業用　,*,0,0,0
110,12,201,信義區,5低壓綜合需量非營業用　,142,5563,934153,11374619
110,12,201,信義區,6低壓綜合非營業用電小計,**,5563,934153,11374619
110,12,201,信義區,7低壓綜合裝置營業用　　,*,68,12800,183618
110,12,201,信義區,8低壓綜合需量營業用　　,47,3041,573825,7530262
110,12,201,信義區,9低壓綜合營業用電小計　,**,3109,586625,7713880
110,12,201,信義區,10低壓綜合用電小計　　　,**,8672,1520778,19088499
110,12,201,信義區,11低壓裝置電力　　　　　,7,127,42226,501114
110,12,201,信義區,12低壓需量電力　　　　　,26,912,142089,1933165
110,12,201,信義區,13低壓電力小計　　　　　,**,1039,184315,2434279
110,12,201,信義區,14高壓電力　　　　　　　,32,10785,2613619,34961285
110,12,201,信義區,15特高壓電力　　　　　　,*,0,148400,161000
110,12,201,信義區,16高＆特高壓電力小計　　,**,10785,2762019,35122285
110,12,201,信義區,17電力小計　　　　　　　,**,11824,2946334,37556564
110,12,201,信義區,18綜合＆電力小計　　　　,**,20496,4467112,56645063
110,12,201,信義區,19電燈＆綜合＆電力小計　,**,23482,6351783,186165236
110,12,201,信義區,20臨時電燈　　　　　　　,16,0,263,111431
110,12,201,信義區,21臨時電力　　　　　　　,*,143,20960,207036
110,12,201,信義區,22臨時用電小計　　　　　,**,143,21223,318467
110,12,201,信義區,23總計（含臨時用電）　　,**,23482,6373006,186483703
110,12,201,信義區,24表燈合計　　　　　　　,**,2986,1884934,129631604
110,12,201,信義區,25綜合＆電力合計　　　　,**,20496,4488072,56852099
110,12,202,中正區,1表燈非營業用　　　　,31557,353,284925,113702983
110,12,202,中正區,2表燈營業用　　　　　　,2128,4131,1348926,32122452
110,12,202,中正區,3表燈小計　　　　　　　,**,4484,1633851,145825435
110,12,202,中正區,4低壓綜合裝置非營業用　,*,43,8720,92840
110,12,202,中正區,5低壓綜合需量非營業用　,225,9029,1296772,15051461
110,12,202,中正區,6低壓綜合非營業用電小計,**,9072,1305492,15144301
110,12,202,中正區,7低壓綜合裝置營業用　　,*,0,0,0
110,12,202,中正區,8低壓綜合需量營業用　　,96,3272,707308,9389770
110,12,202,中正區,9低壓綜合營業用電小計　,**,3272,707308,9389770
110,12,202,中正區,10低壓綜合用電小計　　　,**,12344,2012800,24534071
110,12,202,中正區,11低壓裝置電力　　　　　,29,251,18446,247561
110,12,202,中正區,12低壓需量電力　　　　　,38,1122,290956,3541660
110,12,202,中正區,13低壓電力小計　　　　　,**,1373,309402,3789221
110,12,202,中正區,14高壓電力　　　　　　　,40,21956,5591686,72670751
110,12,202,中正區,15特高壓電力　　　　　　,*,4500,834699,10908895
110,12,202,中正區,16高＆特高壓電力小計　　,**,26456,6426385,83579646
110,12,202,中正區,17電力小計　　　　　　　,**,27829,6735787,87368867
110,12,202,中正區,18綜合＆電力小計　　　　,**,40173,8748587,111902938
110,12,202,中正區,19電燈＆綜合＆電力小計　,**,44657,10382438,257728373
110,12,202,中正區,20臨時電燈　　　　　　　,16,0,3596,104429
110,12,202,中正區,21臨時電力　　　　　　　,9,555,85080,1176240
110,12,202,中正區,22臨時用電小計　　　　　,**,555,88676,1280669
110,12,202,中正區,23總計（含臨時用電）　　,**,44657,10471114,259009042
