年度,月份,郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月),售電度數(當年累計)
109,12,111,士林區,24表燈合計　　　　　　　,**,"25,518","45,326,017",729913805
109,12,111,士林區,25綜合＆電力合計　　　　,**,"154,026","33,765,770",450308243
109,12,112,北投區,1表燈非營業用　　　　,"95,935","1,386","37,177,702",411789681
109,12,112,北投區,2表燈營業用　　　　　　,"5,784","13,195","12,069,877",113197038
109,12,112,北投區,3表燈小計　　　　　　　,**,"14,581","49,247,579",524986719
109,12,112,北投區,4低壓綜合裝置非營業用　,*,0,0,0
109,12,112,北投區,5低壓綜合需量非營業用　,698,"21,770","2,940,594",38516956
109,12,112,北投區,6低壓綜合非營業用電小計,**,"21,770","2,940,594",38516956
109,12,112,北投區,7低壓綜合裝置營業用　　,*,70,"7,260",89220
109,12,112,北投區,8低壓綜合需量營業用　　,403,"18,259","4,098,778",53437350
109,12,112,北投區,9低壓綜合營業用電小計　,**,"18,329","4,106,038",53526570
109,12,112,北投區,10低壓綜合用電小計　　　,**,"40,099","7,046,632",92043526
109,12,112,北投區,11低壓裝置電力　　　　　,56,694,"76,440",1107850
109,12,112,北投區,12低壓需量電力　　　　　,91,"5,328","701,544",8985250
109,12,112,北投區,13低壓電力小計　　　　　,**,"6,022","777,984",10093100
109,12,112,北投區,14高壓電力　　　　　　　,121,"100,307","30,821,630",409972886
109,12,112,北投區,15特高壓電力　　　　　　,*,"9,536","4,144,450",53992868
109,12,112,北投區,16高＆特高壓電力小計　　,**,"109,843","34,966,080",463965754
109,12,112,北投區,17電力小計　　　　　　　,**,"115,865","35,744,064",474058854
109,12,112,北投區,18綜合＆電力小計　　　　,**,"155,964","42,790,696",566102380
109,12,112,北投區,19電燈＆綜合＆電力小計　,**,"170,545","92,038,275",1091089099
109,12,112,北投區,20臨時電燈　　　　　　　,38,0,"17,630",268193
109,12,112,北投區,21臨時電力　　　　　　　,38,"2,663","316,920",3838200
109,12,112,北投區,22臨時用電小計　　　　　,**,"2,663","334,550",4106393
109,12,112,北投區,23總計（含臨時用電）　　,**,"170,545","92,372,825",1095195492
109,12,112,北投區,24表燈合計　　　　　　　,**,"14,581","49,265,209",525254912
109,12,112,北投區,25綜合＆電力合計　　　　,**,"155,964","43,107,616",569940580
109,12,114,內湖區,1表燈非營業用　　　　,"106,289",1208,"31,638,827",497828196
109,12,114,內湖區,2表燈營業用　　　　　　,"13,427","27,384","13,095,155",356649840
109,12,114,內湖區,3表燈小計　　　　　　　,**,"28,592","44,733,982",854478036
109,12,114,內湖區,4低壓綜合裝置非營業用　,*,0,0,0
109,12,114,內湖區,5低壓綜合需量非營業用　,"1,231","50,396","7,815,482",102743800
109,12,114,內湖區,6低壓綜合非營業用電小計,**,"50,396","7,815,482",102743800
109,12,114,內湖區,7低壓綜合裝置營業用　　,*,0,0,0
109,12,114,內湖區,8低壓綜合需量營業用　　,"1,901","113,954","23,606,722",307639717
109,12,114,內湖區,9低壓綜合營業用電小計　,**,"113,954","23,606,722",307639717
109,12,114,內湖區,10低壓綜合用電小計　　　,**,"164,350","31,422,204",410383517
109,12,114,內湖區,11低壓裝置電力　　　　　,21,175,"11,634",129505
109,12,114,內湖區,12低壓需量電力　　　　　,338,"14,199","2,322,263",29862318
109,12,114,內湖區,13低壓電力小計　　　　　,**,"14,374","2,333,897",29991823
109,12,114,內湖區,14高壓電力　　　　　　　,165,"136,962","50,247,644",643602448
109,12,114,內湖區,15特高壓電力　　　　　　,*,"8,244","4,869,600",60216000
109,12,114,內湖區,16高＆特高壓電力小計　　,**,"145,206","55,117,244",703818448
109,12,114,內湖區,17電力小計　　　　　　　,**,"159,580","57,451,141",733810271
109,12,114,內湖區,18綜合＆電力小計　　　　,**,"323,930","88,873,345",1144193788
109,12,114,內湖區,19電燈＆綜合＆電力小計　,**,"352,522","133,607,327",1998671824
109,12,114,內湖區,20臨時電燈　　　　　　　,23,0,"22,720",249257
109,12,114,內湖區,21臨時電力　　　　　　　,47,"3,074","440,884",5025787
109,12,114,內湖區,22臨時用電小計　　　　　,**,"3,074","463,604",5275044
109,12,114,內湖區,23總計（含臨時用電）　　,**,"352,522","134,070,931",2003946868
109,12,114,內湖區,24表燈合計　　　　　　　,**,"28,592","44,756,702",854727293
109,12,114,內湖區,25綜合＆電力合計　　　　,**,"323,930","89,314,229",1149219575
109,12,115,南港區,1表燈非營業用　　　　,"45,114",176,"7,610,395",198068894
109,12,115,南港區,2表燈營業用　　　　　　,"4,448","7,858","3,674,124",87393146
109,12,115,南港區,3表燈小計　　　　　　　,**,"8,034","11,284,519",285462040
109,12,115,南港區,4低壓綜合裝置非營業用　,*,0,0,0
109,12,115,南港區,5低壓綜合需量非營業用　,388,"14,905","1,999,634",25747110
109,12,115,南港區,6低壓綜合非營業用電小計,**,"14,905","1,999,634",25747110
109,12,115,南港區,7低壓綜合裝置營業用　　,*,0,0,0
109,12,115,南港區,8低壓綜合需量營業用　　,260,"12,729","2,296,205",32088002
109,12,115,南港區,9低壓綜合營業用電小計　,**,"12,729","2,296,205",32088002
109,12,115,南港區,10低壓綜合用電小計　　　,**,"27,634","4,295,839",57835112
109,12,115,南港區,11低壓裝置電力　　　　　,24,451,"30,864",464062
109,12,115,南港區,12低壓需量電力　　　　　,138,"4,154","471,234",6439299
109,12,115,南港區,13低壓電力小計　　　　　,**,"4,605","502,098",6903361
109,12,115,南港區,14高壓電力　　　　　　　,93,"118,987","34,241,484",452189196
109,12,115,南港區,15特高壓電力　　　　　　,*,"36,537","15,504,130",200572697
109,12,115,南港區,16高＆特高壓電力小計　　,**,"155,524","49,745,614",652761893
109,12,115,南港區,17電力小計　　　　　　　,**,"160,129","50,247,712",659665254
109,12,115,南港區,18綜合＆電力小計　　　　,**,"187,763","54,543,551",717500366
109,12,115,南港區,19電燈＆綜合＆電力小計　,**,"195,797","65,828,070",1002962406
109,12,115,南港區,20臨時電燈　　　　　　　,8,0,"1,519",83697
109,12,115,南港區,21臨時電力　　　　　　　,30,"2,789","389,860",4159818
109,12,115,南港區,22臨時用電小計　　　　　,**,"2,789","391,379",4243515
109,12,115,南港區,23總計（含臨時用電）　　,**,"195,797","66,219,449",1007205921
109,12,115,南港區,24表燈合計　　　　　　　,**,"8,034","11,286,038",285545737
109,12,115,南港區,25綜合＆電力合計　　　　,**,"187,763","54,933,411",721660184
109,12,116,文山區,1表燈非營業用　　　　,"103,079",555,"25,843,496",439628729
109,12,116,文山區,2表燈營業用　　　　　　,"5,086","12,092","7,616,057",95949615
109,12,116,文山區,3表燈小計　　　　　　　,**,"12,647","33,459,553",535578344
109,12,116,文山區,4低壓綜合裝置非營業用　,*,0,0,0
109,12,116,文山區,5低壓綜合需量非營業用　,869,"28,006","3,466,141",45127208
109,12,116,文山區,6低壓綜合非營業用電小計,**,"28,006","3,466,141",45127208
109,12,116,文山區,7低壓綜合裝置營業用　　,*,74,"6,130",85063
109,12,116,文山區,8低壓綜合需量營業用　　,307,"10,488","2,573,695",33828696
109,12,116,文山區,9低壓綜合營業用電小計　,**,"10,562","2,579,825",33913759
109,12,116,文山區,10低壓綜合用電小計　　　,**,"38,568","6,045,966",79040967
109,12,116,文山區,11低壓裝置電力　　　　　,23,252,"51,551",654976
109,12,116,文山區,12低壓需量電力　　　　　,27,"1,047","155,213",1984476
109,12,116,文山區,13低壓電力小計　　　　　,**,"1,299","206,764",2639452
109,12,116,文山區,14高壓電力　　　　　　　,102,"47,822","9,759,719",131367057
109,12,116,文山區,15特高壓電力　　　　　　,*,"21,272","9,060,612",116500307
109,12,116,文山區,16高＆特高壓電力小計　　,**,"69,094","18,820,331",247867364
109,12,116,文山區,17電力小計　　　　　　　,**,"70,393","19,027,095",250506816
109,12,116,文山區,18綜合＆電力小計　　　　,**,"108,961","25,073,061",329547783
109,12,116,文山區,19電燈＆綜合＆電力小計　,**,"121,608","58,532,614",865126127
109,12,116,文山區,20臨時電燈　　　　　　　,24,0,"21,493",172695
109,12,116,文山區,21臨時電力　　　　　　　,22,"1,864","174,600",2295160
109,12,116,文山區,22臨時用電小計　　　　　,**,"1,864","196,093",2467855
109,12,116,文山區,23總計（含臨時用電）　　,**,"121,608","58,728,707",867593982
109,12,116,文山區,24表燈合計　　　　　　　,**,"12,647","33,481,046",535751039
109,12,116,文山區,25綜合＆電力合計　　　　,**,"108,961","25,247,661",331842943
109,12,200,仁愛區,1表燈非營業用　　　　,"23,233",367,"6,409,068",80909644
109,12,200,仁愛區,2表燈營業用　　　　　　,"3,270","6,359","3,974,086",49404785
109,12,200,仁愛區,3表燈小計　　　　　　　,**,"6,726","10,383,154",130314429
109,12,200,仁愛區,4低壓綜合裝置非營業用　,*,0,0,0
109,12,200,仁愛區,5低壓綜合需量非營業用　,134,"3,605","374,571",4889339
109,12,200,仁愛區,6低壓綜合非營業用電小計,**,"3,605","374,571",4889339
109,12,200,仁愛區,7低壓綜合裝置營業用　　,*,86,"10,108",120818
109,12,200,仁愛區,8低壓綜合需量營業用　　,291,"8,562","1,753,863",23507618
109,12,200,仁愛區,9低壓綜合營業用電小計　,**,"8,648","1,763,971",23628436
109,12,200,仁愛區,10低壓綜合用電小計　　　,**,"12,253","2,138,542",28517775
109,12,200,仁愛區,11低壓裝置電力　　　　　,60,531,"44,244",668458
109,12,200,仁愛區,12低壓需量電力　　　　　,15,359,"111,560",1430050
109,12,200,仁愛區,13低壓電力小計　　　　　,**,890,"155,804",2098508
109,12,200,仁愛區,14高壓電力　　　　　　　,24,"7,914","1,547,952",22131504
109,12,200,仁愛區,15特高壓電力　　　　　　,*,0,0,0
109,12,200,仁愛區,16高＆特高壓電力小計　　,**,"7,914","1,547,952",22131504
109,12,200,仁愛區,17電力小計　　　　　　　,**,"8,804","1,703,756",24230012
109,12,200,仁愛區,18綜合＆電力小計　　　　,**,"21,057","3,842,298",52747787
109,12,200,仁愛區,19電燈＆綜合＆電力小計　,**,"27,783","14,225,452",183062216
109,12,200,仁愛區,20臨時電燈　　　　　　　,6,0,8338,40891
109,12,200,仁愛區,21臨時電力　　　　　　　,*,47,6200,79720
109,12,200,仁愛區,22臨時用電小計　　　　　,**,47,14538,120611
109,12,200,仁愛區,23總計（含臨時用電）　　,**,"27,783","14,239,990",183182827
109,12,200,仁愛區,24表燈合計　　　　　　　,**,"6,726","10,391,492",130355320
109,12,200,仁愛區,25綜合＆電力合計　　　　,**,"21,057","3,848,498",52827507
109,12,201,信義區,1表燈非營業用　　　　,"27,241",341,"742,682",99800780
109,12,201,信義區,2表燈營業用　　　　　　,"1,218","2,559","927,634",21804901
109,12,201,信義區,3表燈小計　　　　　　　,**,"2,900","1,670,316",121605681
109,12,201,信義區,4低壓綜合裝置非營業用　,*,0,0,0
109,12,201,信義區,5低壓綜合需量非營業用　,144,"6,004","887,954",11429161
109,12,201,信義區,6低壓綜合非營業用電小計,**,"6,004","887,954",11429161
109,12,201,信義區,7低壓綜合裝置營業用　　,*,68,"13,880",190560
109,12,201,信義區,8低壓綜合需量營業用　　,49,"3,374","645,615",8856357
109,12,201,信義區,9低壓綜合營業用電小計　,**,"3,442","659,495",9046917
109,12,201,信義區,10低壓綜合用電小計　　　,**,"9,446","1,547,449",20476078
109,12,201,信義區,11低壓裝置電力　　　　　,8,194,"45,835",523063
109,12,201,信義區,12低壓需量電力　　　　　,26,872,"147,704",1829926
109,12,201,信義區,13低壓電力小計　　　　　,**,1066,"193,539",2352989
109,12,201,信義區,14高壓電力　　　　　　　,31,"11,178","2,630,858",39222431
109,12,201,信義區,15特高壓電力　　　　　　,*,0,326200,403200
109,12,201,信義區,16高＆特高壓電力小計　　,**,"11,178","2,957,058",39625631
