年度,月份,郵遞區號,行政區,項目,用戶數(戶),契約容量(kW),售電度數(度)
112,1,100,中正區,1表燈非營業用,62336,1651,20972087
112,1,100,中正區,2表燈營業用,9695,22476,13312176
112,1,100,中正區,3表燈小計,**,24127,34284263
112,1,100,中正區,4低壓綜合裝置非營業用,*,217,13168
112,1,100,中正區,5低壓綜合需量非營業用,779,31253,4581626
112,1,100,中正區,6低壓電動車非營業用,*,0,0
112,1,100,中正區,7低壓綜合非營業用電小計,**,31470,4594794
112,1,100,中正區,8低壓綜合裝置營業用,22,935,70768
112,1,100,中正區,9低壓綜合需量營業用,870,36655,6749328
112,1,100,中正區,10低壓電動車營業用,*,0,0
112,1,100,中正區,11低壓綜合營業用電小計,**,37590,6820096
112,1,100,中正區,12低壓綜合用電小計,**,69060,11414890
112,1,100,中正區,13低壓裝置電力,209,2214,139698
112,1,100,中正區,14低壓需量電力,*,87,5306
112,1,100,中正區,15低壓電力小計,**,2301,145004
112,1,100,中正區,16高壓電力,300,211614,50911444
112,1,100,中正區,17高壓電動車,*,0,0
112,1,100,中正區,18特高壓電力,*,12200,4354777
112,1,100,中正區,19高＆特高壓電力小計,**,223814,55266221
112,1,100,中正區,20電力小計,**,226115,55411225
112,1,100,中正區,21綜合＆電力小計,**,295175,66826115
112,1,100,中正區,22電燈＆綜合＆電力小計,**,319302,101110378
112,1,100,中正區,23臨時電燈,21,0,18798
112,1,100,中正區,24臨時電力,42,3152,382079
112,1,100,中正區,25臨時用電小計,**,3152,400877
112,1,100,中正區,26總計（含臨時用電）,**,319302,101511255
112,1,100,中正區,27表燈合計,**,24127,34303061
112,1,100,中正區,28綜合＆電力合計,**,295175,67208194
112,1,103,大同區,1表燈非營業用,55900,492,18046915
112,1,103,大同區,2表燈營業用,10217,11161,9661569
112,1,103,大同區,3表燈小計,**,11653,27708484
112,1,103,大同區,4低壓綜合裝置非營業用,*,0,0
112,1,103,大同區,5低壓綜合需量非營業用,509,18494,2600519
112,1,103,大同區,6低壓電動車非營業用,*,0,0
112,1,103,大同區,7低壓綜合非營業用電小計,**,18494,2600519
112,1,103,大同區,8低壓綜合裝置營業用,13,577,52709
112,1,103,大同區,9低壓綜合需量營業用,450,18817,3243746
112,1,103,大同區,10低壓電動車營業用,*,0,0
112,1,103,大同區,11低壓綜合營業用電小計,**,19394,3296455
112,1,103,大同區,12低壓綜合用電小計,**,37888,5896974
112,1,103,大同區,13低壓裝置電力,209,1907,94574
112,1,103,大同區,14低壓需量電力,19,359,23180
112,1,103,大同區,15低壓電力小計,**,2266,117754
112,1,103,大同區,16高壓電力,82,40833,10317086
112,1,103,大同區,17高壓電動車,*,0,0
112,1,103,大同區,18特高壓電力,*,23073,12133200
112,1,103,大同區,19高＆特高壓電力小計,**,63906,22450286
112,1,103,大同區,20電力小計,**,66172,22568040
112,1,103,大同區,21綜合＆電力小計,**,104060,28465014
112,1,103,大同區,22電燈＆綜合＆電力小計,**,115713,56173498
112,1,103,大同區,23臨時電燈,19,0,11199
112,1,103,大同區,24臨時電力,32,2142,252005
112,1,103,大同區,25臨時用電小計,**,2142,263204
112,1,103,大同區,26總計（含臨時用電）,**,115713,56436702
112,1,103,大同區,27表燈合計,**,11653,27719683
112,1,103,大同區,28綜合＆電力合計,**,104060,28717019
112,1,104,中山區,1表燈非營業用,114192,2633,43496190
112,1,104,中山區,2表燈營業用,20652,49205,30537849
112,1,104,中山區,3表燈小計,**,51838,74034039
112,1,104,中山區,4低壓綜合裝置非營業用,*,130,7027
112,1,104,中山區,5低壓綜合需量非營業用,1321,47620,7036911
112,1,104,中山區,6低壓電動車非營業用,*,0,0
112,1,104,中山區,7低壓綜合非營業用電小計,**,47750,7043938
112,1,104,中山區,8低壓綜合裝置營業用,34,1336,118306
112,1,104,中山區,9低壓綜合需量營業用,1527,69192,13655051
112,1,104,中山區,10低壓電動車營業用,*,599,28040
112,1,104,中山區,11低壓綜合營業用電小計,**,71127,13801397
112,1,104,中山區,12低壓綜合用電小計,**,118877,20845335
112,1,104,中山區,13低壓裝置電力,192,2295,118993
112,1,104,中山區,14低壓需量電力,10,913,130054
112,1,104,中山區,15低壓電力小計,**,3208,249047
112,1,104,中山區,16高壓電力,311,195646,96777281
112,1,104,中山區,17高壓電動車,*,0,0
112,1,104,中山區,18特高壓電力,*,17021,6333200
112,1,104,中山區,19高＆特高壓電力小計,**,212667,103110481
112,1,104,中山區,20電力小計,**,215875,103359528
112,1,104,中山區,21綜合＆電力小計,**,334752,124204863
112,1,104,中山區,22電燈＆綜合＆電力小計,**,386590,198238902
112,1,104,中山區,23臨時電燈,15,0,6273
112,1,104,中山區,24臨時電力,62,4305,309530
112,1,104,中山區,25臨時用電小計,**,4305,315803
112,1,104,中山區,26總計（含臨時用電）,**,386590,198554705
112,1,104,中山區,27表燈合計,**,51838,74040312
112,1,104,中山區,28綜合＆電力合計,**,334752,124514393
112,1,105,松山區,1表燈非營業用,73379,1006,19345152
112,1,105,松山區,2表燈營業用,11735,24258,15373667
112,1,105,松山區,3表燈小計,**,25264,34718819
112,1,105,松山區,4低壓綜合裝置非營業用,*,137,5918
112,1,105,松山區,5低壓綜合需量非營業用,581,22241,3457625
112,1,105,松山區,6低壓電動車非營業用,*,0,0
112,1,105,松山區,7低壓綜合非營業用電小計,**,22378,3463543
112,1,105,松山區,8低壓綜合裝置營業用,*,154,16242
112,1,105,松山區,9低壓綜合需量營業用,789,36204,7285102
112,1,105,松山區,10低壓電動車營業用,*,0,0
112,1,105,松山區,11低壓綜合營業用電小計,**,36358,7301344
112,1,105,松山區,12低壓綜合用電小計,**,58736,10764887
112,1,105,松山區,13低壓裝置電力,53,480,31516
112,1,105,松山區,14低壓需量電力,9,431,72549
112,1,105,松山區,15低壓電力小計,**,911,104065
112,1,105,松山區,16高壓電力,155,116478,24475484
112,1,105,松山區,17高壓電動車,*,0,0
112,1,105,松山區,18特高壓電力,*,7434,3403200
112,1,105,松山區,19高＆特高壓電力小計,**,123912,27878684
112,1,105,松山區,20電力小計,**,124823,27982749
112,1,105,松山區,21綜合＆電力小計,**,183559,38747636
112,1,105,松山區,22電燈＆綜合＆電力小計,**,208823,73466455
112,1,105,松山區,23臨時電燈,6,0,829
112,1,105,松山區,24臨時電力,37,1974,215660
112,1,105,松山區,25臨時用電小計,**,1974,216489
112,1,105,松山區,26總計（含臨時用電）,**,208823,73682944
112,1,105,松山區,27表燈合計,**,25264,34719648
112,1,105,松山區,28綜合＆電力合計,**,183559,38963296
112,1,106,大安區,1表燈非營業用,112584,2362,52320886
112,1,106,大安區,2表燈營業用,17254,48072,29715525
112,1,106,大安區,3表燈小計,**,50434,82036411
112,1,106,大安區,4低壓綜合裝置非營業用,6,235,15473
112,1,106,大安區,5低壓綜合需量非營業用,1175,43592,6503899
112,1,106,大安區,6低壓電動車非營業用,*,0,0
112,1,106,大安區,7低壓綜合非營業用電小計,**,43827,6519372
112,1,106,大安區,8低壓綜合裝置營業用,7,285,29922
112,1,106,大安區,9低壓綜合需量營業用,1350,56647,10006790
112,1,106,大安區,10低壓電動車營業用,*,0,0
112,1,106,大安區,11低壓綜合營業用電小計,**,56932,10036712
112,1,106,大安區,12低壓綜合用電小計,**,100759,16556084
112,1,106,大安區,13低壓裝置電力,108,1303,106645
112,1,106,大安區,14低壓需量電力,*,253,44743
112,1,106,大安區,15低壓電力小計,**,1556,151388
112,1,106,大安區,16高壓電力,274,199885,47352323
112,1,106,大安區,17高壓電動車,*,0,0
112,1,106,大安區,18特高壓電力,*,16469,7202041
112,1,106,大安區,19高＆特高壓電力小計,**,216354,54554364
112,1,106,大安區,20電力小計,**,217910,54705752
112,1,106,大安區,21綜合＆電力小計,**,318669,71261836
112,1,106,大安區,22電燈＆綜合＆電力小計,**,369103,153298247
112,1,106,大安區,23臨時電燈,30,0,18141
112,1,106,大安區,24臨時電力,64,4444,435509
112,1,106,大安區,25臨時用電小計,**,4444,453650
112,1,106,大安區,26總計（含臨時用電）,**,369103,153751897
112,1,106,大安區,27表燈合計,**,50434,82054552
112,1,106,大安區,28綜合＆電力合計,**,318669,71697345
112,1,108,萬華區,1表燈非營業用,79684,1289,22446482
112,1,108,萬華區,2表燈營業用,8816,18818,10982440
112,1,108,萬華區,3表燈小計,**,20107,33428922
112,1,108,萬華區,4低壓綜合裝置非營業用,*,0,0
112,1,108,萬華區,5低壓綜合需量非營業用,406,14370,2040440
112,1,108,萬華區,6低壓電動車非營業用,*,0,0
112,1,108,萬華區,7低壓綜合非營業用電小計,**,14370,2040440
112,1,108,萬華區,8低壓綜合裝置營業用,28,1326,129486
112,1,108,萬華區,9低壓綜合需量營業用,631,20992,4373506
112,1,108,萬華區,10低壓電動車營業用,*,0,0
112,1,108,萬華區,11低壓綜合營業用電小計,**,22318,4502992
112,1,108,萬華區,12低壓綜合用電小計,**,36688,6543432
112,1,108,萬華區,13低壓裝置電力,261,2704,142088
112,1,108,萬華區,14低壓需量電力,29,804,181579
112,1,108,萬華區,15低壓電力小計,**,3508,323667
112,1,108,萬華區,16高壓電力,106,47190,10525793
112,1,108,萬華區,17高壓電動車,*,0,0
112,1,108,萬華區,18特高壓電力,*,0,0
112,1,108,萬華區,19高＆特高壓電力小計,**,47190,10525793
112,1,108,萬華區,20電力小計,**,50698,10849460
112,1,108,萬華區,21綜合＆電力小計,**,87386,17392892
112,1,108,萬華區,22電燈＆綜合＆電力小計,**,107493,50821814
112,1,108,萬華區,23臨時電燈,14,0,31035
112,1,108,萬華區,24臨時電力,39,3719,562197
112,1,108,萬華區,25臨時用電小計,**,3719,593232
112,1,108,萬華區,26總計（含臨時用電）,**,107493,51415046
112,1,108,萬華區,27表燈合計,**,20107,33459957
112,1,108,萬華區,28綜合＆電力合計,**,87386,17955089
112,1,110,信義區,1表燈非營業用,86525,1079,39640155
112,1,110,信義區,2表燈營業用,10103,17810,16668195
112,1,110,信義區,3表燈小計,**,18889,56308350
112,1,110,信義區,4低壓綜合裝置非營業用,*,0,0
112,1,110,信義區,5低壓綜合需量非營業用,675,30405,4416147
112,1,110,信義區,6低壓電動車非營業用,*,35,80
112,1,110,信義區,7低壓綜合非營業用電小計,**,30440,4416227
112,1,110,信義區,8低壓綜合裝置營業用,*,28,6850
112,1,110,信義區,9低壓綜合需量營業用,533,23485,4610078
112,1,110,信義區,10低壓電動車營業用,*,0,0
112,1,110,信義區,11低壓綜合營業用電小計,**,23513,4616928
112,1,110,信義區,12低壓綜合用電小計,**,53953,9033155
112,1,110,信義區,13低壓裝置電力,20,202,19828
112,1,110,信義區,14低壓需量電力,7,1080,125376
112,1,110,信義區,15低壓電力小計,**,1282,145204
112,1,110,信義區,16高壓電力,144,194858,51384504
112,1,110,信義區,17高壓電動車,*,0,0
112,1,110,信義區,18特高壓電力,*,6017,2835200
112,1,110,信義區,19高＆特高壓電力小計,**,200875,54219704
112,1,110,信義區,20電力小計,**,202157,54364908
112,1,110,信義區,21綜合＆電力小計,**,256110,63398063
112,1,110,信義區,22電燈＆綜合＆電力小計,**,274999,119706413
112,1,110,信義區,23臨時電燈,9,0,13621
112,1,110,信義區,24臨時電力,34,4470,808644
112,1,110,信義區,25臨時用電小計,**,4470,822265
112,1,110,信義區,26總計（含臨時用電）,**,274999,120528678
112,1,110,信義區,27表燈合計,**,18889,56321971
112,1,110,信義區,28綜合＆電力合計,**,256110,64206707
112,1,111,士林區,1表燈非營業用,108564,2253,41627665
112,1,111,士林區,2表燈營業用,9608,23647,16898173
112,1,111,士林區,3表燈小計,**,25900,58525838
112,1,111,士林區,4低壓綜合裝置非營業用,*,0,0
112,1,111,士林區,5低壓綜合需量非營業用,704,23410,3584452
112,1,111,士林區,6低壓電動車非營業用,*,0,0
112,1,111,士林區,7低壓綜合非營業用電小計,**,23410,3584452
112,1,111,士林區,8低壓綜合裝置營業用,*,47,6596
112,1,111,士林區,9低壓綜合需量營業用,731,26245,4850326
112,1,111,士林區,10低壓電動車營業用,*,520,21040
112,1,111,士林區,11低壓綜合營業用電小計,**,26812,4877962
112,1,111,士林區,12低壓綜合用電小計,**,50222,8462414
112,1,111,士林區,13低壓裝置電力,94,1225,117780
112,1,111,士林區,14低壓需量電力,124,7181,1000858
112,1,111,士林區,15低壓電力小計,**,8406,1118638
112,1,111,士林區,16高壓電力,147,98478,21032472
112,1,111,士林區,17高壓電動車,*,0,0
112,1,111,士林區,18特高壓電力,*,0,0
112,1,111,士林區,19高＆特高壓電力小計,**,98478,21032472
112,1,111,士林區,20電力小計,**,106884,22151110
112,1,111,士林區,21綜合＆電力小計,**,157106,30613524
112,1,111,士林區,22電燈＆綜合＆電力小計,**,183006,89139362
112,1,111,士林區,23臨時電燈,41,0,19412
112,1,111,士林區,24臨時電力,46,2736,259160
112,1,111,士林區,25臨時用電小計,**,2736,278572
112,1,111,士林區,26總計（含臨時用電）,**,183006,89417934
112,1,111,士林區,27表燈合計,**,25900,58545250
112,1,111,士林區,28綜合＆電力合計,**,157106,30872684
112,1,112,北投區,1表燈非營業用,96860,1609,16568674
112,1,112,北投區,2表燈營業用,5792,14238,5750922
112,1,112,北投區,3表燈小計,**,15847,22319596
112,1,112,北投區,4低壓綜合裝置非營業用,*,0,0
112,1,112,北投區,5低壓綜合需量非營業用,751,22805,3157156
112,1,112,北投區,6低壓電動車非營業用,*,0,0
112,1,112,北投區,7低壓綜合非營業用電小計,**,22805,3157156
112,1,112,北投區,8低壓綜合裝置營業用,*,70,8100
112,1,112,北投區,9低壓綜合需量營業用,404,19326,4411811
112,1,112,北投區,10低壓電動車營業用,*,0,0
112,1,112,北投區,11低壓綜合營業用電小計,**,19396,4419911
112,1,112,北投區,12低壓綜合用電小計,**,42201,7577067
112,1,112,北投區,13低壓裝置電力,54,675,71276
112,1,112,北投區,14低壓需量電力,87,4972,643857
112,1,112,北投區,15低壓電力小計,**,5647,715133
112,1,112,北投區,16高壓電力,125,105043,29024079
112,1,112,北投區,17高壓電動車,*,1800,215000
112,1,112,北投區,18特高壓電力,*,9136,3699694
112,1,112,北投區,19高＆特高壓電力小計,**,115979,32938773
112,1,112,北投區,20電力小計,**,121626,33653906
112,1,112,北投區,21綜合＆電力小計,**,163827,41230973
112,1,112,北投區,22電燈＆綜合＆電力小計,**,179674,63550569
112,1,112,北投區,23臨時電燈,43,0,25584
112,1,112,北投區,24臨時電力,72,4777,409981
112,1,112,北投區,25臨時用電小計,**,4777,435565
112,1,112,北投區,26總計（含臨時用電）,**,179674,63986134
112,1,112,北投區,27表燈合計,**,15847,22345180
112,1,112,北投區,28綜合＆電力合計,**,163827,41640954
112,1,114,內湖區,1表燈非營業用,107851,1446,37344324
112,1,114,內湖區,2表燈營業用,13841,29473,39797027
112,1,114,內湖區,3表燈小計,**,30919,77141351
112,1,114,內湖區,4低壓綜合裝置非營業用,*,0,0
112,1,114,內湖區,5低壓綜合需量非營業用,1264,51346,8084353
112,1,114,內湖區,6低壓電動車非營業用,*,0,0
112,1,114,內湖區,7低壓綜合非營業用電小計,**,51346,8084353
112,1,114,內湖區,8低壓綜合裝置營業用,*,0,0
112,1,114,內湖區,9低壓綜合需量營業用,1969,120265,24708256
112,1,114,內湖區,10低壓電動車營業用,*,1007,34440
112,1,114,內湖區,11低壓綜合營業用電小計,**,121272,24742696
112,1,114,內湖區,12低壓綜合用電小計,**,172618,32827049
112,1,114,內湖區,13低壓裝置電力,20,170,10448
112,1,114,內湖區,14低壓需量電力,331,13603,2394308
112,1,114,內湖區,15低壓電力小計,**,13773,2404756
112,1,114,內湖區,16高壓電力,168,141384,45246465
112,1,114,內湖區,17高壓電動車,*,0,0
112,1,114,內湖區,18特高壓電力,*,8428,3963100
112,1,114,內湖區,19高＆特高壓電力小計,**,149812,49209565
112,1,114,內湖區,20電力小計,**,163585,51614321
112,1,114,內湖區,21綜合＆電力小計,**,336203,84441370
112,1,114,內湖區,22電燈＆綜合＆電力小計,**,367122,161582721
112,1,114,內湖區,23臨時電燈,18,0,20317
112,1,114,內湖區,24臨時電力,52,3216,270234
112,1,114,內湖區,25臨時用電小計,**,3216,290551
112,1,114,內湖區,26總計（含臨時用電）,**,367122,161873272
112,1,114,內湖區,27表燈合計,**,30919,77161668
112,1,114,內湖區,28綜合＆電力合計,**,336203,84711604
112,1,115,南港區,1表燈非營業用,45924,282,21858782
112,1,115,南港區,2表燈營業用,4417,9084,9793851
112,1,115,南港區,3表燈小計,**,9366,31652633
112,1,115,南港區,4低壓綜合裝置非營業用,*,0,0
112,1,115,南港區,5低壓綜合需量非營業用,401,15153,2239058
112,1,115,南港區,6低壓電動車非營業用,*,0,0
112,1,115,南港區,7低壓綜合非營業用電小計,**,15153,2239058
112,1,115,南港區,8低壓綜合裝置營業用,*,0,0
112,1,115,南港區,9低壓綜合需量營業用,269,12726,2653290
112,1,115,南港區,10低壓電動車營業用,*,0,0
112,1,115,南港區,11低壓綜合營業用電小計,**,12726,2653290
112,1,115,南港區,12低壓綜合用電小計,**,27879,4892348
112,1,115,南港區,13低壓裝置電力,21,308,17809
112,1,115,南港區,14低壓需量電力,131,4068,496843
112,1,115,南港區,15低壓電力小計,**,4376,514652
112,1,115,南港區,16高壓電力,95,119074,31525756
112,1,115,南港區,17高壓電動車,*,1960,109884
112,1,115,南港區,18特高壓電力,*,35618,13187370
112,1,115,南港區,19高＆特高壓電力小計,**,156652,44823010
112,1,115,南港區,20電力小計,**,161028,45337662
112,1,115,南港區,21綜合＆電力小計,**,188907,50230010
112,1,115,南港區,22電燈＆綜合＆電力小計,**,198273,81882643
112,1,115,南港區,23臨時電燈,6,0,17925
112,1,115,南港區,24臨時電力,51,9131,993093
112,1,115,南港區,25臨時用電小計,**,9131,1011018
112,1,115,南港區,26總計（含臨時用電）,**,198273,82893661
112,1,115,南港區,27表燈合計,**,9366,31670558
112,1,115,南港區,28綜合＆電力合計,**,188907,51223103
112,1,116,文山區,1表燈非營業用,103361,553,37446899
112,1,116,文山區,2表燈營業用,4983,12455,7427895
112,1,116,文山區,3表燈小計,**,13008,44874794
112,1,116,文山區,4低壓綜合裝置非營業用,*,0,0
112,1,116,文山區,5低壓綜合需量非營業用,875,26741,3688732
112,1,116,文山區,6低壓電動車非營業用,*,0,0
112,1,116,文山區,7低壓綜合非營業用電小計,**,26741,3688732
112,1,116,文山區,8低壓綜合裝置營業用,*,74,6353
112,1,116,文山區,9低壓綜合需量營業用,295,9883,2422483
112,1,116,文山區,10低壓電動車營業用,*,0,0
112,1,116,文山區,11低壓綜合營業用電小計,**,9957,2428836
112,1,116,文山區,12低壓綜合用電小計,**,36698,6117568
112,1,116,文山區,13低壓裝置電力,23,252,38452
112,1,116,文山區,14低壓需量電力,27,1037,158838
112,1,116,文山區,15低壓電力小計,**,1289,197290
112,1,116,文山區,16高壓電力,100,47019,8245595
112,1,116,文山區,17高壓電動車,*,1800,3200
112,1,116,文山區,18特高壓電力,*,20807,7619592
112,1,116,文山區,19高＆特高壓電力小計,**,69626,15868387
112,1,116,文山區,20電力小計,**,70915,16065677
112,1,116,文山區,21綜合＆電力小計,**,107613,22183245
112,1,116,文山區,22電燈＆綜合＆電力小計,**,120621,67058039
112,1,116,文山區,23臨時電燈,14,0,24415
112,1,116,文山區,24臨時電力,45,2201,337962
112,1,116,文山區,25臨時用電小計,**,2201,362377
112,1,116,文山區,26總計（含臨時用電）,**,120621,67420416
112,1,116,文山區,27表燈合計,**,13008,44899209
112,1,116,文山區,28綜合＆電力合計,**,107613,22521207
112,1,200,仁愛區,1表燈非營業用,23371,484,5437923
112,1,200,仁愛區,2表燈營業用,3223,6320,3461113
112,1,200,仁愛區,3表燈小計,**,6804,8899036
112,1,200,仁愛區,4低壓綜合裝置非營業用,*,0,0
112,1,200,仁愛區,5低壓綜合需量非營業用,142,3932,425121
112,1,200,仁愛區,6低壓電動車非營業用,*,0,0
112,1,200,仁愛區,7低壓綜合非營業用電小計,**,3932,425121
112,1,200,仁愛區,8低壓綜合裝置營業用,*,86,7000
112,1,200,仁愛區,9低壓綜合需量營業用,274,7818,1463957
112,1,200,仁愛區,10低壓電動車營業用,*,0,0
112,1,200,仁愛區,11低壓綜合營業用電小計,**,7904,1470957
112,1,200,仁愛區,12低壓綜合用電小計,**,11836,1896078
112,1,200,仁愛區,13低壓裝置電力,57,499,31098
112,1,200,仁愛區,14低壓需量電力,16,459,108771
112,1,200,仁愛區,15低壓電力小計,**,958,139869
112,1,200,仁愛區,16高壓電力,25,8390,1421668
112,1,200,仁愛區,17高壓電動車,*,0,0
112,1,200,仁愛區,18特高壓電力,*,0,0
112,1,200,仁愛區,19高＆特高壓電力小計,**,8390,1421668
112,1,200,仁愛區,20電力小計,**,9348,1561537
112,1,200,仁愛區,21綜合＆電力小計,**,21184,3457615
112,1,200,仁愛區,22電燈＆綜合＆電力小計,**,27988,12356651
112,1,200,仁愛區,23臨時電燈,7,0,0
112,1,200,仁愛區,24臨時電力,*,49,2560
112,1,200,仁愛區,25臨時用電小計,**,49,2560
112,1,200,仁愛區,26總計（含臨時用電）,**,27988,12359211
112,1,200,仁愛區,27表燈合計,**,6804,8899036
112,1,200,仁愛區,28綜合＆電力合計,**,21184,3460175
112,1,201,信義區,1表燈非營業用,27336,349,15762312
112,1,201,信義區,2表燈營業用,1230,2849,2503001
112,1,201,信義區,3表燈小計,**,3198,18265313
112,1,201,信義區,4低壓綜合裝置非營業用,*,0,0
112,1,201,信義區,5低壓綜合需量非營業用,148,6290,917523
112,1,201,信義區,6低壓電動車非營業用,*,0,0
112,1,201,信義區,7低壓綜合非營業用電小計,**,6290,917523
112,1,201,信義區,8低壓綜合裝置營業用,*,68,9240
112,1,201,信義區,9低壓綜合需量營業用,47,3047,569152
112,1,201,信義區,10低壓電動車營業用,*,0,0
112,1,201,信義區,11低壓綜合營業用電小計,**,3115,578392
112,1,201,信義區,12低壓綜合用電小計,**,9405,1495915
112,1,201,信義區,13低壓裝置電力,7,127,30825
112,1,201,信義區,14低壓需量電力,27,1001,161335
112,1,201,信義區,15低壓電力小計,**,1128,192160
112,1,201,信義區,16高壓電力,32,11192,2368131
112,1,201,信義區,17高壓電動車,*,0,0
112,1,201,信義區,18特高壓電力,*,0,0
112,1,201,信義區,19高＆特高壓電力小計,**,11192,2368131
112,1,201,信義區,20電力小計,**,12320,2560291
112,1,201,信義區,21綜合＆電力小計,**,21725,4056206
112,1,201,信義區,22電燈＆綜合＆電力小計,**,24923,22321519
112,1,201,信義區,23臨時電燈,13,0,10265
112,1,201,信義區,24臨時電力,*,138,17960
112,1,201,信義區,25臨時用電小計,**,138,28225
112,1,201,信義區,26總計（含臨時用電）,**,24923,22349744
112,1,201,信義區,27表燈合計,**,3198,18275578
112,1,201,信義區,28綜合＆電力合計,**,21725,4074166
112,1,202,中正區,1表燈非營業用,32189,380,16907989
112,1,202,中正區,2表燈營業用,2106,3897,3691401
112,1,202,中正區,3表燈小計,**,4277,20599390
112,1,202,中正區,4低壓綜合裝置非營業用,*,43,8680
112,1,202,中正區,5低壓綜合需量非營業用,236,9444,1388431
112,1,202,中正區,6低壓電動車非營業用,*,0,0
112,1,202,中正區,7低壓綜合非營業用電小計,**,9487,1397111
112,1,202,中正區,8低壓綜合裝置營業用,*,0,0
112,1,202,中正區,9低壓綜合需量營業用,95,3212,710398
112,1,202,中正區,10低壓電動車營業用,*,0,0
112,1,202,中正區,11低壓綜合營業用電小計,**,3212,710398
112,1,202,中正區,12低壓綜合用電小計,**,12699,2107509
112,1,202,中正區,13低壓裝置電力,29,251,14400
112,1,202,中正區,14低壓需量電力,38,1069,298829
112,1,202,中正區,15低壓電力小計,**,1320,313229
112,1,202,中正區,16高壓電力,37,21466,4700480
112,1,202,中正區,17高壓電動車,*,0,0
112,1,202,中正區,18特高壓電力,*,4500,1008000
112,1,202,中正區,19高＆特高壓電力小計,**,25966,5708480
112,1,202,中正區,20電力小計,**,27286,6021709
112,1,202,中正區,21綜合＆電力小計,**,39985,8129218
112,1,202,中正區,22電燈＆綜合＆電力小計,**,44262,28728608
112,1,202,中正區,23臨時電燈,14,0,21485
112,1,202,中正區,24臨時電力,10,488,77240
112,1,202,中正區,25臨時用電小計,**,488,98725
112,1,202,中正區,26總計（含臨時用電）,**,44262,28827333
112,1,202,中正區,27表燈合計,**,4277,20620875
112,1,202,中正區,28綜合＆電力合計,**,39985,8206458
112,1,203,中山區,1表燈非營業用,22648,114,163570
112,1,203,中山區,2表燈營業用,1129,1814,661606
112,1,203,中山區,3表燈小計,**,1928,825176
112,1,203,中山區,4低壓綜合裝置非營業用,*,0,0
112,1,203,中山區,5低壓綜合需量非營業用,98,3841,367596
112,1,203,中山區,6低壓電動車非營業用,*,0,0
112,1,203,中山區,7低壓綜合非營業用電小計,**,3841,367596
112,1,203,中山區,8低壓綜合裝置營業用,*,0,0
112,1,203,中山區,9低壓綜合需量營業用,29,721,150683
112,1,203,中山區,10低壓電動車營業用,*,0,0
112,1,203,中山區,11低壓綜合營業用電小計,**,721,150683
112,1,203,中山區,12低壓綜合用電小計,**,4562,518279
112,1,203,中山區,13低壓裝置電力,13,190,42275
112,1,203,中山區,14低壓需量電力,17,668,175127
112,1,203,中山區,15低壓電力小計,**,858,217402
112,1,203,中山區,16高壓電力,33,16356,2989128
112,1,203,中山區,17高壓電動車,*,0,0
112,1,203,中山區,18特高壓電力,*,0,0
112,1,203,中山區,19高＆特高壓電力小計,**,16356,2989128
112,1,203,中山區,20電力小計,**,17214,3206530
112,1,203,中山區,21綜合＆電力小計,**,21776,3724809
112,1,203,中山區,22電燈＆綜合＆電力小計,**,23704,4549985
112,1,203,中山區,23臨時電燈,14,0,0
112,1,203,中山區,24臨時電力,*,160,60000
112,1,203,中山區,25臨時用電小計,**,160,60000
112,1,203,中山區,26總計（含臨時用電）,**,23704,4609985
112,1,203,中山區,27表燈合計,**,1928,825176
112,1,203,中山區,28綜合＆電力合計,**,21776,3784809
112,1,204,安樂區,1表燈非營業用,40629,293,391723
112,1,204,安樂區,2表燈營業用,1370,3462,1206628
112,1,204,安樂區,3表燈小計,**,3755,1598351
112,1,204,安樂區,4低壓綜合裝置非營業用,*,0,0
112,1,204,安樂區,5低壓綜合需量非營業用,292,8649,1125136
112,1,204,安樂區,6低壓電動車非營業用,*,0,0
112,1,204,安樂區,7低壓綜合非營業用電小計,**,8649,1125136
112,1,204,安樂區,8低壓綜合裝置營業用,*,0,0
112,1,204,安樂區,9低壓綜合需量營業用,84,4053,1105955
112,1,204,安樂區,10低壓電動車營業用,*,0,0
112,1,204,安樂區,11低壓綜合營業用電小計,**,4053,1105955
112,1,204,安樂區,12低壓綜合用電小計,**,12702,2231091
112,1,204,安樂區,13低壓裝置電力,8,60,15228
112,1,204,安樂區,14低壓需量電力,65,4231,630214
112,1,204,安樂區,15低壓電力小計,**,4291,645442
112,1,204,安樂區,16高壓電力,47,23976,6332562
112,1,204,安樂區,17高壓電動車,*,800,81300
112,1,204,安樂區,18特高壓電力,*,0,0
112,1,204,安樂區,19高＆特高壓電力小計,**,24776,6413862
112,1,204,安樂區,20電力小計,**,29067,7059304
112,1,204,安樂區,21綜合＆電力小計,**,41769,9290395
112,1,204,安樂區,22電燈＆綜合＆電力小計,**,45524,10888746
112,1,204,安樂區,23臨時電燈,7,0,0
112,1,204,安樂區,24臨時電力,6,273,8123
112,1,204,安樂區,25臨時用電小計,**,273,8123
112,1,204,安樂區,26總計（含臨時用電）,**,45524,10896869
112,1,204,安樂區,27表燈合計,**,3755,1598351
112,1,204,安樂區,28綜合＆電力合計,**,41769,9298518
112,1,205,暖暖區,1表燈非營業用,19301,53,5544189
112,1,205,暖暖區,2表燈營業用,809,1641,1109879
112,1,205,暖暖區,3表燈小計,**,1694,6654068
112,1,205,暖暖區,4低壓綜合裝置非營業用,*,0,0
