年度,月份,郵遞區號,行政區,項目,用戶數(戶),契約容量(kW),售電度數(度)
112,8,263,壯圍,2表燈營業用,554,1082,1143053
112,8,263,壯圍,3表燈小計,**,1338,5748509
112,8,263,壯圍,4低壓綜合裝置非營業用,*,0,0
112,8,263,壯圍,5低壓綜合需量非營業用,26,1080,160457
112,8,263,壯圍,6低壓電動車非營業用,*,0,0
112,8,263,壯圍,7低壓綜合非營業用電小計,**,1080,160457
112,8,263,壯圍,8低壓綜合裝置營業用,*,0,0
112,8,263,壯圍,9低壓綜合需量營業用,9,306,107552
112,8,263,壯圍,10低壓電動車營業用,*,0,0
112,8,263,壯圍,11低壓綜合營業用電小計,**,306,107552
112,8,263,壯圍,12低壓綜合用電小計,**,1386,268009
112,8,263,壯圍,13低壓裝置電力,298,2317,683094
112,8,263,壯圍,14低壓需量電力,76,1550,467866
112,8,263,壯圍,15低壓電力小計,**,3867,1150960
112,8,263,壯圍,16高壓電力,6,2341,985504
112,8,263,壯圍,17高壓電動車,*,0,0
112,8,263,壯圍,18特高壓電力,*,0,0
112,8,263,壯圍,19高＆特高壓電力小計,**,2341,985504
112,8,263,壯圍,20電力小計,**,6208,2136464
112,8,263,壯圍,21綜合＆電力小計,**,7594,2404473
112,8,263,壯圍,22電燈＆綜合＆電力小計,**,8932,8152982
112,8,263,壯圍,23臨時電燈,84,0,13222
112,8,263,壯圍,24臨時電力,*,30,400
112,8,263,壯圍,25臨時用電小計,**,30,13622
112,8,263,壯圍,26總計（含臨時用電）,**,8932,8166604
112,8,263,壯圍,27表燈合計,**,1338,5761731
112,8,263,壯圍,28綜合＆電力合計,**,7594,2404873
112,8,264,員山,1表燈非營業用,22635,292,6753276
112,8,264,員山,2表燈營業用,836,1384,1235851
112,8,264,員山,3表燈小計,**,1676,7989127
112,8,264,員山,4低壓綜合裝置非營業用,*,0,0
112,8,264,員山,5低壓綜合需量非營業用,29,1505,229738
112,8,264,員山,6低壓電動車非營業用,*,0,0
112,8,264,員山,7低壓綜合非營業用電小計,**,1505,229738
112,8,264,員山,8低壓綜合裝置營業用,*,0,0
112,8,264,員山,9低壓綜合需量營業用,21,729,212504
112,8,264,員山,10低壓電動車營業用,*,0,0
112,8,264,員山,11低壓綜合營業用電小計,**,729,212504
112,8,264,員山,12低壓綜合用電小計,**,2234,442242
112,8,264,員山,13低壓裝置電力,83,949,363589
112,8,264,員山,14低壓需量電力,155,3931,807665
112,8,264,員山,15低壓電力小計,**,4880,1171254
112,8,264,員山,16高壓電力,24,21512,6368492
112,8,264,員山,17高壓電動車,*,0,0
112,8,264,員山,18特高壓電力,*,0,0
112,8,264,員山,19高＆特高壓電力小計,**,21512,6368492
112,8,264,員山,20電力小計,**,26392,7539746
112,8,264,員山,21綜合＆電力小計,**,28626,7981988
112,8,264,員山,22電燈＆綜合＆電力小計,**,30302,15971115
112,8,264,員山,23臨時電燈,119,0,14311
112,8,264,員山,24臨時電力,*,0,0
112,8,264,員山,25臨時用電小計,**,0,14311
112,8,264,員山,26總計（含臨時用電）,**,30302,15985426
112,8,264,員山,27表燈合計,**,1676,8003438
112,8,264,員山,28綜合＆電力合計,**,28626,7981988
112,8,265,羅東,1表燈非營業用,40764,366,9759094
112,8,265,羅東,2表燈營業用,4406,7093,5423281
112,8,265,羅東,3表燈小計,**,7459,15182375
112,8,265,羅東,4低壓綜合裝置非營業用,*,0,0
112,8,265,羅東,5低壓綜合需量非營業用,108,4595,582383
112,8,265,羅東,6低壓電動車非營業用,*,0,0
112,8,265,羅東,7低壓綜合非營業用電小計,**,4595,582383
112,8,265,羅東,8低壓綜合裝置營業用,*,43,8554
112,8,265,羅東,9低壓綜合需量營業用,224,10422,3297823
112,8,265,羅東,10低壓電動車營業用,*,240,6400
112,8,265,羅東,11低壓綜合營業用電小計,**,10705,3312777
112,8,265,羅東,12低壓綜合用電小計,**,15300,3895160
112,8,265,羅東,13低壓裝置電力,67,526,84717
112,8,265,羅東,14低壓需量電力,43,1505,185829
112,8,265,羅東,15低壓電力小計,**,2031,270546
112,8,265,羅東,16高壓電力,23,10385,4532797
112,8,265,羅東,17高壓電動車,*,0,0
112,8,265,羅東,18特高壓電力,*,0,0
112,8,265,羅東,19高＆特高壓電力小計,**,10385,4532797
112,8,265,羅東,20電力小計,**,12416,4803343
112,8,265,羅東,21綜合＆電力小計,**,27716,8698503
112,8,265,羅東,22電燈＆綜合＆電力小計,**,35175,23880878
112,8,265,羅東,23臨時電燈,43,0,2583
112,8,265,羅東,24臨時電力,6,326,22325
112,8,265,羅東,25臨時用電小計,**,326,24908
112,8,265,羅東,26總計（含臨時用電）,**,35175,23905786
112,8,265,羅東,27表燈合計,**,7459,15184958
112,8,265,羅東,28綜合＆電力合計,**,27716,8720828
112,8,266,三星,1表燈非營業用,15575,99,7541550
112,8,266,三星,2表燈營業用,881,1263,1565297
112,8,266,三星,3表燈小計,**,1362,9106847
112,8,266,三星,4低壓綜合裝置非營業用,*,0,0
112,8,266,三星,5低壓綜合需量非營業用,19,1050,229478
112,8,266,三星,6低壓電動車非營業用,*,0,0
112,8,266,三星,7低壓綜合非營業用電小計,**,1050,229478
112,8,266,三星,8低壓綜合裝置營業用,*,0,0
112,8,266,三星,9低壓綜合需量營業用,12,368,126887
112,8,266,三星,10低壓電動車營業用,*,0,0
112,8,266,三星,11低壓綜合營業用電小計,**,368,126887
112,8,266,三星,12低壓綜合用電小計,**,1418,356365
112,8,266,三星,13低壓裝置電力,75,984,48485
112,8,266,三星,14低壓需量電力,90,2452,362595
112,8,266,三星,15低壓電力小計,**,3436,411080
112,8,266,三星,16高壓電力,23,11150,2686654
112,8,266,三星,17高壓電動車,*,0,0
112,8,266,三星,18特高壓電力,*,0,0
112,8,266,三星,19高＆特高壓電力小計,**,11150,2686654
112,8,266,三星,20電力小計,**,14586,3097734
112,8,266,三星,21綜合＆電力小計,**,16004,3454099
112,8,266,三星,22電燈＆綜合＆電力小計,**,17366,12560946
112,8,266,三星,23臨時電燈,131,0,19973
112,8,266,三星,24臨時電力,*,104,14403
112,8,266,三星,25臨時用電小計,**,104,34376
112,8,266,三星,26總計（含臨時用電）,**,17366,12595322
112,8,266,三星,27表燈合計,**,1362,9126820
112,8,266,三星,28綜合＆電力合計,**,16004,3468502
112,8,267,大同,1表燈非營業用,2488,4,607867
112,8,267,大同,2表燈營業用,228,876,422950
112,8,267,大同,3表燈小計,**,880,1030817
112,8,267,大同,4低壓綜合裝置非營業用,*,0,0
112,8,267,大同,5低壓綜合需量非營業用,13,457,63400
112,8,267,大同,6低壓電動車非營業用,*,0,0
112,8,267,大同,7低壓綜合非營業用電小計,**,457,63400
112,8,267,大同,8低壓綜合裝置營業用,*,0,0
112,8,267,大同,9低壓綜合需量營業用,11,320,105620
112,8,267,大同,10低壓電動車營業用,*,0,0
112,8,267,大同,11低壓綜合營業用電小計,**,320,105620
112,8,267,大同,12低壓綜合用電小計,**,777,169020
112,8,267,大同,13低壓裝置電力,7,69,21922
112,8,267,大同,14低壓需量電力,31,301,39357
112,8,267,大同,15低壓電力小計,**,370,61279
112,8,267,大同,16高壓電力,*,681,190500
112,8,267,大同,17高壓電動車,*,0,0
112,8,267,大同,18特高壓電力,*,0,0
112,8,267,大同,19高＆特高壓電力小計,*,681,190500
112,8,267,大同,20電力小計,**,1051,251779
112,8,267,大同,21綜合＆電力小計,**,1828,420799
112,8,267,大同,22電燈＆綜合＆電力小計,**,2708,1451616
112,8,267,大同,23臨時電燈,7,0,943
112,8,267,大同,24臨時電力,*,40,40
112,8,267,大同,25臨時用電小計,**,40,983
112,8,267,大同,26總計（含臨時用電）,**,2708,1452599
112,8,267,大同,27表燈合計,**,880,1031760
112,8,267,大同,28綜合＆電力合計,**,1828,420839
112,8,268,五結,1表燈非營業用,28111,341,12244489
112,8,268,五結,2表燈營業用,1952,2434,3220580
112,8,268,五結,3表燈小計,**,2775,15465069
112,8,268,五結,4低壓綜合裝置非營業用,*,0,0
112,8,268,五結,5低壓綜合需量非營業用,53,2353,327861
112,8,268,五結,6低壓電動車非營業用,*,0,0
112,8,268,五結,7低壓綜合非營業用電小計,**,2353,327861
112,8,268,五結,8低壓綜合裝置營業用,*,0,0
112,8,268,五結,9低壓綜合需量營業用,54,2938,954544
112,8,268,五結,10低壓電動車營業用,*,99,10960
112,8,268,五結,11低壓綜合營業用電小計,**,3037,965504
112,8,268,五結,12低壓綜合用電小計,**,5390,1293365
112,8,268,五結,13低壓裝置電力,249,2040,461198
112,8,268,五結,14低壓需量電力,260,13550,2701031
112,8,268,五結,15低壓電力小計,**,15590,3162229
112,8,268,五結,16高壓電力,71,39121,15977715
112,8,268,五結,17高壓電動車,*,0,0
112,8,268,五結,18特高壓電力,*,5150,2211760
112,8,268,五結,19高＆特高壓電力小計,**,44271,18189475
112,8,268,五結,20電力小計,**,59861,21351704
112,8,268,五結,21綜合＆電力小計,**,65251,22645069
112,8,268,五結,22電燈＆綜合＆電力小計,**,68026,38110138
112,8,268,五結,23臨時電燈,119,0,22384
112,8,268,五結,24臨時電力,12,480,63523
112,8,268,五結,25臨時用電小計,**,480,85907
112,8,268,五結,26總計（含臨時用電）,**,68026,38196045
112,8,268,五結,27表燈合計,**,2775,15487453
112,8,268,五結,28綜合＆電力合計,**,65251,22708592
112,8,269,冬山,1表燈非營業用,35833,401,17722286
112,8,269,冬山,2表燈營業用,2332,2297,3945925
112,8,269,冬山,3表燈小計,**,2698,21668211
112,8,269,冬山,4低壓綜合裝置非營業用,*,0,0
112,8,269,冬山,5低壓綜合需量非營業用,33,1678,271871
112,8,269,冬山,6低壓電動車非營業用,*,0,0
112,8,269,冬山,7低壓綜合非營業用電小計,**,1678,271871
112,8,269,冬山,8低壓綜合裝置營業用,*,0,0
112,8,269,冬山,9低壓綜合需量營業用,37,2142,650732
112,8,269,冬山,10低壓電動車營業用,*,0,0
112,8,269,冬山,11低壓綜合營業用電小計,**,2142,650732
112,8,269,冬山,12低壓綜合用電小計,**,3820,922603
112,8,269,冬山,13低壓裝置電力,119,1252,522006
112,8,269,冬山,14低壓需量電力,327,13520,2369045
112,8,269,冬山,15低壓電力小計,**,14772,2891051
112,8,269,冬山,16高壓電力,90,67777,24169004
112,8,269,冬山,17高壓電動車,*,0,0
112,8,269,冬山,18特高壓電力,*,19950,11368800
112,8,269,冬山,19高＆特高壓電力小計,**,87727,35537804
112,8,269,冬山,20電力小計,**,102499,38428855
112,8,269,冬山,21綜合＆電力小計,**,106319,39351458
112,8,269,冬山,22電燈＆綜合＆電力小計,**,109017,61019669
112,8,269,冬山,23臨時電燈,126,0,34066
112,8,269,冬山,24臨時電力,*,91,8259
112,8,269,冬山,25臨時用電小計,**,91,42325
112,8,269,冬山,26總計（含臨時用電）,**,109017,61061994
112,8,269,冬山,27表燈合計,**,2698,21702277
112,8,269,冬山,28綜合＆電力合計,**,106319,39359717
112,8,270,蘇澳,1表燈非營業用,24719,144,7836321
112,8,270,蘇澳,2表燈營業用,1536,2268,2013690
112,8,270,蘇澳,3表燈小計,**,2412,9850011
112,8,270,蘇澳,4低壓綜合裝置非營業用,*,0,0
112,8,270,蘇澳,5低壓綜合需量非營業用,45,2407,547119
112,8,270,蘇澳,6低壓電動車非營業用,*,0,0
112,8,270,蘇澳,7低壓綜合非營業用電小計,**,2407,547119
112,8,270,蘇澳,8低壓綜合裝置營業用,*,0,0
112,8,270,蘇澳,9低壓綜合需量營業用,71,3135,839932
112,8,270,蘇澳,10低壓電動車營業用,*,598,37160
112,8,270,蘇澳,11低壓綜合營業用電小計,**,3733,877092
112,8,270,蘇澳,12低壓綜合用電小計,**,6140,1424211
112,8,270,蘇澳,13低壓裝置電力,112,1035,423555
112,8,270,蘇澳,14低壓需量電力,217,12459,1744936
112,8,270,蘇澳,15低壓電力小計,**,13494,2168491
112,8,270,蘇澳,16高壓電力,113,74200,26506850
112,8,270,蘇澳,17高壓電動車,*,0,0
112,8,270,蘇澳,18特高壓電力,*,63176,44769140
112,8,270,蘇澳,19高＆特高壓電力小計,**,137376,71275990
112,8,270,蘇澳,20電力小計,**,150870,73444481
112,8,270,蘇澳,21綜合＆電力小計,**,157010,74868692
112,8,270,蘇澳,22電燈＆綜合＆電力小計,**,159422,84718703
112,8,270,蘇澳,23臨時電燈,35,0,17298
112,8,270,蘇澳,24臨時電力,9,645,48520
112,8,270,蘇澳,25臨時用電小計,**,645,65818
112,8,270,蘇澳,26總計（含臨時用電）,**,159422,84784521
112,8,270,蘇澳,27表燈合計,**,2412,9867309
112,8,270,蘇澳,28綜合＆電力合計,**,157010,74917212
112,8,272,南澳,1表燈非營業用,2015,10,1001992
112,8,272,南澳,2表燈營業用,148,328,216214
112,8,272,南澳,3表燈小計,**,338,1218206
112,8,272,南澳,4低壓綜合裝置非營業用,*,0,0
112,8,272,南澳,5低壓綜合需量非營業用,20,1082,223362
112,8,272,南澳,6低壓電動車非營業用,*,0,0
112,8,272,南澳,7低壓綜合非營業用電小計,**,1082,223362
112,8,272,南澳,8低壓綜合裝置營業用,*,0,0
112,8,272,南澳,9低壓綜合需量營業用,*,53,39252
112,8,272,南澳,10低壓電動車營業用,*,0,0
112,8,272,南澳,11低壓綜合營業用電小計,*,53,39252
112,8,272,南澳,12低壓綜合用電小計,**,1135,262614
112,8,272,南澳,13低壓裝置電力,9,91,25353
112,8,272,南澳,14低壓需量電力,31,679,160803
112,8,272,南澳,15低壓電力小計,**,770,186156
112,8,272,南澳,16高壓電力,*,950,242360
112,8,272,南澳,17高壓電動車,*,0,0
112,8,272,南澳,18特高壓電力,*,19400,7272000
112,8,272,南澳,19高＆特高壓電力小計,*,20350,7514360
112,8,272,南澳,20電力小計,**,21120,7700516
112,8,272,南澳,21綜合＆電力小計,**,22255,7963130
112,8,272,南澳,22電燈＆綜合＆電力小計,**,22593,9181336
112,8,272,南澳,23臨時電燈,6,0,336
112,8,272,南澳,24臨時電力,*,25,1560
112,8,272,南澳,25臨時用電小計,**,25,1896
112,8,272,南澳,26總計（含臨時用電）,**,22593,9183232
112,8,272,南澳,27表燈合計,**,338,1218542
112,8,272,南澳,28綜合＆電力合計,**,22255,7964690
112,8,290,中山區,1表燈非營業用,*,0,0
112,8,290,中山區,2表燈營業用,*,0,0
112,8,290,中山區,3表燈小計,*,0,0
112,8,290,中山區,4低壓綜合裝置非營業用,*,0,0
112,8,290,中山區,5低壓綜合需量非營業用,*,0,0
112,8,290,中山區,6低壓電動車非營業用,*,0,0
112,8,290,中山區,7低壓綜合非營業用電小計,*,0,0
112,8,290,中山區,8低壓綜合裝置營業用,*,0,0
112,8,290,中山區,9低壓綜合需量營業用,*,0,0
112,8,290,中山區,10低壓電動車營業用,*,0,0
112,8,290,中山區,11低壓綜合營業用電小計,*,0,0
112,8,290,中山區,12低壓綜合用電小計,*,0,0
112,8,290,中山區,13低壓裝置電力,*,0,0
112,8,290,中山區,14低壓需量電力,*,0,0
112,8,290,中山區,15低壓電力小計,*,0,0
112,8,290,中山區,16高壓電力,*,0,0
112,8,290,中山區,17高壓電動車,*,0,0
112,8,290,中山區,18特高壓電力,*,0,0
112,8,290,中山區,19高＆特高壓電力小計,*,0,0
112,8,290,中山區,20電力小計,*,0,0
112,8,290,中山區,21綜合＆電力小計,*,0,0
112,8,290,中山區,22電燈＆綜合＆電力小計,*,0,0
112,8,290,中山區,23臨時電燈,*,0,0
112,8,290,中山區,24臨時電力,*,0,0
112,8,290,中山區,25臨時用電小計,*,0,0
112,8,290,中山區,26總計（含臨時用電）,*,0,0
112,8,290,中山區,27表燈合計,*,0,0
112,8,290,中山區,28綜合＆電力合計,*,0,0
112,8,300,新竹市,1表燈非營業用,256243,2901,107925997
112,8,300,新竹市,2表燈營業用,17684,35843,34537212
112,8,300,新竹市,3表燈小計,**,38744,142463209
112,8,300,新竹市,4低壓綜合裝置非營業用,*,0,0
112,8,300,新竹市,5低壓綜合需量非營業用,1321,50564,9685709
112,8,300,新竹市,6低壓電動車非營業用,*,0,0
112,8,300,新竹市,7低壓綜合非營業用電小計,**,50564,9685709
112,8,300,新竹市,8低壓綜合裝置營業用,*,25,3873
112,8,300,新竹市,9低壓綜合需量營業用,1375,55201,15558876
112,8,300,新竹市,10低壓電動車營業用,*,1828,208640
112,8,300,新竹市,11低壓綜合營業用電小計,**,57054,15771389
112,8,300,新竹市,12低壓綜合用電小計,**,107618,25457098
112,8,300,新竹市,13低壓裝置電力,337,2832,432911
112,8,300,新竹市,14低壓需量電力,1264,53692,12713816
112,8,300,新竹市,15低壓電力小計,**,56524,13146727
112,8,300,新竹市,16高壓電力,484,560865,286429198
112,8,300,新竹市,17高壓電動車,*,360,49200
112,8,300,新竹市,18特高壓電力,27,896844,632894334
112,8,300,新竹市,19高＆特高壓電力小計,**,1458069,919372732
112,8,300,新竹市,20電力小計,**,1514593,932519459
112,8,300,新竹市,21綜合＆電力小計,**,1622211,957976557
112,8,300,新竹市,22電燈＆綜合＆電力小計,**,1660955,1100439766
112,8,300,新竹市,23臨時電燈,331,0,134175
112,8,300,新竹市,24臨時電力,132,6291,871432
112,8,300,新竹市,25臨時用電小計,**,6291,1005607
112,8,300,新竹市,26總計（含臨時用電）,**,1660955,1101445373
112,8,300,新竹市,27表燈合計,**,38744,142597384
112,8,300,新竹市,28綜合＆電力合計,**,1622211,958847989
112,8,302,竹北,1表燈非營業用,119195,1701,62392175
112,8,302,竹北,2表燈營業用,10114,25202,24616384
112,8,302,竹北,3表燈小計,**,26903,87008559
112,8,302,竹北,4低壓綜合裝置非營業用,*,0,0
112,8,302,竹北,5低壓綜合需量非營業用,794,38603,7671284
112,8,302,竹北,6低壓電動車非營業用,*,434,4320
112,8,302,竹北,7低壓綜合非營業用電小計,**,39037,7675604
112,8,302,竹北,8低壓綜合裝置營業用,*,0,0
112,8,302,竹北,9低壓綜合需量營業用,1202,61564,17445628
112,8,302,竹北,10低壓電動車營業用,*,99,5600
112,8,302,竹北,11低壓綜合營業用電小計,**,61663,17451228
112,8,302,竹北,12低壓綜合用電小計,**,100700,25126832
112,8,302,竹北,13低壓裝置電力,29,290,50622
112,8,302,竹北,14低壓需量電力,443,28934,7019881
112,8,302,竹北,15低壓電力小計,**,29224,7070503
112,8,302,竹北,16高壓電力,155,144501,61001561
112,8,302,竹北,17高壓電動車,*,0,0
112,8,302,竹北,18特高壓電力,*,5140,1505400
112,8,302,竹北,19高＆特高壓電力小計,**,149641,62506961
112,8,302,竹北,20電力小計,**,178865,69577464
112,8,302,竹北,21綜合＆電力小計,**,279565,94704296
112,8,302,竹北,22電燈＆綜合＆電力小計,**,306468,181712855
112,8,302,竹北,23臨時電燈,221,0,89793
112,8,302,竹北,24臨時電力,116,9694,1793644
112,8,302,竹北,25臨時用電小計,**,9694,1883437
112,8,302,竹北,26總計（含臨時用電）,**,306468,183596292
112,8,302,竹北,27表燈合計,**,26903,87098352
112,8,302,竹北,28綜合＆電力合計,**,279565,96497940
112,8,303,湖口,1表燈非營業用,53303,665,19079611
112,8,303,湖口,2表燈營業用,3415,5420,5494161
112,8,303,湖口,3表燈小計,**,6085,24573772
112,8,303,湖口,4低壓綜合裝置非營業用,*,0,0
112,8,303,湖口,5低壓綜合需量非營業用,98,5107,985537
112,8,303,湖口,6低壓電動車非營業用,*,0,0
112,8,303,湖口,7低壓綜合非營業用電小計,**,5107,985537
112,8,303,湖口,8低壓綜合裝置營業用,*,0,0
112,8,303,湖口,9低壓綜合需量營業用,128,5698,1786798
112,8,303,湖口,10低壓電動車營業用,*,0,0
112,8,303,湖口,11低壓綜合營業用電小計,**,5698,1786798
112,8,303,湖口,12低壓綜合用電小計,**,10805,2772335
112,8,303,湖口,13低壓裝置電力,14,166,12888
112,8,303,湖口,14低壓需量電力,347,19748,4367815
112,8,303,湖口,15低壓電力小計,**,19914,4380703
112,8,303,湖口,16高壓電力,340,445303,222915827
112,8,303,湖口,17高壓電動車,*,0,0
112,8,303,湖口,18特高壓電力,15,104180,56217388
112,8,303,湖口,19高＆特高壓電力小計,**,549483,279133215
112,8,303,湖口,20電力小計,**,569397,283513918
112,8,303,湖口,21綜合＆電力小計,**,580202,286286253
112,8,303,湖口,22電燈＆綜合＆電力小計,**,586287,310860025
112,8,303,湖口,23臨時電燈,135,0,15076
112,8,303,湖口,24臨時電力,29,4527,782778
112,8,303,湖口,25臨時用電小計,**,4527,797854
112,8,303,湖口,26總計（含臨時用電）,**,586287,311657879
112,8,303,湖口,27表燈合計,**,6085,24588848
112,8,303,湖口,28綜合＆電力合計,**,580202,287069031
112,8,304,新豐,1表燈非營業用,35359,261,26292896
112,8,304,新豐,2表燈營業用,2047,3562,5597006
112,8,304,新豐,3表燈小計,**,3823,31889902
112,8,304,新豐,4低壓綜合裝置非營業用,*,0,0
112,8,304,新豐,5低壓綜合需量非營業用,77,3533,445114
112,8,304,新豐,6低壓電動車非營業用,*,0,0
112,8,304,新豐,7低壓綜合非營業用電小計,**,3533,445114
112,8,304,新豐,8低壓綜合裝置營業用,*,0,0
112,8,304,新豐,9低壓綜合需量營業用,77,3079,860771
112,8,304,新豐,10低壓電動車營業用,*,0,0
112,8,304,新豐,11低壓綜合營業用電小計,**,3079,860771
112,8,304,新豐,12低壓綜合用電小計,**,6612,1305885
112,8,304,新豐,13低壓裝置電力,21,281,30638
112,8,304,新豐,14低壓需量電力,190,10127,2092394
112,8,304,新豐,15低壓電力小計,**,10408,2123032
112,8,304,新豐,16高壓電力,73,58975,20803172
112,8,304,新豐,17高壓電動車,*,0,0
112,8,304,新豐,18特高壓電力,*,63500,39744000
112,8,304,新豐,19高＆特高壓電力小計,**,122475,60547172
112,8,304,新豐,20電力小計,**,132883,62670204
112,8,304,新豐,21綜合＆電力小計,**,139495,63976089
112,8,304,新豐,22電燈＆綜合＆電力小計,**,143318,95865991
112,8,304,新豐,23臨時電燈,64,0,27615
112,8,304,新豐,24臨時電力,14,898,72600
112,8,304,新豐,25臨時用電小計,**,898,100215
112,8,304,新豐,26總計（含臨時用電）,**,143318,95966206
112,8,304,新豐,27表燈合計,**,3823,31917517
112,8,304,新豐,28綜合＆電力合計,**,139495,64048689
112,8,305,新埔,1表燈非營業用,22895,97,5275993
112,8,305,新埔,2表燈營業用,865,1342,883518
112,8,305,新埔,3表燈小計,**,1439,6159511
112,8,305,新埔,4低壓綜合裝置非營業用,*,0,0
112,8,305,新埔,5低壓綜合需量非營業用,56,2133,274283
112,8,305,新埔,6低壓電動車非營業用,*,0,0
112,8,305,新埔,7低壓綜合非營業用電小計,**,2133,274283
112,8,305,新埔,8低壓綜合裝置營業用,*,0,0
112,8,305,新埔,9低壓綜合需量營業用,34,1829,512721
112,8,305,新埔,10低壓電動車營業用,*,0,0
112,8,305,新埔,11低壓綜合營業用電小計,**,1829,512721
112,8,305,新埔,12低壓綜合用電小計,**,3962,787004
112,8,305,新埔,13低壓裝置電力,25,286,81584
112,8,305,新埔,14低壓需量電力,104,4196,785087
112,8,305,新埔,15低壓電力小計,**,4482,866671
112,8,305,新埔,16高壓電力,36,29201,11469348
112,8,305,新埔,17高壓電動車,*,0,0
112,8,305,新埔,18特高壓電力,*,25010,16492800
112,8,305,新埔,19高＆特高壓電力小計,**,54211,27962148
112,8,305,新埔,20電力小計,**,58693,28828819
112,8,305,新埔,21綜合＆電力小計,**,62655,29615823
112,8,305,新埔,22電燈＆綜合＆電力小計,**,64094,35775334
112,8,305,新埔,23臨時電燈,50,0,27330
112,8,305,新埔,24臨時電力,16,654,100997
112,8,305,新埔,25臨時用電小計,**,654,128327
112,8,305,新埔,26總計（含臨時用電）,**,64094,35903661
112,8,305,新埔,27表燈合計,**,1439,6186841
112,8,305,新埔,28綜合＆電力合計,**,62655,29716820
112,8,306,關西,1表燈非營業用,16059,127,4033124
112,8,306,關西,2表燈營業用,665,1202,687004
112,8,306,關西,3表燈小計,**,1329,4720128
112,8,306,關西,4低壓綜合裝置非營業用,*,0,0
112,8,306,關西,5低壓綜合需量非營業用,25,1122,139173
112,8,306,關西,6低壓電動車非營業用,*,0,0
112,8,306,關西,7低壓綜合非營業用電小計,**,1122,139173
112,8,306,關西,8低壓綜合裝置營業用,*,0,0
112,8,306,關西,9低壓綜合需量營業用,30,1354,349145
112,8,306,關西,10低壓電動車營業用,*,0,0
112,8,306,關西,11低壓綜合營業用電小計,**,1354,349145
112,8,306,關西,12低壓綜合用電小計,**,2476,488318
112,8,306,關西,13低壓裝置電力,25,344,65608
112,8,306,關西,14低壓需量電力,78,4381,800195
112,8,306,關西,15低壓電力小計,**,4725,865803
112,8,306,關西,16高壓電力,29,14202,4387696
112,8,306,關西,17高壓電動車,*,0,0
112,8,306,關西,18特高壓電力,*,10400,2911881
112,8,306,關西,19高＆特高壓電力小計,**,24602,7299577
112,8,306,關西,20電力小計,**,29327,8165380
112,8,306,關西,21綜合＆電力小計,**,31803,8653698
112,8,306,關西,22電燈＆綜合＆電力小計,**,33132,13373826
112,8,306,關西,23臨時電燈,14,0,2584
112,8,306,關西,24臨時電力,*,148,24440
112,8,306,關西,25臨時用電小計,**,148,27024
112,8,306,關西,26總計（含臨時用電）,**,33132,13400850
112,8,306,關西,27表燈合計,**,1329,4722712
112,8,306,關西,28綜合＆電力合計,**,31803,8678138
112,8,307,芎林,1表燈非營業用,13697,138,6457265
112,8,307,芎林,2表燈營業用,495,1065,1064151
112,8,307,芎林,3表燈小計,**,1203,7521416
112,8,307,芎林,4低壓綜合裝置非營業用,*,0,0
112,8,307,芎林,5低壓綜合需量非營業用,14,509,88639
112,8,307,芎林,6低壓電動車非營業用,*,0,0
112,8,307,芎林,7低壓綜合非營業用電小計,**,509,88639
112,8,307,芎林,8低壓綜合裝置營業用,*,0,0
112,8,307,芎林,9低壓綜合需量營業用,22,1070,315174
112,8,307,芎林,10低壓電動車營業用,*,0,0
112,8,307,芎林,11低壓綜合營業用電小計,**,1070,315174
112,8,307,芎林,12低壓綜合用電小計,**,1579,403813
112,8,307,芎林,13低壓裝置電力,9,142,53671
112,8,307,芎林,14低壓需量電力,36,1251,247326
112,8,307,芎林,15低壓電力小計,**,1393,300997
112,8,307,芎林,16高壓電力,22,15213,6751680
112,8,307,芎林,17高壓電動車,*,0,0
112,8,307,芎林,18特高壓電力,*,0,0
112,8,307,芎林,19高＆特高壓電力小計,**,15213,6751680
112,8,307,芎林,20電力小計,**,16606,7052677
112,8,307,芎林,21綜合＆電力小計,**,18185,7456490
112,8,307,芎林,22電燈＆綜合＆電力小計,**,19388,14977906
112,8,307,芎林,23臨時電燈,53,0,35542
112,8,307,芎林,24臨時電力,9,506,27087
112,8,307,芎林,25臨時用電小計,**,506,62629
112,8,307,芎林,26總計（含臨時用電）,**,19388,15040535
112,8,307,芎林,27表燈合計,**,1203,7556958
112,8,307,芎林,28綜合＆電力合計,**,18185,7483577
112,8,308,寶山,1表燈非營業用,10848,238,4146791
112,8,308,寶山,2表燈營業用,464,537,896148
112,8,308,寶山,3表燈小計,**,775,5042939
112,8,308,寶山,4低壓綜合裝置非營業用,*,0,0
112,8,308,寶山,5低壓綜合需量非營業用,27,1304,170079
112,8,308,寶山,6低壓電動車非營業用,*,0,0
112,8,308,寶山,7低壓綜合非營業用電小計,**,1304,170079
112,8,308,寶山,8低壓綜合裝置營業用,*,0,0
112,8,308,寶山,9低壓綜合需量營業用,23,1052,199674
112,8,308,寶山,10低壓電動車營業用,*,0,0
112,8,308,寶山,11低壓綜合營業用電小計,**,1052,199674
112,8,308,寶山,12低壓綜合用電小計,**,2356,369753
112,8,308,寶山,13低壓裝置電力,7,28,3030
112,8,308,寶山,14低壓需量電力,92,3962,961400
112,8,308,寶山,15低壓電力小計,**,3990,964430
112,8,308,寶山,16高壓電力,17,42178,25751377
112,8,308,寶山,17高壓電動車,*,0,0
