seqno,type,city,countycode,name,localcallservice,address
273,環保餐廳,新北市,65000,伊莎貝拉海灘咖啡館,02-86352262,新北市石門區15號
274,環保餐廳,新北市,65000,光復樓小吃店,02-26621508,新北市深坑區深坑街137號
275,環保餐廳,新北市,65000,"全 壽司丼飯煮物(永和店)",02-89215959,新北市永和區中興街55號
276,環保餐廳,新北市,65000,再一塊吧ing永和店,0936931262,新北市永和區得和路20號
277,環保餐廳,新北市,65000,吉可堡早餐店,02-26763998,新北市樹林區俊英街113-1號
278,環保餐廳,新北市,65000,吉得堡早餐店-和平店,0920388655,新北市板橋區和平路66號
279,環保餐廳,新北市,65000,吉得堡東興店,02-86845389,新北市樹林區東興街12之1號
280,環保餐廳,新北市,65000,吉得堡-錦秀店,02-22154682,新北市新店區錦秀路22號1樓
281,環保餐廳,新北市,65000,合歡茶宴風味餐廳,02-26656424,新北市坪林區水聳淒坑28號
282,環保餐廳,新北市,65000,在哪裡Cafe?Deli,02-89210023,新北市永和區秀朗路一段233號
283,環保餐廳,新北市,65000,多米葉漢堡,02-26802008,新北市樹林區佳園路2段104號
284,環保餐廳,新北市,65000,好好時光公益咖啡館,02-26012485,新北市林口區文化一路一段207之1號
285,環保餐廳,新北市,65000,"好味道 排骨大王(永和店)",02-29226166,新北市永和區中正路548之2號
286,環保餐廳,新北市,65000,好家園,02-26648779,新北市深坑區深坑街141號
287,環保餐廳,新北市,65000,好茶饌茶館,02-26658000,新北市坪林區北宜路八段218號
288,環保餐廳,新北市,65000,好鄰居小吃店,02-26623229,新北市深坑區深坑街147號一樓
289,環保餐廳,新北市,65000,好餓早餐,02-82217996,新北市中和區連城路403號
290,環保餐廳,新北市,65000,"宇禾田宴會館 ",02-22433339,新北市中和區中山路二段311號3~5樓
291,環保餐廳,新北市,65000,"宇禾田鐵板燒 ",02-22433339,新北市中和區中山路二段311號
292,環保餐廳,新北市,65000,早上好早午餐,0937513435,新北市永和區竹林路101號1樓
293,環保餐廳,新北市,65000,早安公雞農場晨食(土城店),02-82616068,新北市土城區明德路二段106號
294,環保餐廳,新北市,65000,早安公雞農場晨食(新莊民安店),02-22042606,新北市新莊區民安西路277號
295,環保餐廳,新北市,65000,早到甜早午餐,02-28472461,新北市蘆洲區長安街108巷5弄2號
296,環保餐廳,新北市,65000,早饗食,02-29800660,新北市三重區中正北路272號
297,環保餐廳,新北市,65000,有汁牛麵食,02-29622221,新北市板橋區三民路二段153巷4號一樓
298,環保餐廳,新北市,65000,有種,0954077879,新北市坪林區漁光里坪雙路2段11號之5
299,環保餐廳,新北市,65000,"朴庶韓國銅盤烤肉 樹林秀泰店",02-26863377,新北市樹林區樹新路40-6號七樓
300,環保餐廳,新北市,65000,"朱記餡餅粥 中和環球",02-82211233,新北市中和區中山路三段122號3樓
301,環保餐廳,新北市,65000,米可廚房,02-22076010,新北市新莊區新樹路625號一樓
302,環保餐廳,新北市,65000,"米炭火燒肉小酒館 迴龍店",02-29088787,新北市新莊區新北市新莊區中正路891-17號
303,環保餐廳,新北市,65000,米勒卡早午餐,02-22084480,新北市新莊區建安街9巷12號
304,環保餐廳,新北市,65000,老地方豆腐美食,02-26623323,新北市深坑區深坑街143號
305,環保餐廳,新北市,65000,老乾杯板橋大遠百店,02-29526466,新北市板橋區新北市板橋區新站路28號11樓
306,環保餐廳,新北市,65000,老礦工食堂,02-29314996,新北市瑞芳區金瓜石祈堂路72-1號
307,環保餐廳,新北市,65000,肉劇場大食代板橋店,02-29626262,新北市板橋區新站路28號
308,環保餐廳,新北市,65000,妞蛋吐司早午餐,02-22027707,新北市新莊區民安東路176號1樓
309,環保餐廳,新北市,65000,"沙巴家 新北板橋店",0926656376,新北市板橋區懷德街65號
310,環保餐廳,新北市,65000,汪汪地瓜園產業故事館,02-24986763,新北市萬里區大鵬里加投197-6號
311,環保餐廳,新北市,65000,私嚐吃飯-北大店,02-26689700,新北市樹林區學勤路322號1樓
312,環保餐廳,新北市,65000,豆司苑咖啡,02-29497910,新北市中和區南山路320巷3號
313,環保餐廳,新北市,65000,豆韻,0968297838,新北市中和區安平路218號
314,環保餐廳,新北市,65000,邑朵早午餐,02-29578182,新北市板橋區中山路二段89巷12號
315,環保餐廳,新北市,65000,亞尼克-環球中和店,02-82214837,新北市中和區中山路三段122號1樓
316,環保餐廳,新北市,65000,亞瑟蘭印度料理,02-28343303,新北市板橋區新站路28號B1
317,環保餐廳,新北市,65000,享健康食坊,02-28094661#3014,新北市淡水區民生路45號
318,環保餐廳,新北市,65000,京都勝牛-環球板橋車站店,02-29665589,新北市板橋區縣民大道二段7號2樓
319,環保餐廳,新北市,65000,咖哩樹-板橋環球店,02-29602727,新北市板橋區縣民大道二段七號B1
320,環保餐廳,新北市,65000,呷尚寶-華順店,021-29535252,新北市中和區華順街133號
321,環保餐廳,新北市,65000,和王日式炭火燒肉,02-29276999,新北市永和區中山路一段13號
322,環保餐廳,新北市,65000,周廚牛肉麵(板橋大遠百),02-23611999#894,新北市板橋區新站路28號B1
323,環保餐廳,新北市,65000,坪感覺,02-26657210,新北市坪林區坪林街12號
324,環保餐廳,新北市,65000,帕彼手作早餐坊,02-29881313,新北市三重區三和路三段188號
325,環保餐廳,新北市,65000,幸福時光-蘆洲店,0952176277,新北市蘆洲區信義路222巷20號
326,環保餐廳,新北市,65000,幸福讚精品飯店,02-29976688,新北市新莊區思源路332巷9號
327,環保餐廳,新北市,65000,府城台南美食,02-29596739,新北市板橋區新站路28號
328,環保餐廳,新北市,65000,明志科大第二餐廳,02-26890808,新北市泰山區工專路84號
329,環保餐廳,新北市,65000,明志科技大學學生餐廳,02-29083309,新北市泰山區工專路84號
330,環保餐廳,新北市,65000,明緯員工餐廳,02-22996100#118,新北市五股區五權三路28號
331,環保餐廳,新北市,65000,東道飲食亭,0928350605,新北市三峽區仁愛街7號
332,環保餐廳,新北市,65000,果然匯-板橋遠百店,02-29562888,"新北市板橋區中山路一段152號11樓 (遠百中山店)"
333,環保餐廳,新北市,65000,林口康橋學生餐廳,02-26015442,新北市林口區興林路55號
334,環保餐廳,新北市,65000,板大八番小雞,02-77054168,新北市板橋區新站路28號
335,環保餐廳,新北市,65000,板大八番赤野,02-77054168,新北市板橋區新站路28號
336,環保餐廳,新北市,65000,板橋凱撒大飯店(大廳酒吧),02-89539777,新北市板橋區縣民大道二段8號
337,環保餐廳,新北市,65000,板橋凱撒大飯店(卡拉拉餐廳),02-89539777,新北市板橋區縣民大道二段8號
338,環保餐廳,新北市,65000,板橋凱撒大飯店(家宴中餐廳),02-89539777,新北市板橋區縣民大道二段8號
339,環保餐廳,新北市,65000,欣葉小聚中和環球店,02-32345858,新北市中和區中山路三段122號4樓
340,環保餐廳,新北市,65000,"欣葉小聚餐廳 中和環球",02-32345858,新北市中和區中山路三段122號4樓
341,環保餐廳,新北市,65000,注腳雙溪,02-24931158,新北市雙溪區泰昌街27號
342,環保餐廳,新北市,65000,河內老街河粉,02-77054168,新北市板橋區新站路28號
343,環保餐廳,新北市,65000,法華素食餐廳,02-22860768,新北市三重區仁美街24號
344,環保餐廳,新北市,65000,肥熊早早午餐,02-29551057,新北市板橋區廣和街33之6號
345,環保餐廳,新北市,65000,肥熊早早午餐(中和店),"02 -22289997",新北市中和區中山路三段118之3號
346,環保餐廳,新北市,65000,芭達桑原住民主題餐廳,02-26105300,新北市八里區觀海大道111號
347,環保餐廳,新北市,65000,"花月嵐拉麵 中環環球",02-22232128,新北市中和區中山路三段122號3樓
348,環保餐廳,新北市,65000,金色三麥,02-77054168,新北市板橋區新站路28號
349,環保餐廳,新北市,65000,"金色三麥 板橋大遠百店",02-77385911,新北市板橋區新站路28號9樓
350,環保餐廳,新北市,65000,"金色三麥 新莊晶冠店",02-85228989,新北市新莊區新北市新莊區五工路66號1樓
351,環保餐廳,新北市,65000,"金春喜韓廚 中和環球",02-22265568,新北市中和區中山路三段122號4樓
352,環保餐廳,新北市,65000,金煲銀煲仔飯,02-77054168,新北市板橋區新站路28號
353,環保餐廳,新北市,65000,金寶電子深坑廠員工餐廳,02-26622660,新北市深坑區北深路3段147號
354,環保餐廳,新北市,65000,"長?魚屋 中和環球",0958279136,新北市中和區中山路三段122號3樓
355,環保餐廳,新北市,65000,阿杰萬里蟹,0987844838,新北市萬里區港東路162號
356,環保餐廳,新北市,65000,非常泰,02-77054168,新北市板橋區新站路28號
357,環保餐廳,新北市,65000,"芡芳石頭火鍋 新北永和店",02-29218889,新北市永和區永和路二段116號5樓
358,環保餐廳,新北市,65000,"芡芳石頭火鍋 樹林秀泰店",02-26862999,新北市樹林區樹新路40-6號7樓
359,環保餐廳,新北市,65000,"侯黑鍋物 冠軍酸菜個人鍋物 (新莊民安店)",02-22068977,新北市新莊區民安東路6號
360,環保餐廳,新北市,65000,南亞光電員工餐廳,02-26806311#5582,新北市樹林區味王街55號
361,環保餐廳,新北市,65000,威剛科技(股)公司員工餐廳,02-82280886#12952,新北市中和區258號2樓
362,環保餐廳,新北市,65000,客家美食主藝餐廳,02-86722255,新北市三峽區隆恩街239號1樓
363,環保餐廳,新北市,65000,故鄉的口味小吃店,02-26629501,新北市深坑區深坑街146號
364,環保餐廳,新北市,65000,春日食堂-板橋大遠百,0987212244,新北市板橋區新站路28號
365,環保餐廳,新北市,65000,"春水堂-人文茶館 中和環球",02-22217037,新北市中和區中山路三段122號1樓
366,環保餐廳,新北市,65000,星巴克-環球門市,02-32340635,新北市中和區中山路三段122號1樓
367,環保餐廳,新北市,65000,"星馬快餐 新北新店裕隆城百貨門市",0926656376,新北市新店區中興路三段70號6F20櫃
368,環保餐廳,新北市,65000,"星馬快餐 新北新莊門市",0926656376,新北市新莊區中平路138號1F
369,環保餐廳,新北市,65000,星誼美而美,02-82616104,新北市土城區日新街9巷1號
370,環保餐廳,新北市,65000,柏榕美食活海鮮,02-24924798,新北市萬里區港東路151之2號
371,環保餐廳,新北市,65000,"皇廚一品牛排 中和環球",02-77312719,新北市中和區中山路三段122號3樓
372,環保餐廳,新北市,65000,美津素食漢堡,02-29907859,新北市新莊區中和街63號
373,環保餐廳,新北市,65000,美香早餐店,02-22019802,新北市新莊區後港一路28巷4弄8號
374,環保餐廳,新北市,65000,美觀園,0932262403,新北市萬里區港東路156號
375,環保餐廳,新北市,65000,食在森林,0955658845,新北市烏來區福山里3鄰卡拉模基21號
376,環保餐廳,新北市,65000,食家安飲食文化股份有限公司,02-27925757,新北市汐止區福德一路328巷1號
377,環保餐廳,新北市,65000,香港奶茶王,02-82835502,新北市蘆洲區三民路279-1號
378,環保餐廳,新北市,65000,原粹蔬食作,02-89147185,新北市新店區北新路三段206巷1弄7號一樓
379,環保餐廳,新北市,65000,"厝內食堂 中和環球",0906368895,新北市中和區中山路三段122號3樓
380,環保餐廳,新北市,65000,哩賀涼麵,0985177944,新北市永和區秀朗路一段169號
381,環保餐廳,新北市,65000,哪次不吃早午餐店,02-29750970,新北市三重區大同南路152號1樓
382,環保餐廳,新北市,65000,娜?泰式燒烤,02-29766633,新北市三重區河邊北街100巷35號
383,環保餐廳,新北市,65000,峰精緻鍋物餐酒,02-29940898,新北市新莊區新泰路322號
384,環保餐廳,新北市,65000,恩典早午餐,02-29288688,新北市永和區安樂路294號
385,環保餐廳,新北市,65000,"時時香 中和環球",02-82267386,新北市中和區中山路三段122號4樓
386,環保餐廳,新北市,65000,桃樂絲森林餐廳,02-86303356,新北市八里區荖阡村荖阡坑路34之5號
387,環保餐廳,新北市,65000,泰雅田泰式小館(永和店),02-86689228,新北市永和區民有街21巷2號1樓
388,環保餐廳,新北市,65000,海角阿鄉海產店,02-28053411,新北市淡水區觀海路26號
389,環保餐廳,新北市,65000,海底撈,02-85219292,新北市新莊區新北市新北市新莊區新北大道四段3號9樓
390,環保餐廳,新北市,65000,海底撈火鍋板橋店,02-29641328,新北市板橋區新站路28號5樓
391,環保餐廳,新北市,65000,海宴日式和風涮涮屋,02-26712348,新北市三峽區中正路一段75號
392,環保餐廳,新北市,65000,海釣族海鮮小館,02-22529999,新北市板橋區文化路二段126號
393,環保餐廳,新北市,65000,海霸王餐廳股份有限公司海山分公司,02-22664835,新北市土城區中央路一段22號
394,環保餐廳,新北市,65000,留香園,02-29228998,新北市永和區永貞路283號
395,環保餐廳,新北市,65000,真不同酸菜魚(板橋大遠百),02-25115233,新北市板橋區新站路28號B1
396,環保餐廳,新北市,65000,茴味,02-26648207,新北市深坑區深坑街110號
397,環保餐廳,新北市,65000,"迷客夏PLUS 新北中和環球店",02-22236462,新北市中和區中山路三段122號3樓
398,環保餐廳,新北市,65000,"馬克廚房 Rocky Pizza",02-29127765,新北市新店區新店區碧潭風景區A01-03
399,環保餐廳,新北市,65000,馬岸泰雅美食,02-26616105,新北市烏來區福山村大羅蘭25號
400,環保餐廳,新北市,65000,馬蹄圈圈,02-23611999#894,新北市永和區秀朗路一段114號
401,環保餐廳,新北市,65000,高益發茶行,02-26656268,新北市坪林區北宜路8段217號
402,環保餐廳,新北市,65000,鬼匠拉麵2（板橋永豐店）,02-29551196,新北市板橋區永豐街77號
403,環保餐廳,新北市,65000,"乾杯列車 板橋站",02-89693333,新北市板橋區新北市板橋區縣民大道2段7號2樓
404,環保餐廳,新北市,65000,"乾杯燒肉居酒屋 林口店",02-26068522,新北市林口區新北市林口區文化三路一段356號2樓
405,環保餐廳,新北市,65000,"乾杯燒肉居酒屋 新莊宏匯店",02-85216277,新北市新莊區新北市新莊區新北大道四段3號7樓
406,環保餐廳,新北市,65000,將捷金鬱金香酒店,02-26210333,新北市淡水區中正路一段2-1號
407,環保餐廳,新北市,65000,"悠樂間 Shalom Cafe",0925595853,新北市三重區自強路五段39號
408,環保餐廳,新北市,65000,教堂小廚,0900111444,新北市板橋區仁愛路12號
409,環保餐廳,新北市,65000,望海亭海鮮餐廳,02-24921605,新北市萬里區野柳村港東路162之15號
410,環保餐廳,新北市,65000,添好運板橋遠百店,02-29557978,新北市板橋區新站路28號Ｂ1
411,環保餐廳,新北市,65000,涮乃葉-汐止遠雄店,-,新北市汐止區新台五路一段99號B1
412,環保餐廳,新北市,65000,涮乃葉-板橋遠百中山店,-,新北市板橋區中山路1段152號10樓
413,環保餐廳,新北市,65000,深坑大團園餐廳,02-26625328,新北市深坑區阿柔里阿柔洋25之1號
414,環保餐廳,新北市,65000,猛港海鮮餐廳,02-29286383,新北市永和區永和路一段62號
415,環保餐廳,新北市,65000,統一多拿滋-新中環門市,02-22218130,新北市中和區中山路三段122號2樓
416,環保餐廳,新北市,65000,"覓糖Mi Tang(永和中正店)",02-86681249,新北市永和區中正路39之1號
417,環保餐廳,新北市,65000,豚將拉麵重陽店,02-89832058,新北市三重區重陽路四段8號1樓
418,環保餐廳,新北市,65000,速芝堡早餐店,02-29601462,新北市板橋區大觀路2段174巷102弄32號
419,環保餐廳,新北市,65000,野柳珠海餐廳,02-24922540,新北市萬里區港東路162-13號
420,環保餐廳,新北市,65000,"雪嶽山 中和環球",02-77313499,新北市中和區中山路三段122號3樓
421,環保餐廳,新北市,65000,魚村活海鮮,02-24921046,新北市萬里區港東路74之6號
422,環保餐廳,新北市,65000,魚佳餚餐廳,02-24992265,新北市貢寮區東興街36號
423,環保餐廳,新北市,65000,魚缸珈琲館,02-82828350,新北市蘆洲區三民路78號
424,環保餐廳,新北市,65000,鹿兒島燒肉專賣店-板橋新板店,02-29625099,新北市板橋區中山路一段164-1號
425,環保餐廳,新北市,65000,鹿兒島燒肉專賣店-新莊中華店,02-29909950,新北市新莊區中華路二段65號1樓
426,環保餐廳,新北市,65000,麥味登八里小麥,02-26195768,新北市八里區中山路二段542號
427,環保餐廳,新北市,65000,麥味登八里禾渼,02-26188007,新北市八里區頂寮五街7號
428,環保餐廳,新北市,65000,麥味登三芝公正,02-26369969,新北市三芝區公正街9號
429,環保餐廳,新北市,65000,麥味登三重三和,02-22800682,新北市三重區三和路四段145巷153號
430,環保餐廳,新北市,65000,麥味登三重三賢101,02-28579101,新北市三重區三賢街101號
431,環保餐廳,新北市,65000,麥味登三重大同,02-89855749,新北市三重區大同北路97號
432,環保餐廳,新北市,65000,麥味登三重中興橋,02-29768838,新北市三重區成功路38號
433,環保餐廳,新北市,65000,麥味登三重木澄找餐,02-22870179,新北市三重區永福街179號
434,環保餐廳,新北市,65000,麥味登三重正義,02-89762827,新北市三重區正義南路79號
435,環保餐廳,新北市,65000,麥味登三重車路頭,02-22860136,新北市三重區車路頭街87號
436,環保餐廳,新北市,65000,麥味登三重佳德,02-89825825,新北市三重區三民街305號
437,環保餐廳,新北市,65000,麥味登三重忠孝,02-89850138,新北市三重區忠孝路三段25號
438,環保餐廳,新北市,65000,麥味登三重忠孝橋,02-29749888,新北市三重區中正南路131號
439,環保餐廳,新北市,65000,麥味登三重美福,02-29801388,新北市三重區重陽路三段162號
440,環保餐廳,新北市,65000,麥味登三重國小,02-89762738,新北市三重區仁愛街23號
441,環保餐廳,新北市,65000,麥味登三重國隆,02-29818809,新北市三重區國隆路29號
442,環保餐廳,新北市,65000,麥味登三重捷運,02-29877007,新北市三重區捷運路37巷14號
443,環保餐廳,新北市,65000,麥味登三重善解,02-29850176,新北市三重區力行路一段176號
444,環保餐廳,新北市,65000,麥味登三重進安,02-82879992,新北市三重區自強路五段100號
445,環保餐廳,新北市,65000,麥味登三重感恩,02-29896559,新北市三重區三陽路61號
446,環保餐廳,新北市,65000,麥味登三峽大同,02-86741909,新北市三峽區大同路196-2號
447,環保餐廳,新北市,65000,麥味登三峽北大,02-26724567,新北市三峽區大德路190號
448,環保餐廳,新北市,65000,麥味登三峽恩主公,02-86723234,新北市三峽區中山路234號
449,環保餐廳,新北市,65000,麥味登土城日月光,02-22707168,新北市土城區中央路二段61巷42號
450,環保餐廳,新北市,65000,麥味登土城光明,02-22706879,新北市土城區光明街63號
451,環保餐廳,新北市,65000,麥味登土城延平,02-82610041,新北市土城區延平街七號
452,環保餐廳,新北市,65000,麥味登土城明德,02-82620030,新北市土城區明德路一段240巷2號
453,環保餐廳,新北市,65000,麥味登土城青雲,02-22660768,新北市土城區青雲路215號
454,環保餐廳,新北市,65000,麥味登土城海山,02-82621058,新北市土城區明德路二段199號
455,環保餐廳,新北市,65000,麥味登土城清高,02-22602220,新北市土城區明德路一段73號
456,環保餐廳,新北市,65000,麥味登土城裕民,02-82601899,新北市土城區裕民路259巷24號
457,環保餐廳,新北市,65000,麥味登土城學成,02-82732522,新北市土城區學成路9號
458,環保餐廳,新北市,65000,麥味登中和民德,02-29628388,新北市中和區民德路155號
459,環保餐廳,新北市,65000,麥味登中和吉仁,02-86680256,新北市中和區大仁街19巷1號
460,環保餐廳,新北市,65000,麥味登中和秀朗,02-29435788,新北市中和區秀朗路３段128巷2號
461,環保餐廳,新北市,65000,麥味登中和和平,02-86680428,新北市中和區和平街15-1號
462,環保餐廳,新北市,65000,麥味登中和泉日青,02-82458368,新北市中和區連城路89巷7-2號
463,環保餐廳,新北市,65000,麥味登中和英雄,02-89434686,新北市中和區興南路二段79號
464,環保餐廳,新北市,65000,麥味登中和復興,02-29488698,新北市中和區復興路50號
465,環保餐廳,新北市,65000,麥味登中和景安,02-89432800,新北市中和區景安路13號
466,環保餐廳,新北市,65000,麥味登中和景新,02-22450559,新北市中和區景新街35號
467,環保餐廳,新北市,65000,麥味登中和華新,02-86680570,新北市中和區華新街150號
468,環保餐廳,新北市,65000,麥味登中和陽光,02-82453053,新北市中和區中山路二段2巷45弄12號
469,環保餐廳,新北市,65000,麥味登中和新生,02-22229635,新北市中和區民樂路54號
470,環保餐廳,新北市,65000,麥味登中和壽德,02-29526863,新北市中和區壽德街21號
471,環保餐廳,新北市,65000,麥味登中和福澤,02-89419688,新北市中和區保健路47號
472,環保餐廳,新北市,65000,麥味登中和遠東世紀,02-82271800,新北市中和區建一路188號1樓
473,環保餐廳,新北市,65000,麥味登中和德光,02-29620233,新北市中和區德光路14號
474,環保餐廳,新北市,65000,麥味登五股中興,02-22951720,新北市五股區中興路四段48巷1號
475,環保餐廳,新北市,65000,麥味登五股四維,02-29889279,新北市五股區四維路116-1號
476,環保餐廳,新北市,65000,麥味登五股自強,02-22935789,新北市五股區自強路72號
477,環保餐廳,新北市,65000,麥味登五股洲子洋,02-22930223,新北市五股區成泰路三段165號
478,環保餐廳,新北市,65000,麥味登五股福臨,02-22916863,新北市五股區五福路93號
479,環保餐廳,新北市,65000,麥味登仁愛旗艦,02-22862203,新北市三重區仁愛街660號
480,環保餐廳,新北市,65000,麥味登北大大成,02-26689550,新北市樹林區大成路11號
481,環保餐廳,新北市,65000,麥味登北大學林,02-26684881,新北市樹林區學林路85號
482,環保餐廳,新北市,65000,麥味登永和仁愛,02-29250236,新北市永和區仁愛路145號
483,環保餐廳,新北市,65000,麥味登永和仁愛公園,02-89213076,新北市永和區永平路320號
484,環保餐廳,新北市,65000,麥味登永和保平,02-29225899,新北市永和區保平路266號
485,環保餐廳,新北市,65000,麥味登永和得和,02-29439796,新北市永和區得和路328號
486,環保餐廳,新北市,65000,麥味登永和福和,02-29219297,新北市永和區福和路343號
487,環保餐廳,新北市,65000,麥味登永和選手,02-29229929,新北市永和區永貞路152號
488,環保餐廳,新北市,65000,麥味登永和環河,02-29233833,新北市永和區環河西路2段213號
489,環保餐廳,新北市,65000,麥味登汐止仁愛,02-26492558,新北市汐止區仁愛路23號
490,環保餐廳,新北市,65000,麥味登汐止名城店,02-86910234,新北市汐止區新昌路37-1號
491,環保餐廳,新北市,65000,麥味登汐止玖達,02-26427171,新北市汐止區樟樹二路296號
492,環保餐廳,新北市,65000,麥味登汐止長江,02-26482088,新北市汐止區長江街65號
493,環保餐廳,新北市,65000,麥味登汐止建成,02-86422575,新北市汐止區建成路59巷49號
494,環保餐廳,新北市,65000,麥味登汐止皇家,02-26433078,新北市汐止區仁愛路166號
495,環保餐廳,新北市,65000,麥味登汐止茄苳,02-86477766,新北市汐止區茄苳路42-1號
496,環保餐廳,新北市,65000,麥味登汐止福氣,02-26925177,新北市汐止區福德一路201巷6號
497,環保餐廳,新北市,65000,麥味登汐止福德,02-26922316,新北市汐止區福德一路20號
498,環保餐廳,新北市,65000,麥味登竹圍米路,02-28081276,新北市淡水區民族路43號
499,環保餐廳,新北市,65000,麥味登林口中山,02-26020858,新北市林口區中山路526號-1
500,環保餐廳,新北市,65000,麥味登林口仁愛,02-26011390,新北市林口區仁愛路一段384號
501,環保餐廳,新北市,65000,麥味登林口公園,02-26080267,新北市林口區公園路69號
502,環保餐廳,新北市,65000,麥味登林口文化,02-26018032,新北市林口區文化三路二段36-1號
503,環保餐廳,新北市,65000,麥味登林口民有,02-26081872,新北市林口區民有街68號
504,環保餐廳,新北市,65000,麥味登林口民族,0986811956,新北市林口區民族路22號
505,環保餐廳,新北市,65000,麥味登林口民視,02-26019062,新北市林口區信義路154號
506,環保餐廳,新北市,65000,麥味登林口名巧園,02-26015862,新北市林口區仁愛路二段121號
507,環保餐廳,新北市,65000,麥味登林口南勢,02-26000275,新北市林口區南勢一街17巷51號
508,環保餐廳,新北市,65000,麥味登林口香悅,02-26082729,新北市林口區文化三路一段555巷50號
509,環保餐廳,新北市,65000,麥味登林口貳貳五,02-26099585,新北市林口區文化三路一段225巷13號
510,環保餐廳,新北市,65000,麥味登林口感恩,02-26006228,新北市林口區文化二路一段20巷23號
511,環保餐廳,新北市,65000,麥味登林口源泉,02-26092339,新北市林口區源泉街36號
512,環保餐廳,新北市,65000,麥味登林口歐園,02-26009889,新北市林口區麗園二街2-4號
513,環保餐廳,新北市,65000,麥味登板橋三民,02-29630916,新北市板橋區三民路二段202-13號
514,環保餐廳,新北市,65000,麥味登板橋大崙,02-29581685,新北市板橋區長安街331巷89號
515,環保餐廳,新北市,65000,麥味登板橋中正,02-22720613,新北市板橋區中正路216巷57號
516,環保餐廳,新北市,65000,麥味登板橋文聖,02-22542777,新北市板橋區文聖街182號
517,環保餐廳,新北市,65000,麥味登板橋永豐,02-29512885,新北市板橋區永豐街171號
518,環保餐廳,新北市,65000,麥味登板橋光武,02-22541266,新北市板橋區光武街63號
519,環保餐廳,新北市,65000,麥味登板橋光環,02-29627677,新北市板橋區光環路二段76號
520,環保餐廳,新北市,65000,麥味登板橋合安,02-29691688,新北市板橋區合宜路115號
521,環保餐廳,新北市,65000,麥味登板橋松江,02-22507050,新北市板橋區松江街86號
522,環保餐廳,新北市,65000,麥味登板橋金世紀錄,02-22541831,新北市板橋區長江路二段47號
523,環保餐廳,新北市,65000,麥味登板橋金門,02-86871568,新北市板橋區金門街147號
524,環保餐廳,新北市,65000,麥味登板橋金鑽,02-26860901,新北市板橋區金門街324巷7號
525,環保餐廳,新北市,65000,麥味登板橋長安,02-29519353,新北市板橋區長安街349號
526,環保餐廳,新北市,65000,麥味登板橋長江,02-22597039,新北市板橋區長江路一段150號
527,環保餐廳,新北市,65000,麥味登板橋致理,02-22566222,新北市板橋區文化路一段311-2號
528,環保餐廳,新北市,65000,麥味登板橋重慶,02-29558858,新北市板橋區重慶路308巷14號
529,環保餐廳,新北市,65000,麥味登板橋校前,02-29615889,新北市板橋區校前街76號
530,環保餐廳,新北市,65000,麥味登板橋國光,02-29682628,新北市板橋區國光路187號
531,環保餐廳,新北市,65000,麥味登板橋莒光,02-22566826,新北市板橋區莒光路188號
532,環保餐廳,新北市,65000,麥味登板橋莊敬,02-22581447,新北市板橋區莊敬路162號
533,環保餐廳,新北市,65000,麥味登板橋貴興,02-29649695,新北市板橋區貴興路109號
534,環保餐廳,新北市,65000,麥味登板橋實踐,02-29597877,新北市板橋區實踐路38號
535,環保餐廳,新北市,65000,麥味登板橋廣和,02-29555560,新北市板橋區廣和街52號
536,環保餐廳,新北市,65000,麥味登板橋龍泉,02-22542268,新北市板橋區龍泉街120號
537,環保餐廳,新北市,65000,麥味登板橋懷德,02-22500350,新北市板橋區懷德街181巷23號
538,環保餐廳,新北市,65000,麥味登板橋藝文,02-82570520,新北市板橋區莊敬路99號
539,環保餐廳,新北市,65000,麥味登板橋體育館,02-22727177,新北市板橋區中正路17號
540,環保餐廳,新北市,65000,麥味登板橋體育館2,02-22727977,新北市板橋區南雅西路二段143號
541,環保餐廳,新北市,65000,麥味登泰山仁義,02-22962828,新北市泰山區仁義路143號
542,環保餐廳,新北市,65000,麥味登泰山全興,02-29000283,新北市泰山區福興二街30號
543,環保餐廳,新北市,65000,麥味登泰山信華,02-29009091,新北市泰山區信華三街171號
544,環保餐廳,新北市,65000,麥味登泰山泰林,02-29000565,新北市泰山區泰林路二段513號
545,環保餐廳,新北市,65000,麥味登貢寮福隆,02-24991035,新北市貢寮區興隆街20號
546,環保餐廳,新北市,65000,麥味登淡水水源,02-26234139,新北市淡水區水源街一段78號
547,環保餐廳,新北市,65000,麥味登淡水北新,02-26235211,新北市淡水區北新路153號
548,環保餐廳,新北市,65000,麥味登淡水台北灣,02-26292238,新北市淡水區新市一路一段99巷17號
549,環保餐廳,新北市,65000,麥味登淡水宇峰,02-26235201,新北市淡水區學府路45號
550,環保餐廳,新北市,65000,麥味登淡水紅樹林,02-86263339,新北市淡水區坪頂路51-1號
551,環保餐廳,新北市,65000,麥味登淡水真理,02-26205135,新北市淡水區新民街180巷2號
552,環保餐廳,新北市,65000,麥味登淡水淡大,02-26295836,新北市淡水區水源街二段56號
553,環保餐廳,新北市,65000,麥味登淡水淡江,02-26250018,新北市淡水區北新路182巷37號
554,環保餐廳,新北市,65000,麥味登淡水淡海,02-28050511,新北市淡水區淡海路72巷1號
555,環保餐廳,新北市,65000,麥味登淡水新市,02-86315511,新北市淡水區新市一路三段108號
556,環保餐廳,新北市,65000,麥味登淡水新春,02-26212553,新北市淡水區新春街97號
557,環保餐廳,新北市,65000,麥味登新北新海,02-22568688,新北市板橋區新海路117號
