seqno,type,city,countycode,name,localcallservice,address
558,環保餐廳,新北市,65000,麥味登新店大坪林,02-29129555,新北市新店區北新路三段70號
559,環保餐廳,新北市,65000,麥味登新店光華,02-22119009,新北市新店區光華街10號
560,環保餐廳,新北市,65000,麥味登新店安康,02-22156557,新北市新店區安康路三段25號
561,環保餐廳,新北市,65000,麥味登新店安德,02-22124693,新北市新店區安德街34號
562,環保餐廳,新北市,65000,麥味登新店佳燁,02-86683580,新北市新店區安和路3段134號
563,環保餐廳,新北市,65000,麥味登新店建國,02-29118958,新北市新店區建國路236號
564,環保餐廳,新北市,65000,麥味登新店順聯,02-29141418,新北市新店區復興路16號
565,環保餐廳,新北市,65000,麥味登新店綠野香坡,02-22001700,新北市新店區安祥路139號
566,環保餐廳,新北市,65000,麥味登新店寶興,02-89193100,新北市新店區寶興路47-1號
567,環保餐廳,新北市,65000,麥味登新莊中平,02-22771508,新北市新莊區中平路121號
568,環保餐廳,新北市,65000,麥味登新莊中信,02-89927177,新北市新莊區中信街2號
569,環保餐廳,新北市,65000,麥味登新莊中原,02-85212006,新北市新莊區中原路138號
570,環保餐廳,新北市,65000,麥味登新莊中華,02-29900759,新北市新莊區中華路二段172號
571,環保餐廳,新北市,65000,麥味登新莊五工,02-22993799,新北市新莊區五工二路86巷2號
572,環保餐廳,新北市,65000,麥味登新莊五工二,02-29922522,新北市新莊區建中街85號
573,環保餐廳,新北市,65000,麥味登新莊天祥,02-29084674,新北市新莊區天祥街26-1號
574,環保餐廳,新北市,65000,麥味登新莊民安,02-22025530,新北市新莊區民安路45號1樓
575,環保餐廳,新北市,65000,麥味登新莊米娜,02-85229700,新北市新莊區中原東路30號
576,環保餐廳,新北市,65000,麥味登新莊自立,02-29980115,新北市新莊區自立街115號
577,環保餐廳,新北市,65000,麥味登新莊西盛,02-22010970,新北市新莊區西盛街196號
578,環保餐廳,新北市,65000,麥味登新莊幸福,02-22771234,新北市新莊區幸福路834號
579,環保餐廳,新北市,65000,麥味登新莊昌明,02-29905398,新北市新莊區昌明街22號
580,環保餐廳,新北市,65000,麥味登新莊玥萱,02-29015928,新北市新莊區雙鳳路88號
581,環保餐廳,新北市,65000,麥味登新莊建安,02-22044018,新北市新莊區建安街46號
582,環保餐廳,新北市,65000,麥味登新莊星品,02-89910985,新北市新莊區中和街12號
583,環保餐廳,新北市,65000,麥味登新莊星誠,02-29931989,新北市新莊區中誠街15號
584,環保餐廳,新北市,65000,麥味登新莊星榮,02-29960669,新北市新莊區中榮街60號
585,環保餐廳,新北市,65000,麥味登新莊福興,02-22761918,新北市新莊區公園路238號
586,環保餐廳,新北市,65000,麥味登新莊歐洲村,02-29966927,新北市新莊區立信三街7巷1號
587,環保餐廳,新北市,65000,麥味登新莊頭前公園,02-29909163,新北市新莊區頭成街163號
588,環保餐廳,新北市,65000,麥味登新莊龍安,02-29017665,新北市新莊區中正路新建巷55號
589,環保餐廳,新北市,65000,麥味登瑞芳明燈,02-24976263,新北市瑞芳區明燈路三段81號
590,環保餐廳,新北市,65000,麥味登樹林中華,02-86868651,新北市樹林區中華路39號
591,環保餐廳,新北市,65000,麥味登樹林日新,02-26862525,新北市樹林區日新街185號
592,環保餐廳,新北市,65000,麥味登樹林光榮,02-26888936,新北市樹林區光榮街53號1樓
593,環保餐廳,新北市,65000,麥味登樹林秀泰,02-26860822,新北市板橋區大觀路三段160巷46號
594,環保餐廳,新北市,65000,麥味登樹林東榮,02-86860063,新北市樹林區東榮街121號
595,環保餐廳,新北市,65000,麥味登樹林國凱,02-86853291,新北市樹林區國凱街19號之1
596,環保餐廳,新北市,65000,麥味登樹林復興,02-26851566,新北市樹林區復興路37號
597,環保餐廳,新北市,65000,麥味登樹林會贏,02-86868732,新北市樹林區國凱街102號
598,環保餐廳,新北市,65000,麥味登雙和圓通,02-22421165,新北市中和區圓通路242號
599,環保餐廳,新北市,65000,麥味登蘆洲中心,02-82866513,新北市蘆洲區民權路188-7號
600,環保餐廳,新北市,65000,麥味登蘆洲正和,02-82867980,新北市蘆洲區正和街79號
601,環保餐廳,新北市,65000,麥味登蘆洲長興,02-22829933,新北市蘆洲區長興路50巷3號
602,環保餐廳,新北市,65000,麥味登蘆洲康佑,02-82868137,新北市蘆洲區長安街343號
603,環保餐廳,新北市,65000,麥味登蘆洲復興,02-82827200,新北市蘆洲區復興路181號
604,環保餐廳,新北市,65000,麥味登蘆洲鷺江99,02-22859299,新北市蘆洲區鷺江街99號
605,環保餐廳,新北市,65000,麥味登鶯歌天囍,02-86776850,新北市鶯歌區尖山路136號
606,環保餐廳,新北市,65000,荳荳早午餐店,02-89731966,新北市三重區文化南路31之1號
607,環保餐廳,新北市,65000,"勝博殿 中和環球分店",02-66377718,新北市中和區中山路三段122號3樓
608,環保餐廳,新北市,65000,勝勢豬排(板橋大遠百),02-29506628,新北市板橋區新站路28號
609,環保餐廳,新北市,65000,喜徠珍古井餐廳,02-86711798#894,新北市三峽區中山路40號
610,環保餐廳,新北市,65000,喔嗨呦早餐屋,02-22178530,新北市新店區北宜路2段36號
611,環保餐廳,新北市,65000,喬MAMA,02-29400048,新北市中和區興南路二段6號
612,環保餐廳,新北市,65000,富士海鮮餐廳,02-24991001,新北市貢寮區東興街8號
613,環保餐廳,新北市,65000,富群休閒農園,02-26282899,新北市淡水區北新路一段129-1號
614,環保餐廳,新北市,65000,彭園婚宴會館(新板店),02-29527666,新北市板橋區中山路一段161號
615,環保餐廳,新北市,65000,復盛員工餐廳,02-29951411,新北市三重區光復路二段60號
616,環保餐廳,新北市,65000,惠比壽烏龍麵,02-77054168,新北市板橋區新站路28號
617,環保餐廳,新北市,65000,"棉 早+午餐廳",02-29660282,新北市板橋區大觀路二段93號
618,環保餐廳,新北市,65000,港都熱炒,02-29406751,新北市中和區大勇街10號
619,環保餐廳,新北市,65000,"粥太郎 粥品·麵食",02-22426628,新北市中和區南山路49號
620,環保餐廳,新北市,65000,紫緹麵食館,02-22029635,新北市新莊區民安東路37號
621,環保餐廳,新北市,65000,"華漾 DIM SUM 中和環球",02-22252088,新北市中和區中山路三段122號4樓
622,環保餐廳,新北市,65000,"開丼 燒肉vs丼飯 中和環球",02-82281266,新北市中和區中山路三段122號3樓
623,環保餐廳,新北市,65000,"開飯川食堂 中和環球店",02-22238218,新北市中和區中山路三段122號4樓
624,環保餐廳,新北市,65000,閑恬Mydeli手作美味坊,02-86263159,新北市淡水區坪頂路22號
625,環保餐廳,新北市,65000,雲山水小築民宿,02-24962201,新北市瑞芳區金瓜石石山里山尖路72-1號
626,環保餐廳,新北市,65000,雲仙大飯店,02-26616383,新北市烏來區烏來里瀑布路1-1號
627,環保餐廳,新北市,65000,雲仙樂園中餐廳,02-26616510,新北市烏來區瀑布路1-1
628,環保餐廳,新北市,65000,順哥?坊早餐店,02-29088861,新北市新莊區新北大道7段630號
629,環保餐廳,新北市,65000,黃到即食鍋燒麵(中和店),0909670810,新北市中和區國光街107巷4弄30號
630,環保餐廳,新北市,65000,"黑毛屋 新莊宏匯店",02-85222611,"新北市新莊區新北市新莊區新北大道四段 3 號 7 樓"
631,環保餐廳,新北市,65000,"黑毛屋本家 板橋大遠百店",02-29524088,"新北市板橋區新北市板橋區新站路 28 號"
632,環保餐廳,新北市,65000,黑沃咖啡-三峽大學店,04-22624040,新北市三峽區新北市三峽區大學路120號
633,環保餐廳,新北市,65000,黑沃咖啡-永和竹林店,04-22624040,新北市永和區新北市永和區竹林路178號
634,環保餐廳,新北市,65000,黑沃咖啡-汐止白天鵝店,04-22624040,新北市汐止區新北市汐止區康寧街169巷8之1號1樓
635,環保餐廳,新北市,65000,黑沃咖啡-林口文化店,04-22624040,新北市林口區新北市林口區文化三路一段225巷6號
636,環保餐廳,新北市,65000,黑沃咖啡-板橋南門店,04-22624040,新北市板橋區新北市板橋區南門街73號
637,環保餐廳,新北市,65000,黑沃咖啡-淡水新市店,04-22624040,新北市淡水區新北市淡水區中山北路二段163號
638,環保餐廳,新北市,65000,黑沃咖啡-新北輔大店,04-22624040,新北市新莊區新北市新莊區中正路595號
639,環保餐廳,新北市,65000,勤誠興業-員工餐廳,02-82265500,新北市新莊區中原路558號18樓
640,環保餐廳,新北市,65000,勤誠興業-員工餐廳,02-82265500,新北市新莊區中原路558號18樓
641,環保餐廳,新北市,65000,嗑厚班早午餐,02-89699525,新北市板橋區龍興街11號
642,環保餐廳,新北市,65000,微星員工餐廳,02-32345599#1088,新北市中和區立德街69號
643,環保餐廳,新北市,65000,意芳飯店,0932500750,新北市萬里區港東路155號
644,環保餐廳,新北市,65000,新店活蝦大王,02-29110986,新北市新店區建國路200號
645,環保餐廳,新北市,65000,新馬辣經典麻辣鍋板橋遠百店,02-29512456,新北市板橋區中山路一段152號、遠東百貨11F櫃號-1103號
646,環保餐廳,新北市,65000,新葡苑(板橋遠百店),02-89510388,新北市板橋區新站路28號9樓
647,環保餐廳,新北市,65000,楚門咖啡．餐館,0906381747,新北市板橋區新海路5號
648,環保餐廳,新北市,65000,楊記運滷熬鮮小館,02-23611999#894,新北市新店區中正路183巷6號1樓
649,環保餐廳,新北市,65000,源春小吃店,02-26647116,新北市深坑區深坑街119號
650,環保餐廳,新北市,65000,萬佳鄉-新展店,02-29063230,新北市新莊區龍安路66-42號
651,環保餐廳,新北市,65000,義利不窯-碳烤牛排-窯烤披薩-義式料理,02-26206699,新北市淡水區淡金路二段608之2號
652,環保餐廳,新北市,65000,義饗屋板橋大遠百店,02-77054168,新北市板橋區新站路28號
653,環保餐廳,新北市,65000,肆六巷,0918309905,新北市新莊區中誠街46巷5號
654,環保餐廳,新北市,65000,跳舞香水板橋大遠百,02-29612323,新北市板橋區新站路28號
655,環保餐廳,新北市,65000,"達客魷魚 中和環球",0906221183,新北市中和區中山路三段122號3樓
656,環保餐廳,新北市,65000,"零居Zero Living",02-22565109,新北市板橋區文化路一段188巷7弄27號
657,環保餐廳,新北市,65000,頑童茶館,02-82015788,新北市新莊區四維路97巷16號1樓
658,環保餐廳,新北市,65000,鼎泰豐板橋店,02-22267890#5105,新北市板橋區新站路28號B1
659,環保餐廳,新北市,65000,鉦富咖哩屋,02-82853047,新北市蘆洲區永平街32巷22弄4號
660,環保餐廳,新北市,65000,熊賀呷早午餐,02-29266942,新北市永和區竹林路52號
661,環保餐廳,新北市,65000,福華海鮮餐廳,02-24986259,新北市金山區民生路51巷1號
662,環保餐廳,新北市,65000,福園中餐廳,02-26620088#122,新北市深坑區北深路三段236號
663,環保餐廳,新北市,65000,餃勁腦汁(板橋大遠百),02-77522516,新北市板橋區新站路28號B1
664,環保餐廳,新北市,65000,蒔朵日式舒芙蕾厚鬆餅,02-89697605,新北市板橋區南雅西路二段124號
665,環保餐廳,新北市,65000,億長御坊,02-77054168,新北市板橋區新站路28號
666,環保餐廳,新北市,65000,劉的臭豆腐,02-26621140,新北市深坑區深坑街46號
667,環保餐廳,新北市,65000,慕谷慕魚蔬食原住民人文餐廳,0912537590,新北市林口區仁愛路一段338號
668,環保餐廳,新北市,65000,樂玩精品咖啡新北新莊店,02-85214396,新北市新莊區中平路439號
669,環保餐廳,新北市,65000,"樂起司 中和環球",0952233031,新北市中和區中山路三段122號3樓
670,環保餐廳,新北市,65000,樂檸漢堡（新北新莊棒球場門市）,02-29946215,新北市新莊區新泰路232號
671,環保餐廳,新北市,65000,樂?牛排(中和店),02-29220089,新北市中和區中和路350巷1號
672,環保餐廳,新北市,65000,歐里人文空間,02-26644525,新北市深坑區深坑街48號
673,環保餐廳,新北市,65000,蔬植純素料理,02-26642386,新北市深坑區北深路二段214號
674,環保餐廳,新北市,65000,豬豬的拉麵屋,0937528511,新北市板橋區溪北路41號1樓
675,環保餐廳,新北市,65000,勳牛肉麵(永和店),02-29290588,新北市永和區安樂路194巷3號
676,環保餐廳,新北市,65000,橙易食堂-板橋大遠百,0983379801,新北市板橋區新站路28號B1
677,環保餐廳,新北市,65000,"燒肉LIKE 中和環球店",02-22281497,新北市中和區中山路三段122號B2樓
678,環保餐廳,新北市,65000,"燒肉Smile 林口文化店",02-26087728,新北市林口區文化二路一段76號2樓
679,環保餐廳,新北市,65000,"燒肉Smile 新北三重店",02-89721118,新北市三重區重新路二段100號1樓
680,環保餐廳,新北市,65000,"燒肉Smile 樹林秀泰店",02-26878522,新北市樹林區樹新路40-6號7樓
681,環保餐廳,新北市,65000,燒肉哦爺-日韓燒肉吃到飽(板橋府中店),02-89538153,新北市板橋區館前東路48號2.3樓
682,環保餐廳,新北市,65000,"築間幸福鍋物 三峽大學店",02-26722226,新北市三峽區大學路198號
683,環保餐廳,新北市,65000,"築間幸福鍋物 土城中央店",02-22601555,新北市土城區中央路二段21巷128號1樓
684,環保餐廳,新北市,65000,"築間幸福鍋物 土城裕民店",02-22645577,新北市土城區新北市土城區學士路23號
685,環保餐廳,新北市,65000,"築間幸福鍋物 士林承德店",02-28828558,新北市新莊區中平路402號1樓
686,環保餐廳,新北市,65000,"築間幸福鍋物 京站小碧潭店",02-89136177,"新北市新店區中央路157號5 樓"
687,環保餐廳,新北市,65000,"築間幸福鍋物 林口三井店",02-26085533,新北市林口區文化二路一段72號2樓
688,環保餐廳,新北市,65000,"築間幸福鍋物 板橋館前店",02-29596199,新北市板橋區館前東路96號
689,環保餐廳,新北市,65000,"築間幸福鍋物 板橋雙十店",02-82595577,新北市板橋區雙十路三段8號
690,環保餐廳,新北市,65000,"築間幸福鍋物 淡水新市店",02-26229933,新北市淡水區新市一路一段8號1樓
691,環保餐廳,新北市,65000,"築間幸福鍋物 新北三重店",02-29785222,新北市三重區重新路二段92號
692,環保餐廳,新北市,65000,"築間幸福鍋物 新北永和店",02-29217588,新北市永和區永和路二段116號5樓
693,環保餐廳,新北市,65000,"築間幸福鍋物 新北汐止店",02-26487779,新北市汐止區新台五路二段12號
694,環保餐廳,新北市,65000,"築間幸福鍋物 新莊中正店",02-22767522,新北市新莊區中正路72號2樓
695,環保餐廳,新北市,65000,"築間幸福鍋物 新莊中悅廣場店",02-89956561,新北市新莊區中平路402號1樓
696,環保餐廳,新北市,65000,"築間幸福鍋物 新莊福海店",02-29931555,新北市新莊區中正路340巷1號2樓
697,環保餐廳,新北市,65000,"築間幸福鍋物 樹林秀泰店",02-26860667,新北市樹林區樹新路40-6號號5樓
698,環保餐廳,新北市,65000,"築間幸福鍋物 雙和中和店",02-29262255,新北市中和區中和路262號1樓
699,環保餐廳,新北市,65000,"築間幸福鍋物 蘆洲三民店",02-22887337,新北市蘆洲區三民路248號
700,環保餐廳,新北市,65000,"築間酸菜魚 中和環球店",02-22221555,新北市中和區中山路三段122號4樓
701,環保餐廳,新北市,65000,"築間燒肉本命 新北永和店",02-29218255,新北市永和區永和路二段116號5樓
702,環保餐廳,新北市,65000,貓樂貓咖啡-環球中和,02-22217108,新北市中和區中山路三段122號
703,環保餐廳,新北市,65000,錦園魚夫海鮮,02-24924950,新北市萬里區野柳村港東路159號
704,環保餐廳,新北市,65000,"鴨香飽 當歸豬腳當歸鴨(板橋店)",02-82570080,新北市板橋區新海路385巷28弄12號
705,環保餐廳,新北市,65000,鍋賣局(板橋新板店),-,新北市板橋區中山路一段130號
706,環保餐廳,新北市,65000,韓本家,02-27512588,新北市板橋區新站路28號
707,環保餐廳,新北市,65000,韓國旬彩料理,02-77054168,新北市板橋區新站路28號
708,環保餐廳,新北市,65000,韓鶴亭(板橋大遠百),02-86933002,新北市板橋區新站路28號B1
709,環保餐廳,新北市,65000,鮮滿樓海鮮餐廳,02-24926180,新北市萬里區港東153號
710,環保餐廳,新北市,65000,鴻心堡早午餐,02-22655106,新北市土城區清水路256號
711,環保餐廳,新北市,65000,鴻海精密民生廠員工餐廳,02-22683466#501011040,新北市土城區土城工業區民生街4號
712,環保餐廳,新北市,65000,鴻海精密虎躍廠員工餐廳,02-22683466#501011040,新北市土城區自由街2號
713,環保餐廳,新北市,65000,鴻海精密頂埔廠員工餐廳,02-22683466#501011040,新北市土城區中央路四段53號
714,環保餐廳,新北市,65000,"點點心 中和環球店",02-22226628,新北市中和區中山路三段122號B2樓
715,環保餐廳,新北市,65000,璐璐早餐店,02-22460928,新北市中和區泰和街23號
716,環保餐廳,新北市,65000,"薆悅酒店野柳渡假館-FISHERMAN’S KITCHEN漁人廚房",02-77035700,新北市萬里區野柳里港東路162之2號2樓
717,環保餐廳,新北市,65000,"藏壽司 三重捷運路店",02-29886680,新北市三重區重明里18鄰捷運路1號
718,環保餐廳,新北市,65000,"藏壽司 三重集賢路店",02-82877177,新北市三重區集賢路99號
719,環保餐廳,新北市,65000,"藏壽司 三峽學成店",02-26717262,新北市三峽區學成路398號4樓
720,環保餐廳,新北市,65000,"藏壽司 土城金城路店",02-22607775,新北市土城區金城路二段80號
721,環保餐廳,新北市,65000,"藏壽司 中和橋和店",02-82266313,新北市中和區橋和路5號
722,環保餐廳,新北市,65000,"藏壽司 永和比漾店",02-22311881,新北市永和區中山路一段238號4樓
723,環保餐廳,新北市,65000,"藏壽司 林口三井Outlet店",02-26069852,新北市林口區文化三路一段356號B1
724,環保餐廳,新北市,65000,"藏壽司 板橋中山遠百店",02-29582868,新北市板橋區中山路一段152號5樓
725,環保餐廳,新北市,65000,"藏壽司 板橋遠科店",02-29640432,新北市板橋區遠東路62之3號
726,環保餐廳,新北市,65000,"藏壽司 淡水站前店",02-26263577,新北市淡水區中山路8號5樓
727,環保餐廳,新北市,65000,"藏壽司 新店威秀裕隆店",02-89147904,新北市新店區中興路三段70號6樓
728,環保餐廳,新北市,65000,"藏壽司 新莊宏匯店",02-85213102,新北市新莊區新北大道四段3號7樓
729,環保餐廳,新北市,65000,"藏壽司 新莊思源路店",02-29901755,新北市新莊區思源路168號
730,環保餐廳,新北市,65000,藍屋-板橋大遠百新站店,02-23611999#894,新北市板橋區新站路28號9樓
731,環保餐廳,新北市,65000,雙和醫院員工餐廳,02-22490088#8837,新北市中和區中正路291號
732,環保餐廳,新北市,65000,雙溪平林休閒農場,02-4934016,新北市雙溪區平林里外平林35號
733,環保餐廳,新北市,65000,雙翼食品,02-26895506,新北市樹林區忠愛街三號4樓
734,環保餐廳,新北市,65000,雙醬咖哩(新莊中港店),02-2770051,新北市新莊區中港路503號1樓
735,環保餐廳,新北市,65000,寶島冰果室,02-77054168,新北市板橋區新站路28號
736,環保餐廳,新北市,65000,寶桂的店,02-26645399,"新北市深坑區深坑街 114號"
737,環保餐廳,新北市,65000,"繼光香香雞 中和環球",02-22233417,新北市中和區中山路三段122號3樓
738,環保餐廳,新北市,65000,繼光香香雞-板橋大遠百,02-23611999#894,新北市板橋區新站路28號B1
739,環保餐廳,新北市,65000,蘇義興餐廳,02-24931027,新北市雙溪區中華路77號
740,環保餐廳,新北市,65000,"麵食主義 Kirin pasta新板店",02-29643968,新北市板橋區縣民大道1段310號
741,環保餐廳,新北市,65000,"麵家三士 中和環球",02-32343669,新北市中和區中山路三段122號3樓
742,環保餐廳,新北市,65000,蘭姐大排檔,02-26931539,新北市板橋區新站路28號B1
743,環保餐廳,新北市,65000,響燒鐵板燒,02-77054168,新北市板橋區新站路28號
744,環保餐廳,新北市,65000,饗爍早午餐,02-29909839,新北市新莊區建中街125號1樓
745,環保餐廳,新北市,65000,魔法咖哩,02-26206123,新北市淡水區中山路8號8樓
746,環保餐廳,新北市,65000,"蘿蔔蹲 Farmers Tasty",02-29427711,新北市永和區安樂路136號
747,環保餐廳,新北市,65000,鑫丼,0983102512,新北市蘆洲區中山二路42號
748,環保餐廳,新北市,65000,"?鳥食趣義大利洋食 X 烤泡芙專賣",02-86710208,新北市三峽區大觀路7號
749,環保餐廳,新北市,65000,?泰泰泰式料理,02-89660308,新北市板橋區四川路2段47巷4弄6號
